county,precinct,office,district,party,candidate,votes,provisional_voting,early_vote,absentee,election_day
Randolph,Ward Two,Lieutenant Governor,,DEM,Kelly Ross Krout,82,0,59,2,21
Randolph,Ward Three,Lieutenant Governor,,DEM,Kelly Ross Krout,151,0,129,4,18
Randolph,Demun Rural,Lieutenant Governor,,DEM,Kelly Ross Krout,95,0,82,2,11
Randolph,Baker,Secretary of State,,REP,Secretary of State John Thurston,12,0,1,0,11
Randolph,Bristow,Secretary of State,,REP,Secretary of State John Thurston,29,0,19,0,10
Randolph,Butler,Secretary of State,,REP,Secretary of State John Thurston,25,0,12,0,13
Randolph,Columbia,Secretary of State,,REP,Secretary of State John Thurston,180,0,80,1,99
Randolph,Current River,Secretary of State,,REP,Secretary of State John Thurston,88,1,18,0,69
Randolph,Dalton,Secretary of State,,REP,Secretary of State John Thurston,86,0,25,5,56
Randolph,Elevenpoint,Secretary of State,,REP,Secretary of State John Thurston,80,0,35,1,44
Randolph,Foster,Secretary of State,,REP,Secretary of State John Thurston,217,0,132,3,82
Randolph,Ingram,Secretary of State,,REP,Secretary of State John Thurston,49,0,20,3,26
Randolph,Jackson,Secretary of State,,REP,Secretary of State John Thurston,40,0,16,0,24
Randolph,Janes Creek,Secretary of State,,REP,Secretary of State John Thurston,162,1,53,1,107
Randolph,Little Black,Secretary of State,,REP,Secretary of State John Thurston,149,0,71,3,75
Randolph,O'Kean,Secretary of State,,REP,Secretary of State John Thurston,44,0,5,0,39
Randolph,Reyno,Secretary of State,,REP,Secretary of State John Thurston,100,0,10,1,89
Randolph,Richardson,Secretary of State,,REP,Secretary of State John Thurston,209,0,94,6,109
Randolph,East Roanoke,Secretary of State,,REP,Secretary of State John Thurston,144,0,89,2,53
Randolph,West Roanoke,Secretary of State,,REP,Secretary of State John Thurston,273,0,155,0,118
Randolph,Running Lake,Secretary of State,,REP,Secretary of State John Thurston,53,0,16,1,36
Randolph,Shiloh,Secretary of State,,REP,Secretary of State John Thurston,327,0,246,5,76
Randolph,Siloam,Secretary of State,,REP,Secretary of State John Thurston,81,1,40,0,40
Randolph,Spring River,Secretary of State,,REP,Secretary of State John Thurston,87,0,53,0,34
Randolph,Union,Secretary of State,,REP,Secretary of State John Thurston,30,0,9,1,20
Randolph,Warm Springs,Secretary of State,,REP,Secretary of State John Thurston,62,0,19,2,41
Randolph,Water Valley,Secretary of State,,REP,Secretary of State John Thurston,66,0,24,4,38
Randolph,Wiley,Secretary of State,,REP,Secretary of State John Thurston,15,0,9,0,6
Randolph,Ward One,Secretary of State,,REP,Secretary of State John Thurston,372,0,273,7,92
Randolph,Ward Two,Secretary of State,,REP,Secretary of State John Thurston,286,0,232,8,46
Randolph,Ward Three,Secretary of State,,REP,Secretary of State John Thurston,517,0,441,9,67
Randolph,Demun Rural,Secretary of State,,REP,Secretary of State John Thurston,501,0,383,8,110
Randolph,Baker,Secretary of State,,DEM,Anna Beth Gorman,3,0,2,0,1
Randolph,Bristow,Secretary of State,,DEM,Anna Beth Gorman,6,0,6,0,0
Randolph,Butler,Secretary of State,,DEM,Anna Beth Gorman,0,0,0,0,0
Randolph,Columbia,Secretary of State,,DEM,Anna Beth Gorman,28,0,12,0,16
Randolph,Current River,Secretary of State,,DEM,Anna Beth Gorman,16,0,1,0,15
Randolph,Dalton,Secretary of State,,DEM,Anna Beth Gorman,17,0,9,2,6
Randolph,Elevenpoint,Secretary of State,,DEM,Anna Beth Gorman,23,0,5,0,18
Randolph,Foster,Secretary of State,,DEM,Anna Beth Gorman,45,0,29,3,13
Randolph,Ingram,Secretary of State,,DEM,Anna Beth Gorman,9,0,5,1,3
Randolph,Jackson,Secretary of State,,DEM,Anna Beth Gorman,6,0,3,0,3
Randolph,Janes Creek,Secretary of State,,DEM,Anna Beth Gorman,32,1,11,0,20
Randolph,Little Black,Secretary of State,,DEM,Anna Beth Gorman,24,0,6,2,16
Randolph,O'Kean,Secretary of State,,DEM,Anna Beth Gorman,17,0,5,0,12
Randolph,Reyno,Secretary of State,,DEM,Anna Beth Gorman,19,0,4,0,15
Randolph,Richardson,Secretary of State,,DEM,Anna Beth Gorman,31,0,14,3,14
Randolph,East Roanoke,Secretary of State,,DEM,Anna Beth Gorman,30,0,15,1,14
Randolph,West Roanoke,Secretary of State,,DEM,Anna Beth Gorman,46,0,35,0,11
Randolph,Running Lake,Secretary of State,,DEM,Anna Beth Gorman,10,0,2,0,8
Randolph,Shiloh,Secretary of State,,DEM,Anna Beth Gorman,56,0,49,2,5
Randolph,Siloam,Secretary of State,,DEM,Anna Beth Gorman,16,0,11,0,5
Randolph,Spring River,Secretary of State,,DEM,Anna Beth Gorman,5,0,4,0,1
Randolph,Union,Secretary of State,,DEM,Anna Beth Gorman,8,0,6,0,2
Randolph,Warm Springs,Secretary of State,,DEM,Anna Beth Gorman,12,0,5,0,7
Randolph,Water Valley,Secretary of State,,DEM,Anna Beth Gorman,5,0,3,0,2
Randolph,Wiley,Secretary of State,,DEM,Anna Beth Gorman,2,0,2,0,0
Randolph,Ward One,Secretary of State,,DEM,Anna Beth Gorman,110,0,86,11,13
Randolph,Ward Two,Secretary of State,,DEM,Anna Beth Gorman,91,0,65,2,24
Randolph,Ward Three,Secretary of State,,DEM,Anna Beth Gorman,161,0,130,5,26
Randolph,Demun Rural,Secretary of State,,DEM,Anna Beth Gorman,106,0,89,2,15
Randolph,Baker,State Treasurer,,DEM,Pam Whitaker,3,0,2,0,1
Randolph,Bristow,State Treasurer,,DEM,Pam Whitaker,8,0,8,0,0
Randolph,Butler,State Treasurer,,DEM,Pam Whitaker,1,0,0,0,1
Randolph,Columbia,State Treasurer,,DEM,Pam Whitaker,32,0,13,0,19
Randolph,Current River,State Treasurer,,DEM,Pam Whitaker,19,0,3,0,16
Randolph,Dalton,State Treasurer,,DEM,Pam Whitaker,16,0,9,2,5
Randolph,Elevenpoint,State Treasurer,,DEM,Pam Whitaker,23,0,5,0,18
Randolph,Foster,State Treasurer,,DEM,Pam Whitaker,50,0,31,3,16
Randolph,Ingram,State Treasurer,,DEM,Pam Whitaker,10,0,5,1,4
Randolph,Jackson,State Treasurer,,DEM,Pam Whitaker,6,0,3,0,3
Randolph,Janes Creek,State Treasurer,,DEM,Pam Whitaker,37,1,11,0,25
Randolph,Little Black,State Treasurer,,DEM,Pam Whitaker,27,0,10,2,15
Randolph,O'Kean,State Treasurer,,DEM,Pam Whitaker,17,0,4,0,13
Randolph,Reyno,State Treasurer,,DEM,Pam Whitaker,20,0,3,0,17
Randolph,Richardson,State Treasurer,,DEM,Pam Whitaker,33,0,17,3,13
Randolph,East Roanoke,State Treasurer,,DEM,Pam Whitaker,29,0,17,1,11
Randolph,West Roanoke,State Treasurer,,DEM,Pam Whitaker,57,0,41,0,16
Randolph,Running Lake,State Treasurer,,DEM,Pam Whitaker,8,0,2,0,6
Randolph,Shiloh,State Treasurer,,DEM,Pam Whitaker,65,0,59,1,5
Randolph,Siloam,State Treasurer,,DEM,Pam Whitaker,16,0,11,0,5
Randolph,Spring River,State Treasurer,,DEM,Pam Whitaker,6,0,5,0,1
Randolph,Union,State Treasurer,,DEM,Pam Whitaker,6,0,4,0,2
Randolph,Warm Springs,State Treasurer,,DEM,Pam Whitaker,12,0,6,0,6
Randolph,Water Valley,State Treasurer,,DEM,Pam Whitaker,4,0,3,0,1
Randolph,Wiley,State Treasurer,,DEM,Pam Whitaker,4,0,4,0,0
Randolph,Ward One,State Treasurer,,DEM,Pam Whitaker,118,0,92,11,15
Randolph,Ward Two,State Treasurer,,DEM,Pam Whitaker,102,0,76,2,24
Randolph,Ward Three,State Treasurer,,DEM,Pam Whitaker,179,0,144,6,29
Randolph,Demun Rural,State Treasurer,,DEM,Pam Whitaker,121,0,106,2,13
Randolph,Baker,State Treasurer,,REP,State Representative Mark Lowery,12,0,1,0,11
Randolph,Bristow,State Treasurer,,REP,State Representative Mark Lowery,31,0,19,0,12
Randolph,Butler,State Treasurer,,REP,State Representative Mark Lowery,24,0,11,0,13
Randolph,Columbia,State Treasurer,,REP,State Representative Mark Lowery,177,0,82,1,94
Randolph,Current River,State Treasurer,,REP,State Representative Mark Lowery,84,1,16,0,67
Randolph,Dalton,State Treasurer,,REP,State Representative Mark Lowery,84,0,24,5,55
Randolph,Elevenpoint,State Treasurer,,REP,State Representative Mark Lowery,80,0,35,1,44
Randolph,Foster,State Treasurer,,REP,State Representative Mark Lowery,212,0,131,3,78
Randolph,Ingram,State Treasurer,,REP,State Representative Mark Lowery,49,0,21,3,25
Randolph,Jackson,State Treasurer,,REP,State Representative Mark Lowery,40,0,16,0,24
Randolph,Janes Creek,State Treasurer,,REP,State Representative Mark Lowery,161,1,52,1,107
Randolph,Little Black,State Treasurer,,REP,State Representative Mark Lowery,148,0,70,3,75
Randolph,O'Kean,State Treasurer,,REP,State Representative Mark Lowery,44,0,6,0,38
Randolph,Reyno,State Treasurer,,REP,State Representative Mark Lowery,98,0,11,1,86
Randolph,Richardson,State Treasurer,,REP,State Representative Mark Lowery,213,0,95,6,112
Randolph,East Roanoke,State Treasurer,,REP,State Representative Mark Lowery,145,0,87,2,56
Randolph,West Roanoke,State Treasurer,,REP,State Representative Mark Lowery,262,0,149,0,113
Randolph,Running Lake,State Treasurer,,REP,State Representative Mark Lowery,52,0,15,1,36
Randolph,Shiloh,State Treasurer,,REP,State Representative Mark Lowery,323,0,242,6,75
Randolph,Siloam,State Treasurer,,REP,State Representative Mark Lowery,79,1,40,0,38
Randolph,Spring River,State Treasurer,,REP,State Representative Mark Lowery,87,0,52,0,35
Randolph,Union,State Treasurer,,REP,State Representative Mark Lowery,32,0,11,1,20
Randolph,Warm Springs,State Treasurer,,REP,State Representative Mark Lowery,64,0,18,2,44
Randolph,Water Valley,State Treasurer,,REP,State Representative Mark Lowery,69,0,24,4,41
Randolph,Wiley,State Treasurer,,REP,State Representative Mark Lowery,12,0,7,0,5
Randolph,Ward One,State Treasurer,,REP,State Representative Mark Lowery,371,0,271,7,93
Randolph,Ward Two,State Treasurer,,REP,State Representative Mark Lowery,276,0,220,8,48
Randolph,Ward Three,State Treasurer,,REP,State Representative Mark Lowery,499,0,427,8,64
Randolph,Demun Rural,State Treasurer,,REP,State Representative Mark Lowery,494,0,374,8,112
Randolph,Baker,Auditor of State,,LIB,Simeon Snow,1,0,0,0,1
Randolph,Bristow,Auditor of State,,LIB,Simeon Snow,1,0,1,0,0
Randolph,Butler,Auditor of State,,LIB,Simeon Snow,0,0,0,0,0
Randolph,Columbia,Auditor of State,,LIB,Simeon Snow,6,0,4,0,2
Randolph,Current River,Auditor of State,,LIB,Simeon Snow,7,0,1,0,6
Randolph,Dalton,Auditor of State,,LIB,Simeon Snow,3,0,2,0,1
Randolph,Elevenpoint,Auditor of State,,LIB,Simeon Snow,2,0,1,0,1
Randolph,Foster,Auditor of State,,LIB,Simeon Snow,13,0,6,0,7
Randolph,Ingram,Auditor of State,,LIB,Simeon Snow,1,0,0,0,1
Randolph,Jackson,Auditor of State,,LIB,Simeon Snow,1,0,1,0,0
Randolph,Janes Creek,Auditor of State,,LIB,Simeon Snow,5,0,2,0,3
Randolph,Little Black,Auditor of State,,LIB,Simeon Snow,10,0,3,2,5
Randolph,O'Kean,Auditor of State,,LIB,Simeon Snow,1,0,0,0,1
Randolph,Reyno,Auditor of State,,LIB,Simeon Snow,10,0,2,0,8
Randolph,Richardson,Auditor of State,,LIB,Simeon Snow,14,0,4,0,10
Randolph,East Roanoke,Auditor of State,,LIB,Simeon Snow,8,0,2,0,6
Randolph,West Roanoke,Auditor of State,,LIB,Simeon Snow,8,0,5,0,3
Randolph,Running Lake,Auditor of State,,LIB,Simeon Snow,4,0,0,0,4
Randolph,Shiloh,Auditor of State,,LIB,Simeon Snow,22,0,17,0,5
Randolph,Siloam,Auditor of State,,LIB,Simeon Snow,6,0,3,0,3
Randolph,Spring River,Auditor of State,,LIB,Simeon Snow,1,0,1,0,0
Randolph,Union,Auditor of State,,LIB,Simeon Snow,0,0,0,0,0
Randolph,Warm Springs,Auditor of State,,LIB,Simeon Snow,5,0,0,0,5
Randolph,Water Valley,Auditor of State,,LIB,Simeon Snow,1,0,1,0,0
Randolph,Wiley,Auditor of State,,LIB,Simeon Snow,1,0,1,0,0
Randolph,Ward One,Auditor of State,,LIB,Simeon Snow,24,0,16,2,6
Randolph,Ward Two,Auditor of State,,LIB,Simeon Snow,15,0,11,1,3
Randolph,Ward Three,Auditor of State,,LIB,Simeon Snow,27,0,18,1,8
Randolph,Demun Rural,Auditor of State,,LIB,Simeon Snow,23,0,14,0,9
Randolph,Baker,Auditor of State,,REP,Treasurer of State Dennis Milligan,11,0,1,0,10
Randolph,Bristow,Auditor of State,,REP,Treasurer of State Dennis Milligan,31,0,19,0,12
Randolph,Butler,Auditor of State,,REP,Treasurer of State Dennis Milligan,25,0,12,0,13
Randolph,Columbia,Auditor of State,,REP,Treasurer of State Dennis Milligan,179,0,81,1,97
Randolph,Current River,Auditor of State,,REP,Treasurer of State Dennis Milligan,81,1,18,0,62
Randolph,Dalton,Auditor of State,,REP,Treasurer of State Dennis Milligan,84,0,24,5,55
Randolph,Elevenpoint,Auditor of State,,REP,Treasurer of State Dennis Milligan,80,0,35,1,44
Randolph,Foster,Auditor of State,,REP,Treasurer of State Dennis Milligan,214,0,135,3,76
Randolph,Ingram,Auditor of State,,REP,Treasurer of State Dennis Milligan,50,0,22,3,25
Randolph,Jackson,Auditor of State,,REP,Treasurer of State Dennis Milligan,40,0,16,0,24
Randolph,Janes Creek,Auditor of State,,REP,Treasurer of State Dennis Milligan,161,1,54,1,105
Randolph,Little Black,Auditor of State,,REP,Treasurer of State Dennis Milligan,146,0,70,3,73
Randolph,O'Kean,Auditor of State,,REP,Treasurer of State Dennis Milligan,45,0,7,0,38
Randolph,Reyno,Auditor of State,,REP,Treasurer of State Dennis Milligan,91,0,9,1,81
Randolph,Richardson,Auditor of State,,REP,Treasurer of State Dennis Milligan,205,0,93,7,105
Randolph,East Roanoke,Auditor of State,,REP,Treasurer of State Dennis Milligan,140,0,88,2,50
Randolph,West Roanoke,Auditor of State,,REP,Treasurer of State Dennis Milligan,267,0,153,0,114
Randolph,Running Lake,Auditor of State,,REP,Treasurer of State Dennis Milligan,49,0,15,1,33
Randolph,Shiloh,Auditor of State,,REP,Treasurer of State Dennis Milligan,316,0,237,5,74
Randolph,Siloam,Auditor of State,,REP,Treasurer of State Dennis Milligan,79,1,40,0,38
Randolph,Spring River,Auditor of State,,REP,Treasurer of State Dennis Milligan,87,0,52,0,35
Randolph,Union,Auditor of State,,REP,Treasurer of State Dennis Milligan,31,0,12,1,18
Randolph,Warm Springs,Auditor of State,,REP,Treasurer of State Dennis Milligan,62,0,19,2,41
Randolph,Water Valley,Auditor of State,,REP,Treasurer of State Dennis Milligan,67,0,24,4,39
Randolph,Wiley,Auditor of State,,REP,Treasurer of State Dennis Milligan,12,0,8,0,4
Randolph,Ward One,Auditor of State,,REP,Treasurer of State Dennis Milligan,370,0,271,8,91
Randolph,Ward Two,Auditor of State,,REP,Treasurer of State Dennis Milligan,273,0,220,7,46
Randolph,Ward Three,Auditor of State,,REP,Treasurer of State Dennis Milligan,510,0,435,9,66
Randolph,Demun Rural,Auditor of State,,REP,Treasurer of State Dennis Milligan,500,0,385,9,106
Randolph,Baker,Auditor of State,,DEM,Diamond Arnold-Johnson,3,0,2,0,1
Randolph,Bristow,Auditor of State,,DEM,Diamond Arnold-Johnson,5,0,5,0,0
Randolph,Butler,Auditor of State,,DEM,Diamond Arnold-Johnson,0,0,0,0,0
Randolph,Columbia,Auditor of State,,DEM,Diamond Arnold-Johnson,23,0,10,0,13
Randolph,Current River,Auditor of State,,DEM,Diamond Arnold-Johnson,16,0,1,0,15
Randolph,Dalton,Auditor of State,,DEM,Diamond Arnold-Johnson,15,0,8,2,5
Randolph,Elevenpoint,Auditor of State,,DEM,Diamond Arnold-Johnson,21,0,4,0,17
Randolph,Foster,Auditor of State,,DEM,Diamond Arnold-Johnson,33,0,19,3,11
Randolph,Ingram,Auditor of State,,DEM,Diamond Arnold-Johnson,9,0,5,1,3
Randolph,Jackson,Auditor of State,,DEM,Diamond Arnold-Johnson,5,0,2,0,3
Randolph,Janes Creek,Auditor of State,,DEM,Diamond Arnold-Johnson,31,1,9,0,21
Randolph,Little Black,Auditor of State,,DEM,Diamond Arnold-Johnson,19,0,6,0,13
Randolph,O'Kean,Auditor of State,,DEM,Diamond Arnold-Johnson,15,0,3,0,12
Randolph,Reyno,Auditor of State,,DEM,Diamond Arnold-Johnson,17,0,3,0,14
Randolph,Richardson,Auditor of State,,DEM,Diamond Arnold-Johnson,25,0,13,0,12
Randolph,East Roanoke,Auditor of State,,DEM,Diamond Arnold-Johnson,23,0,13,1,9
Randolph,West Roanoke,Auditor of State,,DEM,Diamond Arnold-Johnson,44,0,33,0,11
Randolph,Running Lake,Auditor of State,,DEM,Diamond Arnold-Johnson,9,0,3,0,6
Randolph,Shiloh,Auditor of State,,DEM,Diamond Arnold-Johnson,51,0,47,2,2
Randolph,Siloam,Auditor of State,,DEM,Diamond Arnold-Johnson,11,0,8,0,3
Randolph,Spring River,Auditor of State,,DEM,Diamond Arnold-Johnson,5,0,4,0,1
Randolph,Union,Auditor of State,,DEM,Diamond Arnold-Johnson,6,0,3,0,3
Randolph,Warm Springs,Auditor of State,,DEM,Diamond Arnold-Johnson,8,0,5,0,3
Randolph,Water Valley,Auditor of State,,DEM,Diamond Arnold-Johnson,4,0,2,0,2
Randolph,Wiley,Auditor of State,,DEM,Diamond Arnold-Johnson,3,0,2,0,1
Randolph,Ward One,Auditor of State,,DEM,Diamond Arnold-Johnson,93,0,75,7,11
Randolph,Ward Two,Auditor of State,,DEM,Diamond Arnold-Johnson,87,0,62,2,23
Randolph,Ward Three,Auditor of State,,DEM,Diamond Arnold-Johnson,141,0,118,4,19
Randolph,Demun Rural,Auditor of State,,DEM,Diamond Arnold-Johnson,92,0,81,1,10
Randolph,Baker,Attorney General,,DEM,Jesse Gibson,3,0,2,0,1
Randolph,Bristow,Attorney General,,DEM,Jesse Gibson,6,0,6,0,0
Randolph,Butler,Attorney General,,DEM,Jesse Gibson,0,0,0,0,0
Randolph,Columbia,Attorney General,,DEM,Jesse Gibson,27,0,12,0,15
Randolph,Current River,Attorney General,,DEM,Jesse Gibson,16,0,1,0,15
Randolph,Dalton,Attorney General,,DEM,Jesse Gibson,17,0,9,2,6
Randolph,Elevenpoint,Attorney General,,DEM,Jesse Gibson,23,0,5,0,18
Randolph,Foster,Attorney General,,DEM,Jesse Gibson,40,0,25,3,12
Randolph,Ingram,Attorney General,,DEM,Jesse Gibson,10,0,6,1,3
Randolph,Jackson,Attorney General,,DEM,Jesse Gibson,6,0,3,0,3
Randolph,Janes Creek,Attorney General,,DEM,Jesse Gibson,33,0,12,0,21
Randolph,Little Black,Attorney General,,DEM,Jesse Gibson,26,0,9,2,15
Randolph,O'Kean,Attorney General,,DEM,Jesse Gibson,17,0,4,0,13
Randolph,Reyno,Attorney General,,DEM,Jesse Gibson,18,0,4,0,14
Randolph,Richardson,Attorney General,,DEM,Jesse Gibson,30,0,14,3,13
Randolph,East Roanoke,Attorney General,,DEM,Jesse Gibson,29,0,16,1,12
Randolph,West Roanoke,Attorney General,,DEM,Jesse Gibson,52,0,39,0,13
Randolph,Running Lake,Attorney General,,DEM,Jesse Gibson,9,0,3,0,6
Randolph,Shiloh,Attorney General,,DEM,Jesse Gibson,63,0,56,2,5
Randolph,Siloam,Attorney General,,DEM,Jesse Gibson,12,0,8,0,4
Randolph,Spring River,Attorney General,,DEM,Jesse Gibson,5,0,4,0,1
Randolph,Union,Attorney General,,DEM,Jesse Gibson,8,0,6,0,2
Randolph,Warm Springs,Attorney General,,DEM,Jesse Gibson,13,0,5,0,8
Randolph,Water Valley,Attorney General,,DEM,Jesse Gibson,4,0,3,0,1
Randolph,Wiley,Attorney General,,DEM,Jesse Gibson,2,0,2,0,0
Randolph,Ward One,Attorney General,,DEM,Jesse Gibson,110,0,85,9,16
Randolph,Ward Two,Attorney General,,DEM,Jesse Gibson,85,0,60,2,23
Randolph,Ward Three,Attorney General,,DEM,Jesse Gibson,173,0,140,6,27
Randolph,Demun Rural,Attorney General,,DEM,Jesse Gibson,103,0,89,2,12
Randolph,Baker,Attorney General,,REP,Lieutenant Governor Tim Griffin,11,0,1,0,10
Randolph,Bristow,Attorney General,,REP,Lieutenant Governor Tim Griffin,31,0,19,0,12
Randolph,Butler,Attorney General,,REP,Lieutenant Governor Tim Griffin,25,0,12,0,13
Randolph,Columbia,Attorney General,,REP,Lieutenant Governor Tim Griffin,187,0,83,1,103
Randolph,Current River,Attorney General,,REP,Lieutenant Governor Tim Griffin,87,1,18,0,68
Randolph,Dalton,Attorney General,,REP,Lieutenant Governor Tim Griffin,86,0,25,5,56
Randolph,Elevenpoint,Attorney General,,REP,Lieutenant Governor Tim Griffin,81,0,35,1,45
Randolph,Foster,Attorney General,,REP,Lieutenant Governor Tim Griffin,224,0,137,3,84
Randolph,Ingram,Attorney General,,REP,Lieutenant Governor Tim Griffin,50,0,21,3,26
Randolph,Jackson,Attorney General,,REP,Lieutenant Governor Tim Griffin,40,0,16,0,24
Randolph,Janes Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,164,2,52,1,109
Randolph,Little Black,Attorney General,,REP,Lieutenant Governor Tim Griffin,150,0,71,3,76
Randolph,O'Kean,Attorney General,,REP,Lieutenant Governor Tim Griffin,44,0,6,0,38
Randolph,Reyno,Attorney General,,REP,Lieutenant Governor Tim Griffin,102,0,10,1,91
Randolph,Richardson,Attorney General,,REP,Lieutenant Governor Tim Griffin,216,0,96,6,114
Randolph,East Roanoke,Attorney General,,REP,Lieutenant Governor Tim Griffin,145,0,88,2,55
Randolph,West Roanoke,Attorney General,,REP,Lieutenant Governor Tim Griffin,268,0,151,0,117
Randolph,Running Lake,Attorney General,,REP,Lieutenant Governor Tim Griffin,53,0,15,1,37
Randolph,Shiloh,Attorney General,,REP,Lieutenant Governor Tim Griffin,326,0,245,5,76
Randolph,Siloam,Attorney General,,REP,Lieutenant Governor Tim Griffin,86,1,43,0,42
Randolph,Spring River,Attorney General,,REP,Lieutenant Governor Tim Griffin,89,0,54,0,35
Randolph,Union,Attorney General,,REP,Lieutenant Governor Tim Griffin,30,0,9,1,20
Randolph,Warm Springs,Attorney General,,REP,Lieutenant Governor Tim Griffin,62,0,19,2,41
Randolph,Water Valley,Attorney General,,REP,Lieutenant Governor Tim Griffin,71,0,24,4,43
Randolph,Wiley,Attorney General,,REP,Lieutenant Governor Tim Griffin,14,0,9,0,5
Randolph,Ward One,Attorney General,,REP,Lieutenant Governor Tim Griffin,381,0,281,7,93
Randolph,Ward Two,Attorney General,,REP,Lieutenant Governor Tim Griffin,294,0,237,8,49
Randolph,Ward Three,Attorney General,,REP,Lieutenant Governor Tim Griffin,508,0,434,8,66
Randolph,Demun Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,510,0,389,8,113
Randolph,Baker,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,12,0,1,0,11
Randolph,Bristow,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,31,0,20,0,11
Randolph,Butler,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,25,0,12,0,13
Randolph,Columbia,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,190,0,85,1,104
Randolph,Current River,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,89,1,19,0,69
Randolph,Dalton,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,88,0,26,5,57
Randolph,Elevenpoint,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,81,0,35,1,45
Randolph,Foster,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,223,0,135,3,85
Randolph,Ingram,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,52,0,22,4,26
Randolph,Jackson,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,40,0,16,0,24
Randolph,Janes Creek,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,168,1,54,1,112
Randolph,Little Black,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,150,0,73,3,74
Randolph,O'Kean,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,42,0,5,0,37
Randolph,Reyno,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,103,0,11,1,91
Randolph,Richardson,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,217,0,99,7,111
Randolph,East Roanoke,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,144,0,89,2,53
Randolph,West Roanoke,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,278,0,159,0,119
Randolph,Running Lake,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,55,0,17,1,37
Randolph,Shiloh,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,337,0,255,6,76
Randolph,Siloam,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,80,1,40,0,39
Randolph,Spring River,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,83,0,49,0,34
Randolph,Union,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,33,0,11,1,21
Randolph,Warm Springs,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,65,0,19,2,44
Randolph,Water Valley,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,69,0,24,4,41
Randolph,Wiley,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,14,0,9,0,5
Randolph,Ward One,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,379,0,281,7,91
Randolph,Ward Two,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,293,0,235,8,50
Randolph,Ward Three,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,519,0,443,9,67
Randolph,Demun Rural,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,514,0,391,8,115
Randolph,Baker,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,3,0,2,0,1
Randolph,Bristow,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,7,0,7,0,0
Randolph,Butler,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,0,0,0,0,0
Randolph,Columbia,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,23,0,11,0,12
Randolph,Current River,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,14,0,1,0,13
Randolph,Dalton,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,15,0,8,2,5
Randolph,Elevenpoint,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,24,0,6,0,18
Randolph,Foster,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,40,0,26,3,11
Randolph,Ingram,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,9,0,5,0,4
Randolph,Jackson,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,6,0,3,0,3
Randolph,Janes Creek,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,31,1,10,0,20
Randolph,Little Black,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,23,0,6,2,15
Randolph,O'Kean,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,19,0,5,0,14
Randolph,Reyno,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,18,0,4,0,14
Randolph,Richardson,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,31,0,14,2,15
Randolph,East Roanoke,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,28,0,15,1,12
Randolph,West Roanoke,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,42,0,31,0,11
