county,precinct,office,district,party,candidate,votes,absentee,election_day_paper,election_day,early_vote,early_vote_paper
Stone,Angora Mountain,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Stone,Pleasant Grove,U.S. President,,DEM,Kamala Harris,2,0,0,2,0,0
Stone,Foothills,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Stone,Liberty,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Stone,Northwest,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Stone,Old Lexington,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Stone,Fox,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Stone,Red Doors,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Stone,Ben 01,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Stone,Ben 02,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Stone,Arbanna,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,East Out,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Stone,Ward 1,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,0,1,1,0
Stone,Ward 2,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,0,1,1,0
Stone,Ward 3,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,West Out,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,Dodd Mountain,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,0,1,1,0
Stone,Bethany,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,Northeast,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1,0,0
Stone,Angora Mountain,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,Pleasant Grove,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,Foothills,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,Liberty,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,Northwest,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,Old Lexington,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,Fox,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Stone,Red Doors,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,0,1,0,1
Stone,Ben 01,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,Ben 02,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Stone,Arbanna,U.S. President,,REP,Donald J. Trump,120,0,26,47,47,0
Stone,East Out,U.S. President,,REP,Donald J. Trump,59,0,4,26,26,3
Stone,Ward 1,U.S. President,,REP,Donald J. Trump,193,1,6,70,100,16
Stone,Ward 2,U.S. President,,REP,Donald J. Trump,120,0,6,49,57,8
Stone,Ward 3,U.S. President,,REP,Donald J. Trump,124,1,4,27,89,3
Stone,West Out,U.S. President,,REP,Donald J. Trump,74,0,11,23,37,3
Stone,Dodd Mountain,U.S. President,,REP,Donald J. Trump,176,1,39,65,62,9
Stone,Bethany,U.S. President,,REP,Donald J. Trump,73,2,28,25,17,1
Stone,Northeast,U.S. President,,REP,Donald J. Trump,67,0,6,20,37,4
Stone,Angora Mountain,U.S. President,,REP,Donald J. Trump,8,0,4,1,3,0
Stone,Pleasant Grove,U.S. President,,REP,Donald J. Trump,161,0,19,104,38,0
Stone,Foothills,U.S. President,,REP,Donald J. Trump,265,4,43,88,125,5
Stone,Liberty,U.S. President,,REP,Donald J. Trump,57,1,9,19,24,4
Stone,Northwest,U.S. President,,REP,Donald J. Trump,103,0,45,3,55,0
Stone,Old Lexington,U.S. President,,REP,Donald J. Trump,16,0,3,13,0,0
Stone,Fox,U.S. President,,REP,Donald J. Trump,159,1,15,97,46,0
Stone,Red Doors,U.S. President,,REP,Donald J. Trump,171,3,32,69,63,4
Stone,Ben 01,U.S. President,,REP,Donald J. Trump,52,1,0,45,6,0
Stone,Ben 02,U.S. President,,REP,Donald J. Trump,11,0,3,3,4,1
Stone,Arbanna,U.S. President,,REP,Bill Weld,1,0,0,0,1,0
Stone,East Out,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Stone,Ward 1,U.S. President,,REP,Bill Weld,2,0,0,0,2,0
Stone,Ward 2,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Stone,Ward 3,U.S. President,,REP,Bill Weld,1,0,1,0,0,0
Stone,West Out,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Stone,Dodd Mountain,U.S. President,,REP,Bill Weld,6,0,1,4,1,0
Stone,Bethany,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Stone,Northeast,U.S. President,,REP,Bill Weld,1,0,0,1,0,0
Stone,Angora Mountain,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Stone,Pleasant Grove,U.S. President,,REP,Bill Weld,2,0,1,1,0,0
Stone,Foothills,U.S. President,,REP,Bill Weld,3,0,1,1,0,1
Stone,Liberty,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Stone,Northwest,U.S. President,,REP,Bill Weld,2,0,1,0,1,0
Stone,Old Lexington,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Stone,Fox,U.S. President,,REP,Bill Weld,3,0,0,2,1,0
Stone,Red Doors,U.S. President,,REP,Bill Weld,3,0,0,0,3,0
Stone,Ben 01,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Stone,Ben 02,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Stone,Arbanna,JP Dist 5 DISTRICT 5,,REP,Ronald Clark,58,0,11,21,26,0
Stone,Dodd Mountain,JP Dist 5 DISTRICT 5,,REP,Ronald Clark,117,1,26,46,41,3
Stone,Arbanna,JP Dist 5 DISTRICT 5,,REP,Lori A. Smith,57,0,14,24,19,0
Stone,Dodd Mountain,JP Dist 5 DISTRICT 5,,REP,Lori A. Smith,60,0,11,24,19,6
Stone,Ward 3,Constable Dist 8 DISTRICT 8,,REP,Steven A. Graves,38,0,1,9,27,1
Stone,West Out,Constable Dist 8 DISTRICT 8,,REP,Steven A. Graves,29,0,4,9,14,2
Stone,Ward 3,Constable Dist 8 DISTRICT 8,,REP,Tony Trammell,64,0,2,12,48,2
Stone,West Out,Constable Dist 8 DISTRICT 8,,REP,Tony Trammell,35,0,5,10,19,1
Stone,Arbanna,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,87,0,15,41,31,0
Stone,East Out,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,48,0,4,14,27,3
Stone,Ward 1,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,138,0,7,46,70,15
Stone,Ward 2,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,101,1,8,29,60,3
Stone,Ward 3,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,103,2,11,26,62,2
Stone,West Out,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,65,0,10,21,30,4
Stone,Dodd Mountain,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,130,1,33,40,52,4
Stone,Bethany,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,63,0,18,19,24,2
Stone,Northeast,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,55,1,5,20,26,3
Stone,Angora Mountain,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,13,0,11,0,2,0
Stone,Pleasant Grove,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,143,0,26,89,28,0
Stone,Foothills,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,209,3,36,67,93,10
Stone,Liberty,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,49,0,8,15,23,3
Stone,Northwest,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,72,0,28,2,41,1
Stone,Old Lexington,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,12,0,2,10,0,0
Stone,Fox,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,148,2,14,90,42,0
Stone,Red Doors,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,155,2,28,55,61,9
Stone,Ben 01,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,29,1,0,25,3,0
Stone,Ben 02,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,5,0,2,0,2,1
Stone,Arbanna,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,78,1,20,30,27,0
Stone,East Out,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,37,0,3,12,21,1
Stone,Ward 1,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,139,2,6,47,79,5
Stone,Ward 2,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,80,2,2,30,40,6
Stone,Ward 3,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,100,1,9,24,64,2
Stone,West Out,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,43,0,1,13,27,2
Stone,Dodd Mountain,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,120,0,22,56,33,9
Stone,Bethany,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,53,2,17,19,15,0
Stone,Northeast,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,41,0,4,9,27,1
Stone,Angora Mountain,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,9,0,3,4,2,0
Stone,Pleasant Grove,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,87,0,10,54,23,0
Stone,Foothills,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,151,2,28,49,70,2
Stone,Liberty,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,31,2,5,12,10,2
Stone,Northwest,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,66,1,35,1,26,3
Stone,Old Lexington,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,8,0,1,7,0,0
Stone,Fox,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,87,0,5,59,23,0
Stone,Red Doors,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,135,1,24,57,51,2
Stone,Ben 01,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,25,0,0,20,5,0
Stone,Ben 02,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,7,0,1,3,3,0
Stone,Arbanna,Jail and Law Enforcement Bonds,,,For,81,1,16,30,34,0
Stone,East Out,Jail and Law Enforcement Bonds,,,For,50,0,2,20,27,1
Stone,Ward 1,Jail and Law Enforcement Bonds,,,For,158,2,2,49,96,9
Stone,Ward 2,Jail and Law Enforcement Bonds,,,For,119,2,2,39,71,5
Stone,Ward 3,Jail and Law Enforcement Bonds,,,For,111,2,9,26,72,2
Stone,West Out,Jail and Law Enforcement Bonds,,,For,66,0,9,19,33,5
Stone,Dodd Mountain,Jail and Law Enforcement Bonds,,,For,143,0,19,56,60,8
Stone,Bethany,Jail and Law Enforcement Bonds,,,For,71,0,21,23,25,2
Stone,Northeast,Jail and Law Enforcement Bonds,,,For,55,0,3,16,36,0
Stone,Angora Mountain,Jail and Law Enforcement Bonds,,,For,11,0,8,2,1,0
Stone,Pleasant Grove,Jail and Law Enforcement Bonds,,,For,82,0,6,52,24,0
Stone,Foothills,Jail and Law Enforcement Bonds,,,For,210,2,34,59,112,3
Stone,Liberty,Jail and Law Enforcement Bonds,,,For,37,2,4,14,16,1
Stone,Northwest,Jail and Law Enforcement Bonds,,,For,65,0,31,2,31,1
Stone,Old Lexington,Jail and Law Enforcement Bonds,,,For,12,0,3,9,0,0
Stone,Fox,Jail and Law Enforcement Bonds,,,For,160,1,20,93,45,1
Stone,Red Doors,Jail and Law Enforcement Bonds,,,For,195,2,29,75,84,5
Stone,Ben 01,Jail and Law Enforcement Bonds,,,For,20,0,1,17,2,0
Stone,Ben 02,Jail and Law Enforcement Bonds,,,For,4,0,2,2,0,0
Stone,Arbanna,Jail and Law Enforcement Bonds,,,Against,101,0,21,47,33,0
Stone,East Out,Jail and Law Enforcement Bonds,,,Against,43,0,5,10,25,3
Stone,Ward 1,Jail and Law Enforcement Bonds,,,Against,136,0,12,54,59,11
Stone,Ward 2,Jail and Law Enforcement Bonds,,,Against,79,2,10,24,38,5
Stone,Ward 3,Jail and Law Enforcement Bonds,,,Against,114,1,14,29,65,5
Stone,West Out,Jail and Law Enforcement Bonds,,,Against,53,0,5,21,26,1
Stone,Dodd Mountain,Jail and Law Enforcement Bonds,,,Against,140,1,42,54,36,7
Stone,Bethany,Jail and Law Enforcement Bonds,,,Against,61,2,23,19,16,1
Stone,Northeast,Jail and Law Enforcement Bonds,,,Against,45,1,6,13,21,4
Stone,Angora Mountain,Jail and Law Enforcement Bonds,,,Against,13,0,8,2,3,0
Stone,Pleasant Grove,Jail and Law Enforcement Bonds,,,Against,180,0,32,116,32,0
Stone,Foothills,Jail and Law Enforcement Bonds,,,Against,184,3,38,68,66,9
Stone,Liberty,Jail and Law Enforcement Bonds,,,Against,49,0,10,17,18,4
Stone,Northwest,Jail and Law Enforcement Bonds,,,Against,78,1,36,1,37,3
Stone,Old Lexington,Jail and Law Enforcement Bonds,,,Against,8,0,0,8,0,0
Stone,Fox,Jail and Law Enforcement Bonds,,,Against,106,1,7,69,29,0
Stone,Red Doors,Jail and Law Enforcement Bonds,,,Against,137,1,31,52,45,8
Stone,Ben 01,Jail and Law Enforcement Bonds,,,Against,38,1,0,31,6,0
Stone,Ben 02,Jail and Law Enforcement Bonds,,,Against,9,0,2,1,5,1
Stone,Arbanna,Tax For Jail and Law Enforcement,,,For,80,1,16,29,34,0
Stone,East Out,Tax For Jail and Law Enforcement,,,For,49,0,0,20,28,1
Stone,Ward 1,Tax For Jail and Law Enforcement,,,For,154,2,2,46,95,9
Stone,Ward 2,Tax For Jail and Law Enforcement,,,For,114,2,1,38,68,5
Stone,Ward 3,Tax For Jail and Law Enforcement,,,For,105,2,5,24,71,3
Stone,West Out,Tax For Jail and Law Enforcement,,,For,65,0,9,19,32,5
Stone,Dodd Mountain,Tax For Jail and Law Enforcement,,,For,138,0,19,55,55,9
Stone,Bethany,Tax For Jail and Law Enforcement,,,For,67,0,19,22,24,2
Stone,Northeast,Tax For Jail and Law Enforcement,,,For,52,0,3,14,35,0
Stone,Angora Mountain,Tax For Jail and Law Enforcement,,,For,12,0,8,3,1,0
Stone,Pleasant Grove,Tax For Jail and Law Enforcement,,,For,75,0,7,45,23,0
Stone,Foothills,Tax For Jail and Law Enforcement,,,For,204,2,31,55,113,3
Stone,Liberty,Tax For Jail and Law Enforcement,,,For,39,2,4,14,18,1
Stone,Northwest,Tax For Jail and Law Enforcement,,,For,60,0,30,2,26,2
Stone,Old Lexington,Tax For Jail and Law Enforcement,,,For,10,0,3,7,0,0
Stone,Fox,Tax For Jail and Law Enforcement,,,For,151,1,17,88,45,0
Stone,Red Doors,Tax For Jail and Law Enforcement,,,For,189,2,28,70,84,5
Stone,Ben 01,Tax For Jail and Law Enforcement,,,For,19,0,0,18,1,0
Stone,Ben 02,Tax For Jail and Law Enforcement,,,For,3,0,2,1,0,0
Stone,Arbanna,Tax For Jail and Law Enforcement,,,Against,102,0,21,48,33,0
Stone,East Out,Tax For Jail and Law Enforcement,,,Against,44,0,7,10,24,3
Stone,Ward 1,Tax For Jail and Law Enforcement,,,Against,141,0,12,58,60,11
Stone,Ward 2,Tax For Jail and Law Enforcement,,,Against,86,2,11,27,41,5
Stone,Ward 3,Tax For Jail and Law Enforcement,,,Against,123,1,18,32,67,5
Stone,West Out,Tax For Jail and Law Enforcement,,,Against,56,0,6,21,28,1
Stone,Dodd Mountain,Tax For Jail and Law Enforcement,,,Against,146,1,42,55,40,8
Stone,Bethany,Tax For Jail and Law Enforcement,,,Against,63,2,24,19,17,1
Stone,Northeast,Tax For Jail and Law Enforcement,,,Against,49,1,6,15,22,5
Stone,Angora Mountain,Tax For Jail and Law Enforcement,,,Against,12,0,8,1,3,0
Stone,Pleasant Grove,Tax For Jail and Law Enforcement,,,Against,187,0,32,122,33,0
Stone,Foothills,Tax For Jail and Law Enforcement,,,Against,192,3,42,72,66,9
Stone,Liberty,Tax For Jail and Law Enforcement,,,Against,48,0,11,17,16,4
Stone,Northwest,Tax For Jail and Law Enforcement,,,Against,84,1,39,1,41,2
Stone,Old Lexington,Tax For Jail and Law Enforcement,,,Against,10,0,0,10,0,0
Stone,Fox,Tax For Jail and Law Enforcement,,,Against,114,1,10,73,30,0
Stone,Red Doors,Tax For Jail and Law Enforcement,,,Against,142,1,32,57,44,8
Stone,Ben 01,Tax For Jail and Law Enforcement,,,Against,38,1,0,30,7,0
Stone,Ben 02,Tax For Jail and Law Enforcement,,,Against,10,0,2,2,5,1
