county,precinct,office,district,party,candidate,votes,absentee,early_vote_north,election_day,early_vote_south,provisional
Arkansas,DEWITT WARD 3,U.S. President,,DEM,Elizabeth Warren,5,0,0,2,3,0
Arkansas,STUTTGART WARD 1,U.S. President,,DEM,Elizabeth Warren,5,0,3,2,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,DEM,Elizabeth Warren,15,0,8,7,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,DEM,Elizabeth Warren,21,0,9,12,0,0
Arkansas,MCFALL,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,KEATON,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,MILL BAYOU,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,ALMYRA,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,PRAIRIE,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,ST. CHARLES,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,CHESTER,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,ARKANSAS,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,STANLEY,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,PT DELUCE,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,BAYOU METO,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,MORRIS,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,GUM POND,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,BARTON,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,HENTON,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,BREWER,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,GARLAND,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,DEWITT WARD 1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,DEWITT WARD 2,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,DEWITT WARD 3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,STUTTGART WARD 1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Arkansas,MCFALL,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,KEATON,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,MILL BAYOU,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,ALMYRA,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,PRAIRIE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,ST. CHARLES,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,CHESTER,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,ARKANSAS,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,STANLEY,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,PT DELUCE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,BAYOU METO,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,MORRIS,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,GUM POND,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,BARTON,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,HENTON,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,BREWER,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,GARLAND,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,DEWITT WARD 1,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,DEWITT WARD 2,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,DEWITT WARD 3,U.S. President,,DEM,Julian Castro,1,0,0,0,1,0
Arkansas,STUTTGART WARD 1,U.S. President,,DEM,Julian Castro,1,0,1,0,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Arkansas,MCFALL,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,KEATON,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,MILL BAYOU,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,ALMYRA,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,PRAIRIE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,ST. CHARLES,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,CHESTER,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,ARKANSAS,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,STANLEY,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,PT DELUCE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,BAYOU METO,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,MORRIS,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,GUM POND,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,BARTON,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,HENTON,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,BREWER,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,GARLAND,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,DEWITT WARD 1,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,DEWITT WARD 2,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,DEWITT WARD 3,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,STUTTGART WARD 1,U.S. President,,DEM,Kamala Harris,1,0,0,1,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Arkansas,MCFALL,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,KEATON,U.S. President,,DEM,Steve Bullock,1,0,0,0,1,0
Arkansas,MILL BAYOU,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,ALMYRA,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,PRAIRIE,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,ST. CHARLES,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,CHESTER,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,ARKANSAS,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,STANLEY,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,PT DELUCE,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,BAYOU METO,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,MORRIS,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,GUM POND,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,BARTON,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,HENTON,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,BREWER,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,GARLAND,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,DEWITT WARD 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,DEWITT WARD 2,U.S. President,,DEM,Steve Bullock,1,0,0,0,1,0
Arkansas,DEWITT WARD 3,U.S. President,,DEM,Steve Bullock,1,0,0,0,1,0
Arkansas,STUTTGART WARD 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Arkansas,MCFALL,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,KEATON,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,MILL BAYOU,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,ALMYRA,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,PRAIRIE,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,ST. CHARLES,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,CHESTER,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,ARKANSAS,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,STANLEY,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,PT DELUCE,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,BAYOU METO,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,MORRIS,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,GUM POND,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,BARTON,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,HENTON,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,BREWER,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,GARLAND,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President,,DEM,Michael Bennet,1,0,0,1,0,0
Arkansas,HUMPHREY WARD 3,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,DEWITT WARD 1,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,DEWITT WARD 2,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,DEWITT WARD 3,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,STUTTGART WARD 1,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Arkansas,MCFALL,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,KEATON,U.S. President,,DEM,Tulsi Gabbard,1,0,1,0,0,0
Arkansas,MILL BAYOU,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,ALMYRA,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,PRAIRIE,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,ST. CHARLES,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,CHESTER,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,ARKANSAS,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,STANLEY,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President,,DEM,Tulsi Gabbard,1,0,0,1,0,0
Arkansas,GILLETT WARD 2,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,PT DELUCE,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,BAYOU METO,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,MORRIS,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,GUM POND,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,BARTON,U.S. President,,DEM,Tulsi Gabbard,1,0,1,0,0,0
Arkansas,HENTON,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,BREWER,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,GARLAND,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,DEWITT WARD 1,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,DEWITT WARD 2,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,DEWITT WARD 3,U.S. President,,DEM,Tulsi Gabbard,1,0,0,1,0,0
Arkansas,STUTTGART WARD 1,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,DEM,Tulsi Gabbard,2,0,0,2,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,DEM,Tulsi Gabbard,4,0,3,1,0,0
Arkansas,MCFALL,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,KEATON,U.S. President,,DEM,Bernie Sanders,6,0,3,2,1,0
Arkansas,MILL BAYOU,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,ALMYRA,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,PRAIRIE,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. President,,DEM,Bernie Sanders,8,0,0,3,5,0
Arkansas,ST. CHARLES,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Arkansas,CHESTER,U.S. President,,DEM,Bernie Sanders,1,0,0,0,1,0
Arkansas,ARKANSAS,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,STANLEY,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President,,DEM,Bernie Sanders,7,0,0,7,0,0
Arkansas,GILLETT WARD 2,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Arkansas,GILLETT WARD 3,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Arkansas,PT DELUCE,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,BAYOU METO,U.S. President,,DEM,Bernie Sanders,1,0,0,0,1,0
Arkansas,MORRIS,U.S. President,,DEM,Bernie Sanders,3,0,1,2,0,0
Arkansas,GUM POND,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,BARTON,U.S. President,,DEM,Bernie Sanders,4,0,3,1,0,0
Arkansas,HENTON,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Arkansas,BREWER,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,GARLAND,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Arkansas,HUMPHREY WARD 3,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Arkansas,DEWITT WARD 1,U.S. President,,DEM,Bernie Sanders,5,0,0,4,1,0
Arkansas,DEWITT WARD 2,U.S. President,,DEM,Bernie Sanders,5,0,0,5,0,0
Arkansas,DEWITT WARD 3,U.S. President,,DEM,Bernie Sanders,5,0,0,2,3,0
Arkansas,STUTTGART WARD 1,U.S. President,,DEM,Bernie Sanders,23,0,14,9,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,DEM,Bernie Sanders,16,0,5,11,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,DEM,Bernie Sanders,35,0,12,23,0,0
Arkansas,MCFALL,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,KEATON,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,MILL BAYOU,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,ALMYRA,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,PRAIRIE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,ST. CHARLES,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,CHESTER,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,ARKANSAS,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,STANLEY,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,PT DELUCE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,BAYOU METO,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,MORRIS,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,GUM POND,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,BARTON,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,HENTON,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,BREWER,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,GARLAND,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,DEWITT WARD 1,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,DEWITT WARD 2,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,DEWITT WARD 3,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,STUTTGART WARD 1,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Arkansas,LAGRUE,State Senate District 25,,DEM,Senator Stephanie Flowers,2,0,0,1,1,0
Arkansas,CHESTER,State Senate District 25,,DEM,Senator Stephanie Flowers,3,0,0,1,2,0
Arkansas,ARKANSAS,State Senate District 25,,DEM,Senator Stephanie Flowers,9,1,0,4,4,0
Arkansas,STANLEY,State Senate District 25,,DEM,Senator Stephanie Flowers,4,0,0,4,0,0
Arkansas,GILLETT WARD 1,State Senate District 25,,DEM,Senator Stephanie Flowers,14,1,0,13,0,0
Arkansas,GILLETT WARD 2,State Senate District 25,,DEM,Senator Stephanie Flowers,18,1,0,11,6,0
Arkansas,GILLETT WARD 3,State Senate District 25,,DEM,Senator Stephanie Flowers,16,0,0,14,2,0
Arkansas,PT DELUCE,State Senate District 25,,DEM,Senator Stephanie Flowers,6,2,0,2,2,0
Arkansas,BAYOU METO,State Senate District 25,,DEM,Senator Stephanie Flowers,5,0,2,2,1,0
Arkansas,BARTON,State Senate District 25,,DEM,Senator Stephanie Flowers,3,0,1,2,0,0
Arkansas,HENTON,State Senate District 25,,DEM,Senator Stephanie Flowers,10,0,2,7,1,0
Arkansas,BREWER,State Senate District 25,,DEM,Senator Stephanie Flowers,1,0,0,1,0,0
Arkansas,HUMPHREY WARD 1,State Senate District 25,,DEM,Senator Stephanie Flowers,13,0,0,13,0,0
Arkansas,HUMPHREY WARD 3,State Senate District 25,,DEM,Senator Stephanie Flowers,4,0,0,4,0,0
Arkansas,LAGRUE,State Senate District 25,,DEM,Efrem Elliott,0,0,0,0,0,0
Arkansas,CHESTER,State Senate District 25,,DEM,Efrem Elliott,0,0,0,0,0,0
Arkansas,ARKANSAS,State Senate District 25,,DEM,Efrem Elliott,0,0,0,0,0,0
Arkansas,STANLEY,State Senate District 25,,DEM,Efrem Elliott,1,0,0,1,0,0
Arkansas,GILLETT WARD 1,State Senate District 25,,DEM,Efrem Elliott,3,0,0,3,0,0
Arkansas,GILLETT WARD 2,State Senate District 25,,DEM,Efrem Elliott,3,0,0,1,2,0
Arkansas,GILLETT WARD 3,State Senate District 25,,DEM,Efrem Elliott,4,0,0,2,2,0
Arkansas,PT DELUCE,State Senate District 25,,DEM,Efrem Elliott,0,0,0,0,0,0
Arkansas,BAYOU METO,State Senate District 25,,DEM,Efrem Elliott,0,0,0,0,0,0
Arkansas,BARTON,State Senate District 25,,DEM,Efrem Elliott,6,0,5,1,0,0
Arkansas,HENTON,State Senate District 25,,DEM,Efrem Elliott,2,0,0,2,0,0
Arkansas,BREWER,State Senate District 25,,DEM,Efrem Elliott,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,State Senate District 25,,DEM,Efrem Elliott,1,0,0,1,0,0
Arkansas,HUMPHREY WARD 3,State Senate District 25,,DEM,Efrem Elliott,0,0,0,0,0,0
Arkansas,MCFALL,U.S. President,,REP,Donald J. Trump,8,0,4,3,1,0
Arkansas,CROCKETT,U.S. President,,REP,Donald J. Trump,8,0,0,5,3,0
Arkansas,KEATON,U.S. President,,REP,Donald J. Trump,49,0,11,22,16,0
Arkansas,MILL BAYOU,U.S. President,,REP,Donald J. Trump,17,0,2,14,1,0
Arkansas,ALMYRA,U.S. President,,REP,Donald J. Trump,25,0,2,23,0,0
Arkansas,PRAIRIE,U.S. President,,REP,Donald J. Trump,51,0,0,26,25,0
Arkansas,LAGRUE,U.S. President,,REP,Donald J. Trump,131,0,1,71,59,0
Arkansas,ST. CHARLES,U.S. President,,REP,Donald J. Trump,34,0,0,31,3,0
Arkansas,CHESTER,U.S. President,,REP,Donald J. Trump,23,0,0,14,9,0
Arkansas,ARKANSAS,U.S. President,,REP,Donald J. Trump,10,0,0,6,4,0
Arkansas,STANLEY,U.S. President,,REP,Donald J. Trump,2,0,0,2,0,0
Arkansas,GILLETT WARD 1,U.S. President,,REP,Donald J. Trump,16,0,0,14,2,0
Arkansas,GILLETT WARD 2,U.S. President,,REP,Donald J. Trump,33,0,0,29,4,0
Arkansas,GILLETT WARD 3,U.S. President,,REP,Donald J. Trump,11,0,0,11,0,0
Arkansas,PT DELUCE,U.S. President,,REP,Donald J. Trump,25,0,0,11,14,0
Arkansas,BAYOU METO,U.S. President,,REP,Donald J. Trump,16,0,0,10,6,0
Arkansas,MORRIS,U.S. President,,REP,Donald J. Trump,23,0,5,18,0,0
Arkansas,GUM POND,U.S. President,,REP,Donald J. Trump,24,0,10,14,0,0
Arkansas,BARTON,U.S. President,,REP,Donald J. Trump,13,0,2,10,1,0
Arkansas,HENTON,U.S. President,,REP,Donald J. Trump,14,0,4,10,0,0
Arkansas,BREWER,U.S. President,,REP,Donald J. Trump,3,0,0,3,0,0
Arkansas,GARLAND,U.S. President,,REP,Donald J. Trump,21,1,5,12,3,0
Arkansas,HUMPHREY WARD 1,U.S. President,,REP,Donald J. Trump,2,0,0,1,1,0
Arkansas,HUMPHREY WARD 3,U.S. President,,REP,Donald J. Trump,3,0,1,2,0,0
Arkansas,DEWITT WARD 1,U.S. President,,REP,Donald J. Trump,14,0,0,6,8,0
Arkansas,DEWITT WARD 2,U.S. President,,REP,Donald J. Trump,61,1,4,23,32,1
Arkansas,DEWITT WARD 3,U.S. President,,REP,Donald J. Trump,110,0,0,58,52,0
Arkansas,STUTTGART WARD 1,U.S. President,,REP,Donald J. Trump,46,0,25,21,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,REP,Donald J. Trump,155,2,56,95,2,0
