county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,election_day_ivo_machine,provisional,early_vote
Pulaski,79,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,89,76,4,0,0,9
Pulaski,80,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,154,126,1,0,0,27
Pulaski,81,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,64,50,0,0,0,14
Pulaski,82,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,85,68,0,0,0,17
Pulaski,83,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,121,78,3,0,0,40
Pulaski,84,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,0,0,0,0,0,0
Pulaski,85,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,0,0,0,0,0,0
Pulaski,86,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,15,6,6,0,1,2
Pulaski,87,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,135,111,6,0,0,18
Pulaski,88,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,160,130,12,0,0,18
Pulaski,89,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,99,85,2,0,0,12
Pulaski,90,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,140,111,4,0,0,25
Pulaski,91,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,114,93,3,0,0,18
Pulaski,92,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,96,81,1,0,0,14
Pulaski,93,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,149,122,3,0,0,24
Pulaski,94,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,144,123,3,0,0,18
Pulaski,95,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,203,157,17,1,0,28
Pulaski,96,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,77,62,2,0,0,13
Pulaski,97,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,103,85,4,0,0,14
Pulaski,98,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,15,7,0,0,0,8
Pulaski,99,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,77,62,5,0,0,10
Pulaski,100,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,32,21,1,0,0,10
Pulaski,101,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,100,84,0,0,0,16
Pulaski,102,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,86,61,1,0,0,24
Pulaski,103,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,99,65,2,0,2,30
Pulaski,104,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,87,64,1,0,0,22
Pulaski,105,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,14,9,1,0,0,4
Pulaski,106,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,120,90,4,0,0,26
Pulaski,107,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,116,95,3,0,0,18
Pulaski,108,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,106,73,8,0,0,25
Pulaski,109,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,220,168,7,0,0,45
Pulaski,110,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,36,24,1,0,0,11
Pulaski,111,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,193,148,10,0,0,35
Pulaski,112,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,34,24,0,0,0,10
Pulaski,113,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,44,31,1,0,0,12
Pulaski,114,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,8,4,0,0,0,4
Pulaski,115,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,5,2,0,0,0,3
Pulaski,121,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,50,43,3,0,0,4
Pulaski,122,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,7,2,1,0,0,4
Pulaski,123,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,54,40,1,0,0,13
Pulaski,125,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,12,11,0,0,0,1
Pulaski,126,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,66,57,1,0,0,8
Pulaski,127,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Patti James,114,98,3,0,0,13
Pulaski,1,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,43,27,0,0,0,16
Pulaski,2,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,42,23,1,0,0,18
Pulaski,3,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,6,4,0,0,0,2
Pulaski,4,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,118,77,0,0,0,41
Pulaski,5,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,74,54,1,0,0,19
Pulaski,6,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,5,5,0,0,0,0
Pulaski,7,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,10,5,0,0,0,5
Pulaski,8,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,22,19,0,0,0,3
Pulaski,9,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,27,17,0,0,0,10
Pulaski,10,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,55,38,0,0,0,17
Pulaski,11,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,8,5,1,0,0,2
Pulaski,12,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,10,8,0,0,0,2
Pulaski,13,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,29,15,0,0,0,14
Pulaski,14,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,139,100,0,0,0,39
Pulaski,15,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,84,65,2,0,0,17
Pulaski,17,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,16,10,0,0,0,6
Pulaski,18,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,71,58,0,0,0,13
Pulaski,19,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,31,24,0,0,0,7
Pulaski,20,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,64,44,0,0,0,20
Pulaski,21,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,32,21,1,0,0,10
Pulaski,22,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,85,62,0,0,0,23
Pulaski,23,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,139,105,0,0,0,34
Pulaski,24,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,70,48,0,0,0,22
Pulaski,25,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,39,34,0,0,0,5
Pulaski,26,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,13,11,0,0,0,2
Pulaski,27,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,46,37,0,0,1,8
Pulaski,28,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,41,31,0,0,0,10
Pulaski,29,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,1,0,1,0,0,0
Pulaski,30,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,1,1,0,0,0,0
Pulaski,31,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,32,16,0,0,0,16
Pulaski,32,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,107,71,0,0,0,36
Pulaski,33,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,52,31,0,0,0,21
Pulaski,34,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,50,38,0,0,0,12
Pulaski,35,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,59,45,0,0,0,14
Pulaski,36,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,30,20,0,0,0,10
Pulaski,37,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,102,80,3,0,0,19
Pulaski,38,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,56,46,0,0,0,10
Pulaski,39,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,112,85,1,0,0,26
Pulaski,40,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,45,34,1,0,0,10
Pulaski,41,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,62,42,0,0,0,20
Pulaski,42,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,63,50,0,0,0,13
Pulaski,43,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,31,24,0,0,0,7
Pulaski,44,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,109,82,2,0,0,25
Pulaski,45,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,101,60,0,0,0,41
Pulaski,46,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,57,24,1,0,0,32
Pulaski,47,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,0,0,0,0,0,0
Pulaski,48,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,3,3,0,0,0,0
Pulaski,49,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,77,58,0,0,0,19
Pulaski,50,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,83,67,1,0,0,15
Pulaski,51,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,26,16,0,0,0,10
Pulaski,52,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,0,0,0,0,0,0
Pulaski,56,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,13,8,0,0,0,5
Pulaski,57,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,9,9,0,0,0,0
Pulaski,58,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,30,22,0,0,0,8
Pulaski,59,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,32,27,0,0,0,5
Pulaski,60,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,88,55,2,0,0,31
Pulaski,61,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,17,11,2,0,0,4
Pulaski,62,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,17,15,0,0,0,2
Pulaski,63,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,13,10,0,0,0,3
Pulaski,64,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,95,71,0,0,0,24
Pulaski,65,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,35,24,1,0,0,10
Pulaski,66,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,60,48,1,0,0,11
Pulaski,67,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,74,58,0,0,0,16
Pulaski,68,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,25,20,0,0,0,5
Pulaski,69,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,47,34,0,0,0,13
Pulaski,70,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,23,12,0,0,0,11
Pulaski,71,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,86,71,1,0,0,14
Pulaski,72,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,32,20,0,0,0,12
Pulaski,73,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,106,63,1,0,0,42
Pulaski,74,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,43,34,0,0,0,9
Pulaski,75,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,58,41,1,0,0,16
Pulaski,76,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,70,47,3,0,0,20
Pulaski,77,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,105,70,1,0,0,34
Pulaski,78,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,39,31,0,0,0,8
Pulaski,79,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,111,84,0,0,0,27
Pulaski,80,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,291,224,4,0,0,63
Pulaski,81,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,29,22,0,0,0,7
Pulaski,82,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,96,70,1,0,0,25
Pulaski,83,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,220,159,1,0,0,60
Pulaski,84,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,0,0,0,0,0,0
Pulaski,85,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,2,2,0,0,0,0
Pulaski,86,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,3,3,0,0,0,0
Pulaski,87,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,45,38,0,0,0,7
Pulaski,88,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,62,44,3,0,0,15
Pulaski,89,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,68,55,1,0,0,12
Pulaski,90,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,55,46,0,0,0,9
Pulaski,91,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,86,77,1,0,0,8
Pulaski,92,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,51,33,0,0,0,18
Pulaski,93,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,78,64,0,0,0,14
Pulaski,94,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,65,49,1,0,0,15
Pulaski,95,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,81,72,0,0,0,9
Pulaski,96,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,59,47,0,0,0,12
Pulaski,97,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,72,56,0,0,0,16
Pulaski,98,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,25,9,1,0,0,15
Pulaski,99,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,80,56,4,0,0,20
Pulaski,100,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,56,42,0,0,0,14
Pulaski,101,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,118,101,0,0,0,17
Pulaski,102,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,90,71,3,0,0,16
Pulaski,103,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,162,99,2,0,0,61
Pulaski,104,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,214,170,0,0,0,44
Pulaski,105,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,20,13,0,0,0,7
Pulaski,106,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,57,38,1,0,0,18
Pulaski,107,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,53,40,2,0,0,11
Pulaski,108,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,49,32,0,0,0,17
Pulaski,109,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,169,123,2,0,0,44
Pulaski,110,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,26,18,0,0,0,8
Pulaski,111,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,111,85,2,0,0,24
Pulaski,112,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,41,32,1,0,0,8
Pulaski,113,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,22,18,0,0,0,4
Pulaski,114,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,2,1,0,0,0,1
Pulaski,115,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,4,2,0,0,0,2
Pulaski,121,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,65,55,0,0,0,10
Pulaski,122,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,10,7,0,0,0,3
Pulaski,123,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,52,45,1,0,0,6
Pulaski,125,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,10,6,0,0,0,4
Pulaski,126,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,15,11,1,0,0,3
Pulaski,127,Circuit Judge,"6, Division 11, Subdistrict 6.2",,Tjuana Byrd,40,32,0,0,0,8
Pulaski,1,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,65,46,0,0,0,19
Pulaski,2,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,67,39,1,0,0,27
Pulaski,3,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,17,13,1,0,0,3
Pulaski,4,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,251,146,0,0,0,105
Pulaski,5,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,160,118,1,0,0,41
Pulaski,6,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,23,15,0,0,0,8
Pulaski,7,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,40,32,2,0,0,6
Pulaski,8,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,27,18,1,0,0,8
Pulaski,9,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,43,29,0,0,0,14
Pulaski,10,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,83,51,4,0,0,28
Pulaski,11,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,21,18,0,0,0,3
Pulaski,12,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,45,42,0,0,0,3
Pulaski,13,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,59,51,0,0,0,8
Pulaski,14,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,167,126,4,0,0,37
Pulaski,15,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,49,35,2,0,0,12
Pulaski,17,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,42,27,0,0,0,15
Pulaski,18,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,127,100,1,0,0,26
Pulaski,19,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,27,20,0,0,0,7
Pulaski,20,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,165,130,0,0,0,35
Pulaski,21,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,79,59,0,0,0,20
Pulaski,22,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,127,103,0,0,0,24
Pulaski,23,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,181,137,3,0,0,41
Pulaski,24,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,98,79,1,0,0,18
Pulaski,25,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,53,41,1,0,0,11
Pulaski,26,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,89,78,5,0,0,6
Pulaski,27,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,114,89,0,0,0,25
Pulaski,28,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,98,82,0,0,0,16
Pulaski,29,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,2,2,0,0,0,0
Pulaski,30,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,2,0,1,0,0,1
Pulaski,31,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,75,63,0,0,0,12
Pulaski,32,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,100,79,0,0,0,21
Pulaski,33,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,80,48,1,0,0,31
Pulaski,34,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,64,52,0,0,0,12
Pulaski,35,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,118,86,0,0,0,32
Pulaski,36,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,47,38,0,0,0,9
Pulaski,37,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,99,77,1,0,0,21
Pulaski,38,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,25,21,0,0,0,4
Pulaski,39,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,102,77,0,0,0,25
Pulaski,40,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,84,66,0,0,0,18
Pulaski,41,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,108,78,0,0,0,30
Pulaski,42,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,100,72,0,0,0,28
Pulaski,43,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,32,21,0,0,0,11
Pulaski,44,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,115,95,4,0,0,16
Pulaski,45,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,27,17,0,0,0,10
Pulaski,46,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,36,24,0,0,0,12
Pulaski,47,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,2,2,0,0,0,0
Pulaski,48,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,1,0,0,0,0,1
Pulaski,49,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,142,117,1,0,0,24
Pulaski,50,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,156,113,2,0,1,40
Pulaski,51,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,82,62,1,0,0,19
Pulaski,52,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,1,1,0,0,0,0
Pulaski,56,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,60,49,0,0,0,11
Pulaski,57,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,71,67,1,0,0,3
Pulaski,58,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,75,66,1,0,0,8
Pulaski,59,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,49,47,0,0,0,2
Pulaski,60,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,196,122,6,0,0,68
Pulaski,61,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,72,63,0,0,0,9
Pulaski,62,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,70,68,0,0,0,2
Pulaski,63,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,50,36,2,0,0,12
Pulaski,64,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,208,144,3,0,0,61
Pulaski,65,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,37,33,1,0,0,3
Pulaski,66,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,83,61,0,0,0,22
Pulaski,67,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,84,70,3,0,0,11
Pulaski,68,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,68,46,0,0,0,22
Pulaski,69,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,163,136,1,0,0,26
Pulaski,70,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,91,73,4,0,0,14
Pulaski,71,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,173,136,4,0,0,33
Pulaski,72,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,35,24,2,0,0,9
Pulaski,73,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,159,107,11,0,0,41
Pulaski,74,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,61,49,2,0,0,10
Pulaski,75,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,66,61,1,0,0,4
Pulaski,76,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,54,43,1,0,0,10
Pulaski,77,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,139,98,1,0,1,39
Pulaski,78,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,32,27,0,0,0,5
Pulaski,79,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,55,46,3,0,0,6
Pulaski,80,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,104,89,0,0,0,15
Pulaski,81,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,53,38,1,0,0,14
Pulaski,82,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,70,53,0,0,0,17
Pulaski,83,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,60,50,1,0,0,9
Pulaski,84,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,0,0,0,0,0,0
Pulaski,85,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,0,0,0,0,0,0
Pulaski,86,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,13,4,3,0,0,6
Pulaski,87,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,93,79,5,0,0,9
Pulaski,88,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,179,157,2,0,0,20
Pulaski,89,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,111,93,1,0,0,17
Pulaski,90,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,188,154,0,0,0,34
Pulaski,91,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,177,153,3,0,0,21
Pulaski,92,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,123,109,0,0,0,14
Pulaski,93,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,160,140,2,0,0,18
Pulaski,94,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,158,138,3,0,0,17
Pulaski,95,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,220,170,10,0,0,40
Pulaski,96,Circuit Judge,"6, Division 11, Subdistrict 6.2",,John Hout,95,84,4,0,0,7
