county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,election_day_ivo_machine,provisional,early_vote
Pulaski,37,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,56,37,1,0,0,18
Pulaski,38,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,18,14,0,0,0,4
Pulaski,39,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,72,57,1,0,0,14
Pulaski,40,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,37,27,0,0,0,10
Pulaski,41,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,66,41,0,0,0,25
Pulaski,42,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,56,38,0,0,0,18
Pulaski,43,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,18,10,0,0,0,8
Pulaski,44,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,59,47,2,0,0,10
Pulaski,45,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,16,13,0,0,0,3
Pulaski,46,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,16,10,0,0,0,6
Pulaski,47,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,3,3,0,0,0,0
Pulaski,48,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,4,4,0,0,0,0
Pulaski,49,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,86,68,0,0,0,18
Pulaski,50,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,54,38,2,0,0,14
Pulaski,51,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,20,18,0,0,0,2
Pulaski,52,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,4,1,1,0,0,2
Pulaski,53,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,8,6,1,0,0,1
Pulaski,54,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,16,13,0,0,0,3
Pulaski,55,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,16,13,0,0,0,3
Pulaski,1,Republican Unopposed Candidates,,REP,Unopposed Candidates,112,77,0,0,0,35
Pulaski,2,Republican Unopposed Candidates,,REP,Unopposed Candidates,122,85,0,0,0,37
Pulaski,3,Republican Unopposed Candidates,,REP,Unopposed Candidates,42,35,1,0,0,6
Pulaski,4,Republican Unopposed Candidates,,REP,Unopposed Candidates,411,270,0,0,0,141
Pulaski,5,Republican Unopposed Candidates,,REP,Unopposed Candidates,301,205,3,0,0,93
Pulaski,6,Republican Unopposed Candidates,,REP,Unopposed Candidates,47,28,1,0,0,18
Pulaski,7,Republican Unopposed Candidates,,REP,Unopposed Candidates,46,37,1,0,0,8
Pulaski,8,Republican Unopposed Candidates,,REP,Unopposed Candidates,38,29,0,0,0,9
Pulaski,9,Republican Unopposed Candidates,,REP,Unopposed Candidates,47,38,2,0,0,7
Pulaski,10,Republican Unopposed Candidates,,REP,Unopposed Candidates,57,46,5,0,0,6
Pulaski,11,Republican Unopposed Candidates,,REP,Unopposed Candidates,31,27,1,0,0,3
Pulaski,12,Republican Unopposed Candidates,,REP,Unopposed Candidates,51,48,0,0,0,3
Pulaski,13,Republican Unopposed Candidates,,REP,Unopposed Candidates,97,71,2,0,0,24
Pulaski,14,Republican Unopposed Candidates,,REP,Unopposed Candidates,157,116,1,0,0,40
Pulaski,15,Republican Unopposed Candidates,,REP,Unopposed Candidates,43,25,4,0,0,14
Pulaski,16,Republican Unopposed Candidates,,REP,Unopposed Candidates,10,7,0,0,0,3
Pulaski,17,Republican Unopposed Candidates,,REP,Unopposed Candidates,47,31,0,0,0,16
Pulaski,18,Republican Unopposed Candidates,,REP,Unopposed Candidates,87,72,1,0,0,14
Pulaski,19,Republican Unopposed Candidates,,REP,Unopposed Candidates,26,21,0,0,0,5
Pulaski,20,Republican Unopposed Candidates,,REP,Unopposed Candidates,148,111,5,0,0,32
Pulaski,21,Republican Unopposed Candidates,,REP,Unopposed Candidates,86,70,2,0,0,14
Pulaski,22,Republican Unopposed Candidates,,REP,Unopposed Candidates,131,110,1,0,0,20
Pulaski,23,Republican Unopposed Candidates,,REP,Unopposed Candidates,251,194,2,0,0,55
Pulaski,24,Republican Unopposed Candidates,,REP,Unopposed Candidates,109,85,4,0,0,20
Pulaski,25,Republican Unopposed Candidates,,REP,Unopposed Candidates,72,62,0,0,0,10
Pulaski,26,Republican Unopposed Candidates,,REP,Unopposed Candidates,138,122,4,0,0,12
Pulaski,27,Republican Unopposed Candidates,,REP,Unopposed Candidates,218,174,1,0,0,43
Pulaski,28,Republican Unopposed Candidates,,REP,Unopposed Candidates,144,122,2,0,0,20
Pulaski,29,Republican Unopposed Candidates,,REP,Unopposed Candidates,2,2,0,0,0,0
Pulaski,30,Republican Unopposed Candidates,,REP,Unopposed Candidates,2,0,1,0,0,1
Pulaski,31,Republican Unopposed Candidates,,REP,Unopposed Candidates,130,106,0,0,0,24
Pulaski,32,Republican Unopposed Candidates,,REP,Unopposed Candidates,142,112,1,0,0,29
Pulaski,33,Republican Unopposed Candidates,,REP,Unopposed Candidates,113,70,1,0,0,42
Pulaski,34,Republican Unopposed Candidates,,REP,Unopposed Candidates,87,75,0,0,0,12
Pulaski,35,Republican Unopposed Candidates,,REP,Unopposed Candidates,210,161,0,0,0,49
Pulaski,36,Republican Unopposed Candidates,,REP,Unopposed Candidates,71,51,0,0,0,20
Pulaski,37,Republican Unopposed Candidates,,REP,Unopposed Candidates,109,82,4,0,0,23
Pulaski,38,Republican Unopposed Candidates,,REP,Unopposed Candidates,44,38,1,0,0,5
Pulaski,39,Republican Unopposed Candidates,,REP,Unopposed Candidates,186,151,1,0,0,34
Pulaski,40,Republican Unopposed Candidates,,REP,Unopposed Candidates,130,94,4,0,0,32
Pulaski,41,Republican Unopposed Candidates,,REP,Unopposed Candidates,192,131,4,0,0,57
Pulaski,42,Republican Unopposed Candidates,,REP,Unopposed Candidates,185,144,0,0,0,41
Pulaski,43,Republican Unopposed Candidates,,REP,Unopposed Candidates,64,47,0,0,0,17
Pulaski,44,Republican Unopposed Candidates,,REP,Unopposed Candidates,197,158,2,0,0,37
Pulaski,45,Republican Unopposed Candidates,,REP,Unopposed Candidates,34,26,0,0,0,8
Pulaski,46,Republican Unopposed Candidates,,REP,Unopposed Candidates,37,22,2,0,0,13
Pulaski,47,Republican Unopposed Candidates,,REP,Unopposed Candidates,7,6,0,0,0,1
Pulaski,48,Republican Unopposed Candidates,,REP,Unopposed Candidates,16,12,1,0,0,3
Pulaski,49,Republican Unopposed Candidates,,REP,Unopposed Candidates,249,197,4,0,0,48
Pulaski,50,Republican Unopposed Candidates,,REP,Unopposed Candidates,207,155,5,0,1,46
Pulaski,51,Republican Unopposed Candidates,,REP,Unopposed Candidates,88,71,0,0,0,17
Pulaski,52,Republican Unopposed Candidates,,REP,Unopposed Candidates,9,6,1,0,0,2
Pulaski,53,Republican Unopposed Candidates,,REP,Unopposed Candidates,21,16,2,0,0,3
Pulaski,54,Republican Unopposed Candidates,,REP,Unopposed Candidates,46,33,1,0,0,12
Pulaski,55,Republican Unopposed Candidates,,REP,Unopposed Candidates,72,65,0,0,0,7
Pulaski,56,Republican Unopposed Candidates,,REP,Unopposed Candidates,82,68,0,0,0,14
Pulaski,57,Republican Unopposed Candidates,,REP,Unopposed Candidates,74,70,0,0,0,4
Pulaski,58,Republican Unopposed Candidates,,REP,Unopposed Candidates,102,94,2,0,0,6
Pulaski,59,Republican Unopposed Candidates,,REP,Unopposed Candidates,102,93,0,0,0,9
Pulaski,60,Republican Unopposed Candidates,,REP,Unopposed Candidates,341,229,8,0,0,104
Pulaski,61,Republican Unopposed Candidates,,REP,Unopposed Candidates,135,116,2,0,0,17
Pulaski,62,Republican Unopposed Candidates,,REP,Unopposed Candidates,92,90,1,0,0,1
Pulaski,63,Republican Unopposed Candidates,,REP,Unopposed Candidates,74,57,3,0,0,14
Pulaski,64,Republican Unopposed Candidates,,REP,Unopposed Candidates,228,187,6,0,0,35
Pulaski,65,Republican Unopposed Candidates,,REP,Unopposed Candidates,46,41,3,0,0,2
Pulaski,66,Republican Unopposed Candidates,,REP,Unopposed Candidates,119,98,0,0,0,21
Pulaski,67,Republican Unopposed Candidates,,REP,Unopposed Candidates,94,78,8,0,0,8
Pulaski,68,Republican Unopposed Candidates,,REP,Unopposed Candidates,85,69,1,0,0,15
Pulaski,69,Republican Unopposed Candidates,,REP,Unopposed Candidates,167,147,3,0,0,17
Pulaski,70,Republican Unopposed Candidates,,REP,Unopposed Candidates,125,103,6,0,0,16
Pulaski,71,Republican Unopposed Candidates,,REP,Unopposed Candidates,232,209,4,0,0,19
Pulaski,72,Republican Unopposed Candidates,,REP,Unopposed Candidates,53,43,3,0,0,7
Pulaski,73,Republican Unopposed Candidates,,REP,Unopposed Candidates,179,130,16,0,0,33
Pulaski,74,Republican Unopposed Candidates,,REP,Unopposed Candidates,62,49,2,0,0,11
Pulaski,75,Republican Unopposed Candidates,,REP,Unopposed Candidates,81,72,1,0,0,8
Pulaski,76,Republican Unopposed Candidates,,REP,Unopposed Candidates,74,67,1,0,0,6
Pulaski,77,Republican Unopposed Candidates,,REP,Unopposed Candidates,147,113,3,0,0,31
Pulaski,78,Republican Unopposed Candidates,,REP,Unopposed Candidates,28,25,0,0,0,3
Pulaski,79,Republican Unopposed Candidates,,REP,Unopposed Candidates,58,54,1,0,0,3
Pulaski,80,Republican Unopposed Candidates,,REP,Unopposed Candidates,97,89,0,0,0,8
Pulaski,81,Republican Unopposed Candidates,,REP,Unopposed Candidates,46,37,1,0,0,8
Pulaski,82,Republican Unopposed Candidates,,REP,Unopposed Candidates,51,45,0,0,0,6
Pulaski,83,Republican Unopposed Candidates,,REP,Unopposed Candidates,26,23,0,0,0,3
Pulaski,84,Republican Unopposed Candidates,,REP,Unopposed Candidates,12,10,2,0,0,0
Pulaski,85,Republican Unopposed Candidates,,REP,Unopposed Candidates,28,15,11,0,0,2
Pulaski,86,Republican Unopposed Candidates,,REP,Unopposed Candidates,13,8,3,0,1,1
Pulaski,87,Republican Unopposed Candidates,,REP,Unopposed Candidates,100,91,3,0,0,6
Pulaski,88,Republican Unopposed Candidates,,REP,Unopposed Candidates,140,122,5,0,0,13
Pulaski,89,Republican Unopposed Candidates,,REP,Unopposed Candidates,107,92,5,0,0,10
Pulaski,90,Republican Unopposed Candidates,,REP,Unopposed Candidates,116,106,0,0,0,10
Pulaski,91,Republican Unopposed Candidates,,REP,Unopposed Candidates,94,84,2,0,0,8
Pulaski,92,Republican Unopposed Candidates,,REP,Unopposed Candidates,65,60,2,0,0,3
Pulaski,93,Republican Unopposed Candidates,,REP,Unopposed Candidates,77,72,1,0,0,4
Pulaski,94,Republican Unopposed Candidates,,REP,Unopposed Candidates,72,65,2,0,0,5
Pulaski,95,Republican Unopposed Candidates,,REP,Unopposed Candidates,107,86,12,0,0,9
Pulaski,96,Republican Unopposed Candidates,,REP,Unopposed Candidates,56,49,3,0,0,4
Pulaski,97,Republican Unopposed Candidates,,REP,Unopposed Candidates,54,47,1,0,0,6
Pulaski,98,Republican Unopposed Candidates,,REP,Unopposed Candidates,4,2,1,0,0,1
Pulaski,99,Republican Unopposed Candidates,,REP,Unopposed Candidates,36,34,2,0,0,0
Pulaski,100,Republican Unopposed Candidates,,REP,Unopposed Candidates,10,8,0,0,0,2
Pulaski,101,Republican Unopposed Candidates,,REP,Unopposed Candidates,37,36,0,0,0,1
Pulaski,102,Republican Unopposed Candidates,,REP,Unopposed Candidates,34,30,0,0,0,4
Pulaski,103,Republican Unopposed Candidates,,REP,Unopposed Candidates,19,12,0,0,2,5
Pulaski,104,Republican Unopposed Candidates,,REP,Unopposed Candidates,34,28,1,0,0,5
Pulaski,105,Republican Unopposed Candidates,,REP,Unopposed Candidates,33,27,0,0,0,6
Pulaski,106,Republican Unopposed Candidates,,REP,Unopposed Candidates,110,101,2,0,0,7
Pulaski,107,Republican Unopposed Candidates,,REP,Unopposed Candidates,94,82,3,0,0,9
Pulaski,108,Republican Unopposed Candidates,,REP,Unopposed Candidates,89,84,2,0,0,3
Pulaski,109,Republican Unopposed Candidates,,REP,Unopposed Candidates,89,75,2,0,0,12
Pulaski,110,Republican Unopposed Candidates,,REP,Unopposed Candidates,25,15,2,0,0,8
Pulaski,111,Republican Unopposed Candidates,,REP,Unopposed Candidates,82,78,2,0,0,2
Pulaski,112,Republican Unopposed Candidates,,REP,Unopposed Candidates,25,21,1,0,0,3
Pulaski,113,Republican Unopposed Candidates,,REP,Unopposed Candidates,28,25,0,0,0,3
Pulaski,114,Republican Unopposed Candidates,,REP,Unopposed Candidates,39,23,4,1,0,11
Pulaski,115,Republican Unopposed Candidates,,REP,Unopposed Candidates,16,11,4,0,0,1
Pulaski,116,Republican Unopposed Candidates,,REP,Unopposed Candidates,5,5,0,0,0,0
Pulaski,117,Republican Unopposed Candidates,,REP,Unopposed Candidates,4,3,1,0,0,0
Pulaski,118,Republican Unopposed Candidates,,REP,Unopposed Candidates,31,25,3,0,0,3
Pulaski,119,Republican Unopposed Candidates,,REP,Unopposed Candidates,3,1,1,0,0,1
Pulaski,120,Republican Unopposed Candidates,,REP,Unopposed Candidates,8,7,0,0,0,1
Pulaski,121,Republican Unopposed Candidates,,REP,Unopposed Candidates,14,13,1,0,0,0
Pulaski,122,Republican Unopposed Candidates,,REP,Unopposed Candidates,0,0,0,0,0,0
Pulaski,123,Republican Unopposed Candidates,,REP,Unopposed Candidates,16,13,0,0,0,3
Pulaski,124,Republican Unopposed Candidates,,REP,Unopposed Candidates,21,17,0,0,0,4
Pulaski,125,Republican Unopposed Candidates,,REP,Unopposed Candidates,18,12,2,0,0,4
Pulaski,126,Republican Unopposed Candidates,,REP,Unopposed Candidates,65,59,0,0,0,6
Pulaski,127,Republican Unopposed Candidates,,REP,Unopposed Candidates,112,103,2,0,0,7
Pulaski,128,Republican Unopposed Candidates,,REP,Unopposed Candidates,0,0,0,0,0,0
Pulaski,129,Republican Unopposed Candidates,,REP,Unopposed Candidates,21,20,0,0,0,1
Pulaski,130,Republican Unopposed Candidates,,REP,Unopposed Candidates,1,0,0,0,0,1
Pulaski,131,Republican Unopposed Candidates,,REP,Unopposed Candidates,3,3,0,0,0,0
Pulaski,132,Republican Unopposed Candidates,,REP,Unopposed Candidates,10,8,1,0,0,1
Pulaski,133,Republican Unopposed Candidates,,REP,Unopposed Candidates,2,2,0,0,0,0
Pulaski,134,Republican Unopposed Candidates,,REP,Unopposed Candidates,4,0,0,0,0,4
Pulaski,135,Republican Unopposed Candidates,,REP,Unopposed Candidates,1,1,0,0,0,0
Pulaski,1,U.S. President,,DEM,Barack Obama,83,51,1,0,0,31
Pulaski,2,U.S. President,,DEM,Barack Obama,63,27,2,0,0,34
Pulaski,3,U.S. President,,DEM,Barack Obama,13,9,0,0,0,4
Pulaski,4,U.S. President,,DEM,Barack Obama,188,122,8,0,0,58
Pulaski,5,U.S. President,,DEM,Barack Obama,130,94,1,0,0,35
Pulaski,6,U.S. President,,DEM,Barack Obama,14,11,0,0,0,3
Pulaski,7,U.S. President,,DEM,Barack Obama,23,16,1,0,0,6
Pulaski,8,U.S. President,,DEM,Barack Obama,34,24,0,0,0,10
Pulaski,9,U.S. President,,DEM,Barack Obama,54,26,2,0,0,26
Pulaski,10,U.S. President,,DEM,Barack Obama,108,69,2,0,0,37
Pulaski,11,U.S. President,,DEM,Barack Obama,9,4,1,0,0,4
Pulaski,12,U.S. President,,DEM,Barack Obama,22,21,0,0,0,1
Pulaski,13,U.S. President,,DEM,Barack Obama,55,36,0,0,0,19
Pulaski,14,U.S. President,,DEM,Barack Obama,227,157,3,0,0,67
Pulaski,15,U.S. President,,DEM,Barack Obama,157,114,4,0,0,39
Pulaski,16,U.S. President,,DEM,Barack Obama,120,90,2,0,0,28
Pulaski,17,U.S. President,,DEM,Barack Obama,193,133,6,0,0,54
Pulaski,18,U.S. President,,DEM,Barack Obama,158,115,0,0,0,43
Pulaski,19,U.S. President,,DEM,Barack Obama,50,36,2,0,0,12
Pulaski,20,U.S. President,,DEM,Barack Obama,155,106,4,0,0,45
Pulaski,21,U.S. President,,DEM,Barack Obama,85,64,0,0,0,21
Pulaski,22,U.S. President,,DEM,Barack Obama,121,80,1,0,0,40
Pulaski,23,U.S. President,,DEM,Barack Obama,203,144,6,0,0,53
Pulaski,24,U.S. President,,DEM,Barack Obama,108,74,0,0,0,34
Pulaski,25,U.S. President,,DEM,Barack Obama,66,51,1,0,0,14
Pulaski,26,U.S. President,,DEM,Barack Obama,40,31,2,0,0,7
Pulaski,27,U.S. President,,DEM,Barack Obama,90,67,0,0,1,22
Pulaski,28,U.S. President,,DEM,Barack Obama,72,60,1,0,0,11
Pulaski,29,U.S. President,,DEM,Barack Obama,1,0,1,0,0,0
Pulaski,30,U.S. President,,DEM,Barack Obama,1,1,0,0,0,0
Pulaski,31,U.S. President,,DEM,Barack Obama,61,45,1,0,0,15
Pulaski,32,U.S. President,,DEM,Barack Obama,150,108,0,0,0,42
Pulaski,33,U.S. President,,DEM,Barack Obama,82,49,0,0,0,33
Pulaski,34,U.S. President,,DEM,Barack Obama,83,56,0,0,0,27
Pulaski,35,U.S. President,,DEM,Barack Obama,79,50,2,0,0,27
Pulaski,36,U.S. President,,DEM,Barack Obama,54,40,0,0,0,14
Pulaski,37,U.S. President,,DEM,Barack Obama,148,102,8,0,0,38
Pulaski,38,U.S. President,,DEM,Barack Obama,76,61,0,0,0,15
Pulaski,39,U.S. President,,DEM,Barack Obama,158,117,2,0,0,39
Pulaski,40,U.S. President,,DEM,Barack Obama,97,75,1,0,0,21
Pulaski,41,U.S. President,,DEM,Barack Obama,80,54,0,0,0,26
Pulaski,42,U.S. President,,DEM,Barack Obama,81,62,1,0,0,18
Pulaski,43,U.S. President,,DEM,Barack Obama,47,34,1,0,0,12
Pulaski,44,U.S. President,,DEM,Barack Obama,133,96,8,1,0,28
Pulaski,45,U.S. President,,DEM,Barack Obama,136,75,3,0,0,58
Pulaski,46,U.S. President,,DEM,Barack Obama,81,44,3,0,0,34
Pulaski,47,U.S. President,,DEM,Barack Obama,38,29,0,0,0,9
Pulaski,48,U.S. President,,DEM,Barack Obama,238,191,4,0,1,42
Pulaski,49,U.S. President,,DEM,Barack Obama,128,101,4,0,0,23
Pulaski,50,U.S. President,,DEM,Barack Obama,134,100,8,0,0,26
Pulaski,51,U.S. President,,DEM,Barack Obama,58,38,2,0,0,18
Pulaski,52,U.S. President,,DEM,Barack Obama,240,190,7,0,0,43
Pulaski,53,U.S. President,,DEM,Barack Obama,246,183,21,0,0,42
Pulaski,54,U.S. President,,DEM,Barack Obama,183,159,4,0,0,20
Pulaski,55,U.S. President,,DEM,Barack Obama,133,106,1,0,0,26
Pulaski,56,U.S. President,,DEM,Barack Obama,30,17,0,0,0,13
Pulaski,57,U.S. President,,DEM,Barack Obama,48,43,1,0,0,4
Pulaski,58,U.S. President,,DEM,Barack Obama,66,47,1,0,0,18
Pulaski,59,U.S. President,,DEM,Barack Obama,37,28,1,0,0,8
Pulaski,60,U.S. President,,DEM,Barack Obama,161,96,5,0,0,60
Pulaski,61,U.S. President,,DEM,Barack Obama,55,42,0,0,0,13
Pulaski,62,U.S. President,,DEM,Barack Obama,41,35,0,0,0,6
Pulaski,63,U.S. President,,DEM,Barack Obama,39,28,1,0,0,10
Pulaski,64,U.S. President,,DEM,Barack Obama,156,100,2,0,0,54
Pulaski,65,U.S. President,,DEM,Barack Obama,75,56,2,0,0,17
Pulaski,66,U.S. President,,DEM,Barack Obama,111,84,3,0,0,24
Pulaski,67,U.S. President,,DEM,Barack Obama,148,116,0,0,0,32
Pulaski,68,U.S. President,,DEM,Barack Obama,61,39,0,0,0,22
Pulaski,69,U.S. President,,DEM,Barack Obama,126,96,2,0,0,28
Pulaski,70,U.S. President,,DEM,Barack Obama,110,81,4,0,0,25
Pulaski,71,U.S. President,,DEM,Barack Obama,197,152,2,0,0,43
Pulaski,72,U.S. President,,DEM,Barack Obama,75,49,6,0,0,20
Pulaski,73,U.S. President,,DEM,Barack Obama,237,162,11,0,0,64
Pulaski,74,U.S. President,,DEM,Barack Obama,90,70,0,0,0,20
Pulaski,75,U.S. President,,DEM,Barack Obama,128,101,2,0,0,25
Pulaski,76,U.S. President,,DEM,Barack Obama,131,98,4,0,0,29
Pulaski,77,U.S. President,,DEM,Barack Obama,200,125,2,0,1,72
Pulaski,78,U.S. President,,DEM,Barack Obama,76,58,1,0,0,17
Pulaski,79,U.S. President,,DEM,Barack Obama,165,122,3,0,0,40
Pulaski,80,U.S. President,,DEM,Barack Obama,415,324,6,0,0,85
Pulaski,81,U.S. President,,DEM,Barack Obama,55,41,0,0,0,14
Pulaski,82,U.S. President,,DEM,Barack Obama,172,124,1,0,0,47
Pulaski,83,U.S. President,,DEM,Barack Obama,349,250,3,0,0,96
Pulaski,84,U.S. President,,DEM,Barack Obama,547,326,4,0,0,217
Pulaski,85,U.S. President,,DEM,Barack Obama,401,240,28,0,0,133
Pulaski,86,U.S. President,,DEM,Barack Obama,260,181,14,0,0,65
Pulaski,87,U.S. President,,DEM,Barack Obama,111,98,1,0,0,12
Pulaski,88,U.S. President,,DEM,Barack Obama,176,132,11,0,0,33
Pulaski,89,U.S. President,,DEM,Barack Obama,131,109,1,0,0,21
Pulaski,90,U.S. President,,DEM,Barack Obama,195,152,2,0,0,41
Pulaski,91,U.S. President,,DEM,Barack Obama,219,184,5,0,0,30
Pulaski,92,U.S. President,,DEM,Barack Obama,161,122,0,0,0,39
Pulaski,93,U.S. President,,DEM,Barack Obama,234,192,3,0,0,39
Pulaski,94,U.S. President,,DEM,Barack Obama,241,195,6,0,0,40
Pulaski,95,U.S. President,,DEM,Barack Obama,296,235,14,0,0,47
Pulaski,96,U.S. President,,DEM,Barack Obama,140,116,2,0,0,22
Pulaski,97,U.S. President,,DEM,Barack Obama,177,146,5,0,0,26
Pulaski,98,U.S. President,,DEM,Barack Obama,273,175,2,0,0,96
Pulaski,99,U.S. President,,DEM,Barack Obama,171,132,7,0,0,32
Pulaski,100,U.S. President,,DEM,Barack Obama,99,74,1,0,0,24
Pulaski,101,U.S. President,,DEM,Barack Obama,202,176,0,0,0,26
Pulaski,102,U.S. President,,DEM,Barack Obama,159,125,3,0,0,31
Pulaski,103,U.S. President,,DEM,Barack Obama,299,191,5,0,0,103
Pulaski,104,U.S. President,,DEM,Barack Obama,315,244,0,0,0,71
Pulaski,105,U.S. President,,DEM,Barack Obama,193,140,3,0,0,50
Pulaski,106,U.S. President,,DEM,Barack Obama,193,137,4,0,0,52
Pulaski,107,U.S. President,,DEM,Barack Obama,228,188,2,0,0,38
Pulaski,108,U.S. President,,DEM,Barack Obama,166,109,8,0,0,49
Pulaski,109,U.S. President,,DEM,Barack Obama,764,591,12,0,0,161
Pulaski,110,U.S. President,,DEM,Barack Obama,62,42,2,0,0,18
Pulaski,111,U.S. President,,DEM,Barack Obama,349,268,10,0,0,71
Pulaski,112,U.S. President,,DEM,Barack Obama,174,130,3,0,0,41
Pulaski,113,U.S. President,,DEM,Barack Obama,274,208,8,0,0,58
Pulaski,114,U.S. President,,DEM,Barack Obama,195,132,4,1,1,57
Pulaski,115,U.S. President,,DEM,Barack Obama,310,221,11,0,1,77
Pulaski,116,U.S. President,,DEM,Barack Obama,222,171,6,0,0,45
Pulaski,117,U.S. President,,DEM,Barack Obama,278,157,8,0,0,113
Pulaski,118,U.S. President,,DEM,Barack Obama,331,184,19,1,0,127
Pulaski,119,U.S. President,,DEM,Barack Obama,353,215,19,0,0,119
Pulaski,120,U.S. President,,DEM,Barack Obama,238,164,11,0,0,63
Pulaski,121,U.S. President,,DEM,Barack Obama,168,135,4,0,0,29
Pulaski,122,U.S. President,,DEM,Barack Obama,163,103,17,0,0,43
Pulaski,123,U.S. President,,DEM,Barack Obama,103,85,2,0,0,16
Pulaski,124,U.S. President,,DEM,Barack Obama,84,62,1,0,0,21
Pulaski,125,U.S. President,,DEM,Barack Obama,128,92,2,0,0,34
Pulaski,126,U.S. President,,DEM,Barack Obama,21,16,1,0,0,4
Pulaski,127,U.S. President,,DEM,Barack Obama,96,71,1,0,0,24
Pulaski,128,U.S. President,,DEM,Barack Obama,216,136,20,0,0,60
Pulaski,129,U.S. President,,DEM,Barack Obama,85,80,0,0,0,5
Pulaski,130,U.S. President,,DEM,Barack Obama,109,105,1,0,0,3
Pulaski,131,U.S. President,,DEM,Barack Obama,99,75,3,0,0,21
Pulaski,132,U.S. President,,DEM,Barack Obama,65,52,1,0,0,12
Pulaski,133,U.S. President,,DEM,Barack Obama,100,95,1,0,0,4
Pulaski,134,U.S. President,,DEM,Barack Obama,99,75,3,0,0,21
Pulaski,135,U.S. President,,DEM,Barack Obama,102,84,5,0,0,13
Pulaski,1,U.S. President,,DEM,John Wolfe,11,9,0,0,0,2
Pulaski,2,U.S. President,,DEM,John Wolfe,12,8,0,0,0,4
Pulaski,3,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Pulaski,4,U.S. President,,DEM,John Wolfe,35,19,0,0,0,16
Pulaski,5,U.S. President,,DEM,John Wolfe,21,13,0,0,0,8
Pulaski,6,U.S. President,,DEM,John Wolfe,4,2,0,0,0,2
Pulaski,7,U.S. President,,DEM,John Wolfe,18,17,0,0,0,1
Pulaski,8,U.S. President,,DEM,John Wolfe,7,4,0,0,0,3
Pulaski,9,U.S. President,,DEM,John Wolfe,3,2,0,0,0,1
Pulaski,10,U.S. President,,DEM,John Wolfe,37,21,0,0,0,16
Pulaski,11,U.S. President,,DEM,John Wolfe,7,5,0,0,0,2
Pulaski,12,U.S. President,,DEM,John Wolfe,10,10,0,0,0,0
Pulaski,13,U.S. President,,DEM,John Wolfe,13,11,0,0,0,2
Pulaski,14,U.S. President,,DEM,John Wolfe,74,62,0,0,0,12
Pulaski,15,U.S. President,,DEM,John Wolfe,19,6,2,0,0,11
Pulaski,16,U.S. President,,DEM,John Wolfe,6,5,0,0,0,1
Pulaski,17,U.S. President,,DEM,John Wolfe,30,27,0,0,0,3
Pulaski,18,U.S. President,,DEM,John Wolfe,39,32,0,0,0,7
Pulaski,19,U.S. President,,DEM,John Wolfe,14,10,0,0,0,4
Pulaski,20,U.S. President,,DEM,John Wolfe,58,44,0,0,0,14
Pulaski,21,U.S. President,,DEM,John Wolfe,17,10,0,0,0,7
Pulaski,22,U.S. President,,DEM,John Wolfe,53,46,0,0,0,7
Pulaski,23,U.S. President,,DEM,John Wolfe,72,55,2,0,0,15
Pulaski,24,U.S. President,,DEM,John Wolfe,39,31,0,0,0,8
Pulaski,25,U.S. President,,DEM,John Wolfe,17,12,0,0,0,5
Pulaski,26,U.S. President,,DEM,John Wolfe,17,14,0,0,0,3
Pulaski,27,U.S. President,,DEM,John Wolfe,55,42,0,0,0,13
Pulaski,28,U.S. President,,DEM,John Wolfe,24,19,0,0,0,5
Pulaski,29,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Pulaski,30,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Pulaski,31,U.S. President,,DEM,John Wolfe,28,22,2,0,0,4
Pulaski,32,U.S. President,,DEM,John Wolfe,38,33,1,0,0,4
Pulaski,33,U.S. President,,DEM,John Wolfe,18,7,1,0,0,10
Pulaski,34,U.S. President,,DEM,John Wolfe,20,16,0,0,0,4
Pulaski,35,U.S. President,,DEM,John Wolfe,24,16,0,0,0,8
Pulaski,36,U.S. President,,DEM,John Wolfe,19,16,0,0,0,3
Pulaski,37,U.S. President,,DEM,John Wolfe,28,23,1,0,0,4
Pulaski,38,U.S. President,,DEM,John Wolfe,6,5,0,0,0,1
Pulaski,39,U.S. President,,DEM,John Wolfe,28,21,0,0,0,7
Pulaski,40,U.S. President,,DEM,John Wolfe,29,18,1,0,0,10
