county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote
Grant,Merry Green 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,159,0,89,70
Grant,Merry Green 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,128,0,89,39
Grant,River,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,120,0,105,15
Grant,Simpson 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,89,0,76,13
Grant,Simpson 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,64,0,54,10
Grant,Tennessee,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,70,0,68,2
Grant,Ward 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,122,0,82,40
Grant,Ward 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,137,0,90,47
Grant,Ward 3,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,132,0,82,50
Grant,Washington,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,171,0,139,32
Grant,Absentee,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,11,11,0,0
Grant,Calvert,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,72,0,46,26
Grant,Darysaw,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,30,0,17,13
Grant,Davis,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,29,0,22,7
Grant,Dekalb 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,13,0,10,3
Grant,Dekalb 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,20,0,18,2
Grant,Fenter,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,23,0,23,0
Grant,Franklin,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,21,0,17,4
Grant,Madison,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,37,0,35,2
Grant,Merry Green 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,102,0,62,40
Grant,Merry Green 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,76,0,55,21
Grant,River,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,48,0,36,12
Grant,Simpson 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,47,0,42,5
Grant,Simpson 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,41,0,33,8
Grant,Tennessee,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,34,0,31,3
Grant,Ward 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,106,0,69,37
Grant,Ward 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,97,0,58,39
Grant,Ward 3,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,78,0,54,24
Grant,Washington,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,65,0,47,18
Grant,Absentee,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,3,3,0,0
Grant,Calvert,All Unopposed Nonpartisan Candidates,,,FOR,197,0,127,70
Grant,Darysaw,All Unopposed Nonpartisan Candidates,,,FOR,96,0,68,28
Grant,Davis,All Unopposed Nonpartisan Candidates,,,FOR,66,0,54,12
Grant,Dekalb 1,All Unopposed Nonpartisan Candidates,,,FOR,44,0,39,5
Grant,Dekalb 2,All Unopposed Nonpartisan Candidates,,,FOR,66,0,65,1
Grant,Fenter,All Unopposed Nonpartisan Candidates,,,FOR,92,0,81,11
Grant,Franklin,All Unopposed Nonpartisan Candidates,,,FOR,61,0,55,6
Grant,Madison,All Unopposed Nonpartisan Candidates,,,FOR,93,0,83,10
Grant,Merry Green 1,All Unopposed Nonpartisan Candidates,,,FOR,235,0,135,100
Grant,Merry Green 2,All Unopposed Nonpartisan Candidates,,,FOR,190,0,139,51
Grant,River,All Unopposed Nonpartisan Candidates,,,FOR,159,0,135,24
Grant,Simpson 1,All Unopposed Nonpartisan Candidates,,,FOR,113,0,98,15
Grant,Simpson 2,All Unopposed Nonpartisan Candidates,,,FOR,95,0,81,14
Grant,Tennessee,All Unopposed Nonpartisan Candidates,,,FOR,96,0,92,4
Grant,Ward 1,All Unopposed Nonpartisan Candidates,,,FOR,213,0,140,73
Grant,Ward 2,All Unopposed Nonpartisan Candidates,,,FOR,221,0,146,75
Grant,Ward 3,All Unopposed Nonpartisan Candidates,,,FOR,196,0,126,70
Grant,Washington,All Unopposed Nonpartisan Candidates,,,FOR,199,0,155,44
Grant,Absentee,All Unopposed Nonpartisan Candidates,,,FOR,13,13,0,0
