county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,early_vote_ivo_machine,election_day_ivo_machine,early_vote_paper_ballot,absentee
Pike,Newhope,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0,0
Pike,Pisgah,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0,0
Pike,Antoine,Unop Rep,,REP,FOR,5,0,0,5,0,0
Pike,Daisy,Unop Rep,,REP,FOR,11,5,0,6,0,0
Pike,Delight,Unop Rep,,REP,FOR,19,3,1,10,5,0
Pike,Glenwood North,Unop Rep,,REP,FOR,24,15,0,8,0,1
Pike,Glenwood South,Unop Rep,,REP,FOR,40,16,5,19,0,0
Pike,Kirby,Unop Rep,,REP,FOR,5,3,1,0,1,0
Pike,Langley/Lodi,Unop Rep,,REP,FOR,15,9,1,4,0,1
Pike,Murfreesboro East,Unop Rep,,REP,FOR,11,4,3,1,3,0
Pike,Murfreesboro West,Unop Rep,,REP,FOR,5,1,3,1,0,0
Pike,Newhope,Unop Rep,,REP,FOR,18,13,0,3,2,0
Pike,Pisgah,Unop Rep,,REP,FOR,6,3,1,0,2,0
Pike,Antoine,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,53,22,3,28,0,0
Pike,Daisy,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,81,32,6,39,1,3
Pike,Delight,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,154,46,29,65,11,3
Pike,Glenwood North,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,122,45,14,60,1,2
Pike,Glenwood South,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,180,93,36,45,1,5
Pike,Kirby,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,152,76,21,50,2,3
Pike,Langley/Lodi,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,59,24,3,28,1,3
Pike,Murfreesboro East,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,216,33,107,47,20,9
Pike,Murfreesboro West,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,265,63,110,53,26,13
Pike,Newhope,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,49,29,0,19,1,0
Pike,Pisgah,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,80,22,14,39,5,0
Pike,Antoine,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,25,14,2,9,0,0
Pike,Daisy,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,47,26,4,15,1,1
Pike,Delight,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,73,23,19,24,7,0
Pike,Glenwood North,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,42,9,10,21,0,2
Pike,Glenwood South,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,112,61,25,22,1,3
Pike,Kirby,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,75,37,6,25,2,5
Pike,Langley/Lodi,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,34,12,1,19,1,1
Pike,Murfreesboro East,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,118,27,40,28,17,6
Pike,Murfreesboro West,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,123,27,52,29,9,6
Pike,Newhope,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,28,19,0,4,3,2
Pike,Pisgah,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,47,23,1,23,0,0
Pike,Antoine,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,48,25,2,21,0,0
Pike,Daisy,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,59,28,3,27,0,1
Pike,Delight,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,117,30,25,48,11,3
Pike,Glenwood North,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,82,30,8,42,0,2
Pike,Glenwood South,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,120,71,15,28,2,4
Pike,Kirby,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,101,54,10,32,3,2
Pike,Langley/Lodi,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,45,16,1,26,2,0
Pike,Murfreesboro East,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,159,37,55,40,20,7
Pike,Murfreesboro West,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,179,53,67,40,11,8
Pike,Newhope,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,38,25,0,11,2,0
Pike,Pisgah,Court of Appeals Associate Judge District 4, Position 1,,Brandon Harrison,70,26,6,37,1,0
Pike,Antoine,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,22,10,2,10,0,0
Pike,Daisy,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,63,30,7,22,1,3
Pike,Delight,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,104,37,22,38,7,0
Pike,Glenwood North,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,82,23,16,41,0,2
Pike,Glenwood South,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,165,79,44,38,0,4
Pike,Kirby,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,126,60,16,45,0,5
Pike,Langley/Lodi,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,51,21,3,23,0,4
Pike,Murfreesboro East,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,163,22,89,32,13,7
Pike,Murfreesboro West,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,202,35,97,40,20,10
Pike,Newhope,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,35,19,0,12,2,2
Pike,Pisgah,Court of Appeals Associate Judge District 4, Position 1,,Circuit Judge Jake Looney,52,18,6,24,4,0
Pike,Antoine,Dist. Judge,,,Judge Dana Stone,65,29,6,29,0,1
Pike,Daisy,Dist. Judge,,,Judge Dana Stone,31,10,3,15,0,3
Pike,Delight,Dist. Judge,,,Judge Dana Stone,203,63,46,79,13,2
Pike,Glenwood North,Dist. Judge,,,Judge Dana Stone,43,13,4,23,1,2
Pike,Glenwood South,Dist. Judge,,,Judge Dana Stone,78,35,19,21,1,2
Pike,Kirby,Dist. Judge,,,Judge Dana Stone,70,35,12,20,0,3
Pike,Langley/Lodi,Dist. Judge,,,Judge Dana Stone,32,9,4,15,2,2
Pike,Murfreesboro East,Dist. Judge,,,Judge Dana Stone,220,37,95,58,24,6
Pike,Murfreesboro West,Dist. Judge,,,Judge Dana Stone,303,65,138,61,25,14
Pike,Newhope,Dist. Judge,,,Judge Dana Stone,32,22,0,6,2,2
Pike,Pisgah,Dist. Judge,,,Judge Dana Stone,114,42,16,52,4,0
Pike,Antoine,Dist. Judge,,,LeAnne Daniel,26,13,0,13,0,0
Pike,Daisy,Dist. Judge,,,LeAnne Daniel,108,51,6,48,2,1
Pike,Delight,Dist. Judge,,,LeAnne Daniel,71,20,12,31,6,2
Pike,Glenwood North,Dist. Judge,,,LeAnne Daniel,140,48,22,68,0,2
Pike,Glenwood South,Dist. Judge,,,LeAnne Daniel,252,135,54,56,1,6
Pike,Kirby,Dist. Judge,,,LeAnne Daniel,216,111,25,69,5,6
Pike,Langley/Lodi,Dist. Judge,,,LeAnne Daniel,84,37,1,44,0,2
Pike,Murfreesboro East,Dist. Judge,,,LeAnne Daniel,157,31,73,28,16,9
Pike,Murfreesboro West,Dist. Judge,,,LeAnne Daniel,136,37,50,29,15,5
Pike,Newhope,Dist. Judge,,,LeAnne Daniel,60,36,0,22,2,0
Pike,Pisgah,Dist. Judge,,,LeAnne Daniel,34,12,0,20,2,0
Pike,Antoine,Unop NP,,,FOR,58,28,3,26,0,1
Pike,Daisy,Unop NP,,,FOR,93,44,4,42,0,3
Pike,Delight,Unop NP,,,FOR,176,52,34,69,18,3
Pike,Glenwood North,Unop NP,,,FOR,135,45,21,64,1,4
Pike,Glenwood South,Unop NP,,,FOR,239,123,50,57,1,8
Pike,Kirby,Unop NP,,,FOR,171,81,19,62,3,6
Pike,Langley/Lodi,Unop NP,,,FOR,81,30,4,41,2,4
Pike,Murfreesboro East,Unop NP,,,FOR,268,54,117,56,26,15
Pike,Murfreesboro West,Unop NP,,,FOR,321,70,131,75,28,17
Pike,Newhope,Unop NP,,,FOR,52,32,0,14,4,2
Pike,Pisgah,Unop NP,,,FOR,100,31,11,53,5,0
