county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
White,BEEBE WARD 3 C,Union Township Constable,,REP,WILL MENDENHALL,21,0,17,0,4
White,ALBION,Unopposed Candidates,,REP,FOR,43,13,20,0,10
White,ANTIOCH,Unopposed Candidates,,REP,FOR,54,10,39,0,5
White,BALD KNOB WARD 1,Unopposed Candidates,,REP,FOR,36,3,25,0,8
White,BALD KNOB WARD 2,Unopposed Candidates,,REP,FOR,19,0,15,0,4
White,BALD KNOB WARD 3,Unopposed Candidates,,REP,FOR,41,0,38,0,3
White,BALD KNOB TWP,Unopposed Candidates,,REP,FOR,32,0,30,0,2
White,BEEBE WARD 1,Unopposed Candidates,,REP,FOR,43,0,43,0,0
White,BEEBE WARD 2,Unopposed Candidates,,REP,FOR,47,0,41,0,6
White,BEEBE WARD 3,Unopposed Candidates,,REP,FOR,62,0,49,0,13
White,BIG CREEK,Unopposed Candidates,,REP,FOR,48,0,35,0,13
White,BRADFORD WARD 1,Unopposed Candidates,,REP,FOR,7,0,7,0,0
White,BRADFORD WARD 2,Unopposed Candidates,,REP,FOR,12,6,6,0,0
White,BRADFORD WARD 3,Unopposed Candidates,,REP,FOR,16,0,16,0,0
White,CADRON,Unopposed Candidates,,REP,FOR,27,0,19,0,8
White,CANE,Unopposed Candidates,,REP,FOR,72,0,45,0,27
White,CHRISP,Unopposed Candidates,,REP,FOR,60,0,49,0,11
White,CLAY,Unopposed Candidates,,REP,FOR,59,0,47,0,12
White,CLEVELAND,Unopposed Candidates,,REP,FOR,6,0,5,0,1
White,COFFEY,Unopposed Candidates,,REP,FOR,81,0,71,0,10
White,COLDWELL,Unopposed Candidates,,REP,FOR,29,0,20,0,9
White,CROSBY,Unopposed Candidates,,REP,FOR,43,0,25,0,18
White,CYPERT,Unopposed Candidates,,REP,FOR,10,0,7,0,3
White,DENMARK,Unopposed Candidates,,REP,FOR,0,0,0,0,0
White,DES ARC,Unopposed Candidates,,REP,FOR,116,0,87,0,29
White,DOGWOOD TWP,Unopposed Candidates,,REP,FOR,7,0,6,0,1
White,EL PASO,Unopposed Candidates,,REP,FOR,29,0,29,0,0
White,FRANCURE,Unopposed Candidates,,REP,FOR,2,0,1,0,1
White,GARNER TWP,Unopposed Candidates,,REP,FOR,31,0,23,0,8
White,GARNER CITY,Unopposed Candidates,,REP,FOR,17,3,14,0,0
White,GRAVEL HILL,Unopposed Candidates,,REP,FOR,26,0,25,0,1
White,GRAY A,Unopposed Candidates,,REP,FOR,124,15,87,0,22
White,GRAY B,Unopposed Candidates,,REP,FOR,287,0,191,0,96
White,GRIFFITHVILLE,Unopposed Candidates,,REP,FOR,6,0,5,0,1
White,GUM SPRINGS,Unopposed Candidates,,REP,FOR,153,0,115,0,38
White,GUTHRIE,Unopposed Candidates,,REP,FOR,74,0,59,0,15
White,HARRISON,Unopposed Candidates,,REP,FOR,201,5,142,0,54
White,HARTSELL,Unopposed Candidates,,REP,FOR,32,0,22,0,10
White,HIGGINSON TWP,Unopposed Candidates,,REP,FOR,22,0,18,0,4
White,HIGGINSON CITY,Unopposed Candidates,,REP,FOR,32,0,29,0,3
White,JACKSON,Unopposed Candidates,,REP,FOR,29,0,19,0,10
White,JEFFERSON,Unopposed Candidates,,REP,FOR,14,0,14,0,0
White,JOY,Unopposed Candidates,,REP,FOR,27,0,25,0,2
White,JUDSONIA WARD 1,Unopposed Candidates,,REP,FOR,64,0,47,0,17
White,JUDSONIA WARD 2,Unopposed Candidates,,REP,FOR,49,0,40,0,9
White,JUDSONIA WARD 3,Unopposed Candidates,,REP,FOR,31,0,24,0,7
White,KENSETT WARD 1,Unopposed Candidates,,REP,FOR,9,0,5,0,4
White,KENSETT WARD 2,Unopposed Candidates,,REP,FOR,19,0,13,0,6
White,KENSETT WARD 3,Unopposed Candidates,,REP,FOR,13,0,11,0,2
White,KENSETT TWP,Unopposed Candidates,,REP,FOR,24,0,16,0,8
White,KENTUCKY,Unopposed Candidates,,REP,FOR,46,0,39,0,7
White,LETONIA,Unopposed Candidates,,REP,FOR,19,0,19,0,0
White,LIBERTY,Unopposed Candidates,,REP,FOR,32,0,31,0,1
White,MARION,Unopposed Candidates,,REP,FOR,22,0,19,0,3
White,MARSHALL,Unopposed Candidates,,REP,FOR,47,0,36,0,11
White,MCRAE WARD 1,Unopposed Candidates,,REP,FOR,11,0,10,0,1
White,MCRAE WARD 2,Unopposed Candidates,,REP,FOR,17,0,17,0,0
White,MCRAE TWP,Unopposed Candidates,,REP,FOR,30,0,29,0,1
White,MT PISGAH,Unopposed Candidates,,REP,FOR,16,0,8,0,8
White,PANGBURN WARD 1,Unopposed Candidates,,REP,FOR,9,0,8,0,1
White,PANGBURN WARD 2,Unopposed Candidates,,REP,FOR,8,0,6,0,2
White,RED RIVER,Unopposed Candidates,,REP,FOR,10,0,7,0,3
White,ROSE BUD,Unopposed Candidates,,REP,FOR,11,0,9,0,2
White,ROYAL,Unopposed Candidates,,REP,FOR,22,0,19,0,3
White,RUSSELL CITY,Unopposed Candidates,,REP,FOR,7,0,7,0,0
White,RUSSELL TWP,Unopposed Candidates,,REP,FOR,12,0,12,0,0
White,SEARCY WARD 1 A,Unopposed Candidates,,REP,FOR,56,0,38,0,18
White,SEARCY WARD 1 C,Unopposed Candidates,,REP,FOR,80,0,52,0,28
White,SEARCY WARD 1 D,Unopposed Candidates,,REP,FOR,220,0,95,0,125
White,SEARCY WARD 2 B,Unopposed Candidates,,REP,FOR,37,0,21,0,16
White,SEARCY WARD 2 C,Unopposed Candidates,,REP,FOR,244,14,114,0,116
White,SEARCY WARD 2 D,Unopposed Candidates,,REP,FOR,121,0,57,0,64
White,SEARCY WARD 3 A,Unopposed Candidates,,REP,FOR,61,0,28,0,33
White,SEARCY WARD 3 B,Unopposed Candidates,,REP,FOR,60,0,32,0,28
White,SEARCY WARD 3 C,Unopposed Candidates,,REP,FOR,63,0,29,0,34
White,SEARCY WARD 3 D,Unopposed Candidates,,REP,FOR,6,0,2,0,4
White,SEARCY WARD 4 A,Unopposed Candidates,,REP,FOR,31,0,20,0,11
White,SEARCY WARD 4 B,Unopposed Candidates,,REP,FOR,51,0,30,0,21
White,SEARCY WARD 4 C,Unopposed Candidates,,REP,FOR,101,0,73,0,28
White,SEARCY WARD 2 E,Unopposed Candidates,,REP,FOR,145,0,60,0,85
White,UNION,Unopposed Candidates,,REP,FOR,82,8,66,0,8
White,VELVET RIDGE,Unopposed Candidates,,REP,FOR,81,0,77,0,4
White,WALKER,Unopposed Candidates,,REP,FOR,7,0,7,0,0
White,WEST POINT,Unopposed Candidates,,REP,FOR,5,0,4,0,1
White,GEORGETOWN,Unopposed Candidates,,REP,FOR,5,0,5,0,0
White,BALD KNOB TWP NORTH,Unopposed Candidates,,REP,FOR,11,0,8,0,3
White,BEEBE WARD 3 C,Unopposed Candidates,,REP,FOR,52,0,45,0,7
White,HARRISON EAST,Unopposed Candidates,,REP,FOR,50,0,44,0,6
White,SEARCY WARD 1 E,Unopposed Candidates,,REP,FOR,74,0,49,0,25
White,SEARCY WARD 3 E,Unopposed Candidates,,REP,FOR,119,0,59,0,60
White,PANGBURN WARD 3,Unopposed Candidates,,REP,FOR,9,0,8,0,1
White,ALBION,U.S. President,,DEM,Barack Obama,41,39,0,0,2
White,ANTIOCH,U.S. President,,DEM,Barack Obama,4,0,2,0,2
White,BALD KNOB WARD 1,U.S. President,,DEM,Barack Obama,25,0,20,0,5
White,BALD KNOB WARD 2,U.S. President,,DEM,Barack Obama,12,0,12,0,0
White,BALD KNOB WARD 3,U.S. President,,DEM,Barack Obama,9,0,9,0,0
White,BALD KNOB TWP,U.S. President,,DEM,Barack Obama,4,0,4,0,0
White,BEEBE WARD 1,U.S. President,,DEM,Barack Obama,26,0,24,0,2
White,BEEBE WARD 2,U.S. President,,DEM,Barack Obama,15,0,15,0,0
White,BEEBE WARD 3,U.S. President,,DEM,Barack Obama,18,0,16,0,2
White,BIG CREEK,U.S. President,,DEM,Barack Obama,11,0,9,0,2
White,BRADFORD WARD 1,U.S. President,,DEM,Barack Obama,16,0,15,0,1
White,BRADFORD WARD 2,U.S. President,,DEM,Barack Obama,0,0,0,0,0
White,BRADFORD WARD 3,U.S. President,,DEM,Barack Obama,0,0,0,0,0
White,CADRON,U.S. President,,DEM,Barack Obama,3,0,3,0,0
White,CANE,U.S. President,,DEM,Barack Obama,10,0,7,0,3
White,CHRISP,U.S. President,,DEM,Barack Obama,9,0,8,0,1
White,CLAY,U.S. President,,DEM,Barack Obama,5,0,5,0,0
White,CLEVELAND,U.S. President,,DEM,Barack Obama,6,0,4,0,2
White,COFFEY,U.S. President,,DEM,Barack Obama,13,0,11,0,2
White,COLDWELL,U.S. President,,DEM,Barack Obama,4,0,4,0,0
White,CROSBY,U.S. President,,DEM,Barack Obama,2,0,2,0,0
White,CYPERT,U.S. President,,DEM,Barack Obama,2,0,2,0,0
White,DENMARK,U.S. President,,DEM,Barack Obama,2,0,0,0,2
White,DES ARC,U.S. President,,DEM,Barack Obama,6,0,5,0,1
White,DOGWOOD TWP,U.S. President,,DEM,Barack Obama,6,1,4,0,1
White,EL PASO,U.S. President,,DEM,Barack Obama,20,0,20,0,0
White,FRANCURE,U.S. President,,DEM,Barack Obama,1,0,1,0,0
White,GARNER TWP,U.S. President,,DEM,Barack Obama,3,0,3,0,0
White,GARNER CITY,U.S. President,,DEM,Barack Obama,1,0,1,0,0
White,GRAVEL HILL,U.S. President,,DEM,Barack Obama,1,0,1,0,0
White,GRAY A,U.S. President,,DEM,Barack Obama,15,0,14,0,1
White,GRAY B,U.S. President,,DEM,Barack Obama,26,0,15,0,11
White,GRIFFITHVILLE,U.S. President,,DEM,Barack Obama,11,0,10,0,1
White,GUM SPRINGS,U.S. President,,DEM,Barack Obama,16,0,10,0,6
White,GUTHRIE,U.S. President,,DEM,Barack Obama,8,0,8,0,0
White,HARRISON,U.S. President,,DEM,Barack Obama,21,0,17,0,4
White,HARTSELL,U.S. President,,DEM,Barack Obama,3,0,2,0,1
White,HIGGINSON TWP,U.S. President,,DEM,Barack Obama,4,0,2,0,2
White,HIGGINSON CITY,U.S. President,,DEM,Barack Obama,7,0,7,0,0
White,JACKSON,U.S. President,,DEM,Barack Obama,5,0,5,0,0
White,JEFFERSON,U.S. President,,DEM,Barack Obama,13,0,13,0,0
White,JOY,U.S. President,,DEM,Barack Obama,7,0,7,0,0
White,JUDSONIA WARD 1,U.S. President,,DEM,Barack Obama,3,0,3,0,0
White,JUDSONIA WARD 2,U.S. President,,DEM,Barack Obama,6,0,5,0,1
White,JUDSONIA WARD 3,U.S. President,,DEM,Barack Obama,0,0,0,0,0
White,KENSETT WARD 1,U.S. President,,DEM,Barack Obama,76,26,44,0,6
White,KENSETT WARD 2,U.S. President,,DEM,Barack Obama,68,0,65,0,3
White,KENSETT WARD 3,U.S. President,,DEM,Barack Obama,21,0,17,0,4
White,KENSETT TWP,U.S. President,,DEM,Barack Obama,11,0,8,0,3
White,KENTUCKY,U.S. President,,DEM,Barack Obama,16,0,11,0,5
White,LETONIA,U.S. President,,DEM,Barack Obama,1,0,1,0,0
White,LIBERTY,U.S. President,,DEM,Barack Obama,0,0,0,0,0
White,MARION,U.S. President,,DEM,Barack Obama,3,0,3,0,0
White,MARSHALL,U.S. President,,DEM,Barack Obama,10,0,10,0,0
White,MCRAE WARD 1,U.S. President,,DEM,Barack Obama,3,0,3,0,0
White,MCRAE WARD 2,U.S. President,,DEM,Barack Obama,3,0,3,0,0
White,MCRAE TWP,U.S. President,,DEM,Barack Obama,3,0,2,0,1
White,MT PISGAH,U.S. President,,DEM,Barack Obama,1,0,0,0,1
White,PANGBURN WARD 1,U.S. President,,DEM,Barack Obama,6,0,6,0,0
White,PANGBURN WARD 2,U.S. President,,DEM,Barack Obama,2,0,1,0,1
White,RED RIVER,U.S. President,,DEM,Barack Obama,26,0,22,0,4
White,ROSE BUD,U.S. President,,DEM,Barack Obama,9,0,9,0,0
White,ROYAL,U.S. President,,DEM,Barack Obama,7,0,6,0,1
White,RUSSELL CITY,U.S. President,,DEM,Barack Obama,0,0,0,0,0
White,RUSSELL TWP,U.S. President,,DEM,Barack Obama,0,0,0,0,0
White,SEARCY WARD 1 A,U.S. President,,DEM,Barack Obama,4,0,2,0,2
White,SEARCY WARD 1 C,U.S. President,,DEM,Barack Obama,2,0,0,0,2
White,SEARCY WARD 1 D,U.S. President,,DEM,Barack Obama,18,0,7,0,11
White,SEARCY WARD 2 B,U.S. President,,DEM,Barack Obama,6,0,3,0,3
White,SEARCY WARD 2 C,U.S. President,,DEM,Barack Obama,30,0,14,0,16
White,SEARCY WARD 2 D,U.S. President,,DEM,Barack Obama,20,0,7,0,13
White,SEARCY WARD 3 A,U.S. President,,DEM,Barack Obama,17,0,6,0,11
White,SEARCY WARD 3 B,U.S. President,,DEM,Barack Obama,13,0,8,0,5
White,SEARCY WARD 3 C,U.S. President,,DEM,Barack Obama,11,0,5,0,6
White,SEARCY WARD 3 D,U.S. President,,DEM,Barack Obama,3,0,3,0,0
White,SEARCY WARD 4 A,U.S. President,,DEM,Barack Obama,3,0,1,0,2
White,SEARCY WARD 4 B,U.S. President,,DEM,Barack Obama,4,0,2,0,2
White,SEARCY WARD 4 C,U.S. President,,DEM,Barack Obama,14,0,10,0,4
White,SEARCY WARD 2 E,U.S. President,,DEM,Barack Obama,14,0,5,0,9
White,UNION,U.S. President,,DEM,Barack Obama,8,0,6,0,2
White,VELVET RIDGE,U.S. President,,DEM,Barack Obama,9,0,8,0,1
White,WALKER,U.S. President,,DEM,Barack Obama,2,0,1,0,1
White,WEST POINT,U.S. President,,DEM,Barack Obama,10,0,10,0,0
White,GEORGETOWN,U.S. President,,DEM,Barack Obama,14,0,12,0,2
White,BALD KNOB TWP NORTH,U.S. President,,DEM,Barack Obama,5,0,3,0,2
White,BEEBE WARD 3 C,U.S. President,,DEM,Barack Obama,18,0,15,0,3
White,HARRISON EAST,U.S. President,,DEM,Barack Obama,3,0,3,0,0
White,SEARCY WARD 1 E,U.S. President,,DEM,Barack Obama,7,0,3,0,4
White,SEARCY WARD 3 E,U.S. President,,DEM,Barack Obama,29,0,8,0,21
White,PANGBURN WARD 3,U.S. President,,DEM,Barack Obama,14,0,13,0,1
White,ALBION,U.S. President,,DEM,John Wolfe,13,11,2,0,0
White,ANTIOCH,U.S. President,,DEM,John Wolfe,6,0,6,0,0
White,BALD KNOB WARD 1,U.S. President,,DEM,John Wolfe,10,0,9,0,1
White,BALD KNOB WARD 2,U.S. President,,DEM,John Wolfe,16,0,14,0,2
White,BALD KNOB WARD 3,U.S. President,,DEM,John Wolfe,9,0,9,0,0
White,BALD KNOB TWP,U.S. President,,DEM,John Wolfe,9,0,7,0,2
White,BEEBE WARD 1,U.S. President,,DEM,John Wolfe,7,0,7,0,0
White,BEEBE WARD 2,U.S. President,,DEM,John Wolfe,17,0,16,0,1
White,BEEBE WARD 3,U.S. President,,DEM,John Wolfe,22,0,21,0,1
White,BIG CREEK,U.S. President,,DEM,John Wolfe,6,0,6,0,0
White,BRADFORD WARD 1,U.S. President,,DEM,John Wolfe,29,3,26,0,0
White,BRADFORD WARD 2,U.S. President,,DEM,John Wolfe,0,0,0,0,0
White,BRADFORD WARD 3,U.S. President,,DEM,John Wolfe,2,0,0,0,2
White,CADRON,U.S. President,,DEM,John Wolfe,1,0,0,0,1
White,CANE,U.S. President,,DEM,John Wolfe,11,0,9,0,2
White,CHRISP,U.S. President,,DEM,John Wolfe,8,0,6,0,2
White,CLAY,U.S. President,,DEM,John Wolfe,13,0,11,0,2
White,CLEVELAND,U.S. President,,DEM,John Wolfe,0,0,0,0,0
White,COFFEY,U.S. President,,DEM,John Wolfe,9,0,8,0,1
White,COLDWELL,U.S. President,,DEM,John Wolfe,7,0,5,0,2
White,CROSBY,U.S. President,,DEM,John Wolfe,3,0,3,0,0
White,CYPERT,U.S. President,,DEM,John Wolfe,1,0,1,0,0
White,DENMARK,U.S. President,,DEM,John Wolfe,0,0,0,0,0
White,DES ARC,U.S. President,,DEM,John Wolfe,2,0,0,0,2
White,DOGWOOD TWP,U.S. President,,DEM,John Wolfe,8,4,3,0,1
White,EL PASO,U.S. President,,DEM,John Wolfe,10,0,10,0,0
White,FRANCURE,U.S. President,,DEM,John Wolfe,2,0,2,0,0
White,GARNER TWP,U.S. President,,DEM,John Wolfe,3,0,3,0,0
White,GARNER CITY,U.S. President,,DEM,John Wolfe,4,0,4,0,0
White,GRAVEL HILL,U.S. President,,DEM,John Wolfe,2,0,2,0,0
White,GRAY A,U.S. President,,DEM,John Wolfe,7,0,6,0,1
White,GRAY B,U.S. President,,DEM,John Wolfe,31,0,18,0,13
White,GRIFFITHVILLE,U.S. President,,DEM,John Wolfe,9,0,9,0,0
White,GUM SPRINGS,U.S. President,,DEM,John Wolfe,11,0,9,0,2
White,GUTHRIE,U.S. President,,DEM,John Wolfe,16,0,16,0,0
White,HARRISON,U.S. President,,DEM,John Wolfe,17,0,15,0,2
White,HARTSELL,U.S. President,,DEM,John Wolfe,2,0,2,0,0
White,HIGGINSON TWP,U.S. President,,DEM,John Wolfe,4,0,4,0,0
White,HIGGINSON CITY,U.S. President,,DEM,John Wolfe,6,0,5,0,1
White,JACKSON,U.S. President,,DEM,John Wolfe,10,0,10,0,0
White,JEFFERSON,U.S. President,,DEM,John Wolfe,7,0,7,0,0
White,JOY,U.S. President,,DEM,John Wolfe,5,0,5,0,0
White,JUDSONIA WARD 1,U.S. President,,DEM,John Wolfe,6,0,6,0,0
White,JUDSONIA WARD 2,U.S. President,,DEM,John Wolfe,2,0,1,0,1
White,JUDSONIA WARD 3,U.S. President,,DEM,John Wolfe,4,0,4,0,0
White,KENSETT WARD 1,U.S. President,,DEM,John Wolfe,74,57,14,0,3
White,KENSETT WARD 2,U.S. President,,DEM,John Wolfe,79,0,75,0,4
White,KENSETT WARD 3,U.S. President,,DEM,John Wolfe,40,0,40,0,0
White,KENSETT TWP,U.S. President,,DEM,John Wolfe,19,0,18,0,1
White,KENTUCKY,U.S. President,,DEM,John Wolfe,14,0,13,0,1
White,LETONIA,U.S. President,,DEM,John Wolfe,3,0,3,0,0
White,LIBERTY,U.S. President,,DEM,John Wolfe,0,0,0,0,0
White,MARION,U.S. President,,DEM,John Wolfe,2,0,2,0,0
White,MARSHALL,U.S. President,,DEM,John Wolfe,12,0,11,0,1
White,MCRAE WARD 1,U.S. President,,DEM,John Wolfe,4,0,3,0,1
White,MCRAE WARD 2,U.S. President,,DEM,John Wolfe,7,0,6,0,1
White,MCRAE TWP,U.S. President,,DEM,John Wolfe,6,0,6,0,0
White,MT PISGAH,U.S. President,,DEM,John Wolfe,4,0,4,0,0
White,PANGBURN WARD 1,U.S. President,,DEM,John Wolfe,2,0,2,0,0
White,PANGBURN WARD 2,U.S. President,,DEM,John Wolfe,6,0,5,0,1
White,RED RIVER,U.S. President,,DEM,John Wolfe,27,0,22,0,5
White,ROSE BUD,U.S. President,,DEM,John Wolfe,4,0,4,0,0
White,ROYAL,U.S. President,,DEM,John Wolfe,6,0,5,0,1
White,RUSSELL CITY,U.S. President,,DEM,John Wolfe,0,0,0,0,0
White,RUSSELL TWP,U.S. President,,DEM,John Wolfe,0,0,0,0,0
White,SEARCY WARD 1 A,U.S. President,,DEM,John Wolfe,1,0,1,0,0
White,SEARCY WARD 1 C,U.S. President,,DEM,John Wolfe,4,0,3,0,1
White,SEARCY WARD 1 D,U.S. President,,DEM,John Wolfe,8,0,7,0,1
White,SEARCY WARD 2 B,U.S. President,,DEM,John Wolfe,3,0,1,0,2
White,SEARCY WARD 2 C,U.S. President,,DEM,John Wolfe,17,0,6,0,11
White,SEARCY WARD 2 D,U.S. President,,DEM,John Wolfe,6,0,4,0,2
White,SEARCY WARD 3 A,U.S. President,,DEM,John Wolfe,10,0,5,0,5
White,SEARCY WARD 3 B,U.S. President,,DEM,John Wolfe,10,0,6,0,4
White,SEARCY WARD 3 C,U.S. President,,DEM,John Wolfe,4,0,0,0,4
White,SEARCY WARD 3 D,U.S. President,,DEM,John Wolfe,0,0,0,0,0
White,SEARCY WARD 4 A,U.S. President,,DEM,John Wolfe,2,0,1,0,1
White,SEARCY WARD 4 B,U.S. President,,DEM,John Wolfe,3,0,2,0,1
White,SEARCY WARD 4 C,U.S. President,,DEM,John Wolfe,6,0,6,0,0
White,SEARCY WARD 2 E,U.S. President,,DEM,John Wolfe,13,0,8,0,5
White,UNION,U.S. President,,DEM,John Wolfe,20,0,18,0,2
White,VELVET RIDGE,U.S. President,,DEM,John Wolfe,7,0,6,0,1
White,WALKER,U.S. President,,DEM,John Wolfe,4,0,3,0,1
White,WEST POINT,U.S. President,,DEM,John Wolfe,13,0,13,0,0
White,GEORGETOWN,U.S. President,,DEM,John Wolfe,14,0,13,0,1
White,BALD KNOB TWP NORTH,U.S. President,,DEM,John Wolfe,10,0,8,0,2
White,BEEBE WARD 3 C,U.S. President,,DEM,John Wolfe,8,0,7,0,1
White,HARRISON EAST,U.S. President,,DEM,John Wolfe,8,0,8,0,0
White,SEARCY WARD 1 E,U.S. President,,DEM,John Wolfe,3,0,2,0,1
White,SEARCY WARD 3 E,U.S. President,,DEM,John Wolfe,18,0,12,0,6
White,PANGBURN WARD 3,U.S. President,,DEM,John Wolfe,6,0,5,0,1
White,BRADFORD WARD 1,State Representative District 47,,DEM,Jody Dickinson,41,1,39,0,1
White,BRADFORD WARD 2,State Representative District 47,,DEM,Jody Dickinson,0,0,0,0,0
White,BRADFORD WARD 3,State Representative District 47,,DEM,Jody Dickinson,2,0,0,0,2
White,COLDWELL,State Representative District 47,,DEM,Jody Dickinson,8,0,7,0,1
White,DENMARK,State Representative District 47,,DEM,Jody Dickinson,2,0,0,0,2
White,GUTHRIE,State Representative District 47,,DEM,Jody Dickinson,9,0,9,0,0
White,HARTSELL,State Representative District 47,,DEM,Jody Dickinson,4,0,3,0,1
White,JACKSON,State Representative District 47,,DEM,Jody Dickinson,12,0,12,0,0
White,LIBERTY,State Representative District 47,,DEM,Jody Dickinson,0,0,0,0,0
White,RUSSELL CITY,State Representative District 47,,DEM,Jody Dickinson,0,0,0,0,0
White,RUSSELL TWP,State Representative District 47,,DEM,Jody Dickinson,0,0,0,0,0
White,VELVET RIDGE,State Representative District 47,,DEM,Jody Dickinson,9,0,9,0,0
White,BALD KNOB TWP NORTH,State Representative District 47,,DEM,Jody Dickinson,12,0,8,0,4
White,BRADFORD WARD 1,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",6,2,4,0,0
White,BRADFORD WARD 2,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",0,0,0,0,0
White,BRADFORD WARD 3,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",0,0,0,0,0
White,COLDWELL,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",2,0,1,0,1
White,DENMARK,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",0,0,0,0,0
White,GUTHRIE,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",5,0,5,0,0
White,HARTSELL,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",0,0,0,0,0
White,JACKSON,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",1,0,1,0,0
White,LIBERTY,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",0,0,0,0,0
White,RUSSELL CITY,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",0,0,0,0,0
White,RUSSELL TWP,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",0,0,0,0,0
White,VELVET RIDGE,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",6,0,5,0,1
White,BALD KNOB TWP NORTH,State Representative District 47,,DEM,"WM. Burl Simmons, Jr.",3,0,3,0,0
White,DOGWOOD TWP,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,7,1,4,0,2
White,FRANCURE,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,1,0,1,0,0
White,GARNER TWP,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,1,0,1,0,0
White,GRIFFITHVILLE,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,13,0,13,0,0
White,GUM SPRINGS,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,4,0,1,0,3
White,HIGGINSON TWP,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,7,0,3,0,4
White,HIGGINSON CITY,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,5,0,4,0,1
White,KENSETT WARD 1,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,84,51,31,0,2
White,KENSETT WARD 2,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,78,0,76,0,2
White,KENSETT WARD 3,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,38,0,37,0,1
White,KENSETT TWP,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,23,0,19,0,4
White,MCRAE TWP,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,1,0,1,0,0
White,RED RIVER,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,10,0,6,0,4
White,SEARCY WARD 3 B,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,1,0,1,0,0
White,SEARCY WARD 3 D,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,0,0,0,0,0
White,WALKER,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,3,0,3,0,0
White,WEST POINT,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,2,0,2,0,0
White,GEORGETOWN,Justice of the Peace District 8,,DEM,WAYLON HEATHSCOTT,11,0,9,0,2
White,DOGWOOD TWP,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",10,4,6,0,0
White,FRANCURE,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",2,0,2,0,0
White,GARNER TWP,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",4,0,4,0,0
White,GRIFFITHVILLE,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",13,0,12,0,1
White,GUM SPRINGS,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",5,0,5,0,0
White,HIGGINSON TWP,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",4,0,4,0,0
White,HIGGINSON CITY,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",8,0,8,0,0
White,KENSETT WARD 1,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",69,33,29,0,7
White,KENSETT WARD 2,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",81,0,76,0,5
White,KENSETT WARD 3,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",26,0,24,0,2
White,KENSETT TWP,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",8,0,8,0,0
White,MCRAE TWP,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",0,0,0,0,0
White,RED RIVER,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",44,0,39,0,5
White,SEARCY WARD 3 B,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",0,0,0,0,0
White,SEARCY WARD 3 D,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",0,0,0,0,0
White,WALKER,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",4,0,2,0,2
White,WEST POINT,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",22,0,22,0,0
