county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional,hand_count
Calhoun,Tinsman West,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,7,4,3,0,0,0
Calhoun,Tinsman West,State Treasurer - REP,,REP,Representative Duncan Baird,6,2,4,0,0,0
Calhoun,Tinsman West,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,4,3,1,0,0,0
Calhoun,Tinsman West,U.S. Congress District 4 - REP,,REP,Tommy Moll,9,3,6,0,0,0
Calhoun,Tinsman West,Unopposed Democrat Candidates,,DEM,For,3,2,0,0,1,0
Calhoun,Tinsman West,Unopposed Republican Candidates,,REP,For,11,7,4,0,0,0
Calhoun,Watson Addition,Att Gen,,REP,David Sterling,2,2,0,0,0,0
Calhoun,Watson Addition,Att Gen,,REP,Leslie Rutledge,1,1,0,0,0,0
Calhoun,Watson Addition,Auditor of State - REP,,REP,Ken Yang,2,2,0,0,0,0
Calhoun,Watson Addition,Auditor of State - REP,,REP,Representative Andrea Lea,1,1,0,0,0,0
Calhoun,Watson Addition,Clerk,,DEM,Alma Davis,10,4,6,0,0,0
Calhoun,Watson Addition,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",2,0,2,0,0,0
Calhoun,Watson Addition,Governor - DEM,,DEM,Mike Ross,9,5,4,0,0,0
Calhoun,Watson Addition,Governor - REP,,REP,Asa Hutchinson,3,3,0,0,0,0
Calhoun,Watson Addition,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,1,1,0,0,0,0
Calhoun,Watson Addition,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,1,1,0,0,0,0
Calhoun,Watson Addition,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Calhoun,Watson Addition,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,2,2,0,0,0,0
Calhoun,Watson Addition,State Treasurer - REP,,REP,Representative Duncan Baird,1,1,0,0,0,0
Calhoun,Watson Addition,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,2,2,0,0,0,0
Calhoun,Watson Addition,U.S. Congress District 4 - REP,,REP,Tommy Moll,1,1,0,0,0,0
Calhoun,Watson Addition,Unopposed Democrat Candidates,,DEM,For,9,4,5,0,0,0
Calhoun,Watson Addition,Unopposed Republican Candidates,,REP,For,2,2,0,0,0,0
Calhoun,Woodberry,Att Gen,,REP,David Sterling,5,4,1,0,0,0
Calhoun,Woodberry,Att Gen,,REP,Leslie Rutledge,6,5,1,0,0,0
Calhoun,Woodberry,Auditor of State - REP,,REP,Ken Yang,1,1,0,0,0,0
Calhoun,Woodberry,Auditor of State - REP,,REP,Representative Andrea Lea,9,7,2,0,0,0
Calhoun,Woodberry,Clerk,,DEM,Alma Davis,25,22,3,0,0,0
Calhoun,Woodberry,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",8,4,4,0,0,0
Calhoun,Woodberry,Governor - DEM,,DEM,Mike Ross,17,17,0,0,0,0
Calhoun,Woodberry,Governor - REP,,REP,Asa Hutchinson,10,8,2,0,0,0
Calhoun,Woodberry,Governor - REP,,REP,Curtis Coleman,1,1,0,0,0,0
Calhoun,Woodberry,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,4,3,1,0,0,0
Calhoun,Woodberry,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,2,2,0,0,0,0
Calhoun,Woodberry,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,5,4,1,0,0,0
Calhoun,Woodberry,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,5,3,2,0,0,0
Calhoun,Woodberry,State Treasurer - REP,,REP,Representative Duncan Baird,5,5,0,0,0,0
Calhoun,Woodberry,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,5,3,2,0,0,0
Calhoun,Woodberry,U.S. Congress District 4 - REP,,REP,Tommy Moll,6,6,0,0,0,0
Calhoun,Woodberry,Unopposed Democrat Candidates,,DEM,For,22,18,4,0,0,0
Calhoun,Woodberry,Unopposed Republican Candidates,,REP,For,9,7,2,0,0,0
Arkansas,Almyra,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,39,32,5,2,0,0
Arkansas,Almyra,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,6,4,2,0,0,0
Arkansas,Almyra,Attorney General - REP,,REP,David Sterling,2,1,1,0,0,0
Arkansas,Almyra,Attorney General - REP,,REP,Leslie Rutledge,3,2,1,0,0,0
Arkansas,Almyra,Attorney General - REP,,REP,Patricia Nation,1,1,0,0,0,0
Arkansas,Almyra,Auditor of State - REP,,REP,Ken Yang,1,0,1,0,0,0
Arkansas,Almyra,Auditor of State - REP,,REP,Representative Andrea Lea,5,4,1,0,0,0
Arkansas,Almyra,County Judge,,DEM,"Glenn ""Sonny"" Cox",10,10,0,0,0,0
Arkansas,Almyra,County Judge,,DEM,Ryan Eagle,11,8,3,0,0,0
Arkansas,Almyra,County Judge,,DEM,"Thomas ""Eddie"" Best",26,22,2,2,0,0
Arkansas,Almyra,Governor,,DEM,"Lynette ""Doc"" Bryant",9,8,1,0,0,0
Arkansas,Almyra,Governor,,DEM,Mike Ross,36,30,4,2,0,0
Arkansas,Almyra,Governor - REP,,REP,Asa Hutchinson,6,4,2,0,0,0
Arkansas,Almyra,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,4,2,2,0,0,0
Arkansas,Almyra,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,2,0,0,0,0
Arkansas,Almyra,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,4,2,2,0,0,0
Arkansas,Almyra,State Treasurer - REP,,REP,Representative Duncan Baird,2,2,0,0,0,0
Arkansas,Arkansas,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,20,12,0,7,1,0
Arkansas,Arkansas,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,2,2,0,0,0,0
Arkansas,Arkansas,Attorney General - REP,,REP,Leslie Rutledge,1,1,0,0,0,0
Arkansas,Arkansas,Attorney General - REP,,REP,Patricia Nation,1,1,0,0,0,0
Arkansas,Arkansas,Auditor of State - REP,,REP,Ken Yang,1,1,0,0,0,0
Arkansas,Arkansas,Auditor of State - REP,,REP,Representative Andrea Lea,1,1,0,0,0,0
Arkansas,Arkansas,County Judge,,DEM,"Glenn ""Sonny"" Cox",3,3,0,0,0,0
Arkansas,Arkansas,County Judge,,DEM,Ryan Eagle,1,0,0,1,0,0
Arkansas,Arkansas,County Judge,,DEM,"Thomas ""Eddie"" Best",17,10,0,6,1,0
Arkansas,Arkansas,Governor,,DEM,"Lynette ""Doc"" Bryant",1,0,0,1,0,0
Arkansas,Arkansas,Governor,,DEM,Mike Ross,18,12,0,5,1,0
Arkansas,Arkansas,Governor - REP,,REP,Asa Hutchinson,2,2,0,0,0,0
Arkansas,Arkansas,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,2,2,0,0,0,0
Arkansas,Arkansas,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,2,2,0,0,0,0
Arkansas,Barton,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,23,17,4,1,1,0
Arkansas,Barton,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,10,8,1,1,0,0
Arkansas,Barton,Attorney General - REP,,REP,David Sterling,6,4,1,1,0,0
Arkansas,Barton,Attorney General - REP,,REP,Leslie Rutledge,6,6,0,0,0,0
Arkansas,Barton,Auditor of State - REP,,REP,Ken Yang,4,4,0,0,0,0
Arkansas,Barton,Auditor of State - REP,,REP,Representative Andrea Lea,8,6,1,1,0,0
Arkansas,Barton,County Judge,,DEM,"Glenn ""Sonny"" Cox",5,5,0,0,0,0
Arkansas,Barton,County Judge,,DEM,Ryan Eagle,9,7,2,0,0,0
Arkansas,Barton,County Judge,,DEM,"Thomas ""Eddie"" Best",11,7,2,1,1,0
Arkansas,Barton,Governor,,DEM,"Lynette ""Doc"" Bryant",10,8,1,1,0,0
Arkansas,Barton,Governor,,DEM,Mike Ross,14,10,3,0,1,0
Arkansas,Barton,Governor - REP,,REP,Asa Hutchinson,10,8,1,1,0,0
Arkansas,Barton,Governor - REP,,REP,Curtis Coleman,2,2,0,0,0,0
Arkansas,Barton,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,7,6,1,0,0,0
Arkansas,Barton,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,5,4,0,1,0,0
Arkansas,Barton,State Representative District 14 - REP,,REP,Buddy Fisher,7,6,0,1,0,0
Arkansas,Barton,State Representative District 14 - REP,,REP,Trent Eilts,4,3,1,0,0,0
Arkansas,Barton,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,9,7,1,1,0,0
Arkansas,Barton,State Treasurer - REP,,REP,Representative Duncan Baird,4,4,0,0,0,0
Arkansas,Bayou Meto,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,39,15,4,20,0,0
Arkansas,Bayou Meto,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,4,3,1,0,0,0
Arkansas,Bayou Meto,Attorney General - REP,,REP,Leslie Rutledge,4,3,1,0,0,0
Arkansas,Bayou Meto,Attorney General - REP,,REP,Patricia Nation,1,1,0,0,0,0
Arkansas,Bayou Meto,Auditor of State - REP,,REP,Representative Andrea Lea,5,4,1,0,0,0
Arkansas,Bayou Meto,County Judge,,DEM,"Glenn ""Sonny"" Cox",7,1,1,5,0,0
Arkansas,Bayou Meto,County Judge,,DEM,Ryan Eagle,5,0,1,4,0,0
Arkansas,Bayou Meto,County Judge,,DEM,"Thomas ""Eddie"" Best",33,18,2,13,0,0
Arkansas,Bayou Meto,Governor,,DEM,"Lynette ""Doc"" Bryant",4,3,0,1,0,0
Arkansas,Bayou Meto,Governor,,DEM,Mike Ross,36,13,4,19,0,0
Arkansas,Bayou Meto,Governor - REP,,REP,Asa Hutchinson,5,4,1,0,0,0
Arkansas,Bayou Meto,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,3,2,1,0,0,0
Arkansas,Bayou Meto,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,2,0,0,0,0
Arkansas,Bayou Meto,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,4,3,1,0,0,0
Arkansas,Bayou Meto,State Treasurer - REP,,REP,Representative Duncan Baird,1,1,0,0,0,0
Arkansas,Brewer,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,4,3,1,0,0,0
Arkansas,Brewer,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,1,0,1,0,0,0
Arkansas,Brewer,Attorney General - REP,,REP,Leslie Rutledge,1,0,1,0,0,0
Arkansas,Brewer,Auditor of State - REP,,REP,Representative Andrea Lea,1,0,1,0,0,0
Arkansas,Brewer,County Judge,,DEM,Ryan Eagle,2,1,1,0,0,0
Arkansas,Brewer,County Judge,,DEM,"Thomas ""Eddie"" Best",4,4,0,0,0,0
Arkansas,Brewer,Governor,,DEM,"Lynette ""Doc"" Bryant",1,1,0,0,0,0
Arkansas,Brewer,Governor,,DEM,Mike Ross,5,4,1,0,0,0
Arkansas,Brewer,Governor - REP,,REP,Asa Hutchinson,1,0,1,0,0,0
Arkansas,Brewer,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,1,0,1,0,0,0
Arkansas,Brewer,State Representative District 14 - REP,,REP,Trent Eilts,1,0,1,0,0,0
Arkansas,Brewer,State Treasurer - REP,,REP,Representative Duncan Baird,1,0,1,0,0,0
Arkansas,Chester,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,50,32,0,15,3,0
Arkansas,Chester,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,1,0,0,1,0,0
Arkansas,Chester,Attorney General - REP,,REP,David Sterling,1,0,0,1,0,0
Arkansas,Chester,Auditor of State - REP,,REP,Representative Andrea Lea,1,0,0,1,0,0
Arkansas,Chester,County Judge,,DEM,"Glenn ""Sonny"" Cox",3,1,0,2,0,0
Arkansas,Chester,County Judge,,DEM,Ryan Eagle,3,2,0,1,0,0
Arkansas,Chester,County Judge,,DEM,"Thomas ""Eddie"" Best",54,33,0,18,3,0
Arkansas,Chester,Governor,,DEM,"Lynette ""Doc"" Bryant",10,7,0,3,0,0
Arkansas,Chester,Governor,,DEM,Mike Ross,47,28,0,16,3,0
Arkansas,Chester,Governor - REP,,REP,Asa Hutchinson,1,0,0,1,0,0
Arkansas,Chester,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,0,0,1,0,0
Arkansas,Chester,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,1,0,0,1,0,0
Arkansas,Crockett,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,16,13,0,3,0,0
Arkansas,Crockett,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,3,3,0,0,0,0
Arkansas,Crockett,Attorney General - REP,,REP,Leslie Rutledge,2,2,0,0,0,0
Arkansas,Crockett,Attorney General - REP,,REP,Patricia Nation,1,1,0,0,0,0
Arkansas,Crockett,Auditor of State - REP,,REP,Representative Andrea Lea,3,3,0,0,0,0
Arkansas,Crockett,County Judge,,DEM,"Glenn ""Sonny"" Cox",6,6,0,0,0,0
Arkansas,Crockett,County Judge,,DEM,Ryan Eagle,1,1,0,0,0,0
Arkansas,Crockett,County Judge,,DEM,"Thomas ""Eddie"" Best",11,7,0,4,0,0
Arkansas,Crockett,Governor,,DEM,"Lynette ""Doc"" Bryant",3,3,0,0,0,0
Arkansas,Crockett,Governor,,DEM,Mike Ross,14,10,0,4,0,0
Arkansas,Crockett,Governor - REP,,REP,Asa Hutchinson,3,3,0,0,0,0
Arkansas,Crockett,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,2,2,0,0,0,0
Arkansas,Crockett,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Arkansas,Crockett,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,2,2,0,0,0,0
Arkansas,Crockett,State Treasurer - REP,,REP,Representative Duncan Baird,1,1,0,0,0,0
Arkansas,DeWitt Ward 1,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,62,31,0,30,1,0
Arkansas,DeWitt Ward 1,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,4,2,0,2,0,0
Arkansas,DeWitt Ward 1,Attorney General - REP,,REP,David Sterling,2,1,0,1,0,0
Arkansas,DeWitt Ward 1,Attorney General - REP,,REP,Leslie Rutledge,3,2,0,1,0,0
Arkansas,DeWitt Ward 1,Auditor of State - REP,,REP,Representative Andrea Lea,5,3,0,2,0,0
Arkansas,DeWitt Ward 1,County Judge,,DEM,"Glenn ""Sonny"" Cox",13,7,0,5,1,0
Arkansas,DeWitt Ward 1,County Judge,,DEM,Ryan Eagle,11,7,0,4,0,0
Arkansas,DeWitt Ward 1,County Judge,,DEM,"Thomas ""Eddie"" Best",52,25,0,27,0,0
Arkansas,DeWitt Ward 1,Governor,,DEM,"Lynette ""Doc"" Bryant",12,8,0,4,0,0
Arkansas,DeWitt Ward 1,Governor,,DEM,Mike Ross,59,26,0,32,1,0
Arkansas,DeWitt Ward 1,Governor - REP,,REP,Asa Hutchinson,5,3,0,2,0,0
Arkansas,DeWitt Ward 1,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,4,2,0,2,0,0
Arkansas,DeWitt Ward 1,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Arkansas,DeWitt Ward 1,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,3,3,0,0,0,0
Arkansas,DeWitt Ward 1,State Treasurer - REP,,REP,Representative Duncan Baird,2,0,0,2,0,0
Arkansas,DeWitt Ward 2,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,118,58,2,55,3,0
Arkansas,DeWitt Ward 2,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,8,5,0,3,0,0
Arkansas,DeWitt Ward 2,Attorney General - REP,,REP,David Sterling,3,1,0,2,0,0
Arkansas,DeWitt Ward 2,Attorney General - REP,,REP,Leslie Rutledge,5,4,0,1,0,0
Arkansas,DeWitt Ward 2,Attorney General - REP,,REP,Patricia Nation,1,0,0,1,0,0
Arkansas,DeWitt Ward 2,Auditor of State - REP,,REP,Ken Yang,1,0,0,1,0,0
Arkansas,DeWitt Ward 2,Auditor of State - REP,,REP,Representative Andrea Lea,8,5,0,3,0,0
Arkansas,DeWitt Ward 2,County Judge,,DEM,"Glenn ""Sonny"" Cox",17,11,1,4,1,0
Arkansas,DeWitt Ward 2,County Judge,,DEM,Ryan Eagle,9,1,1,7,0,0
Arkansas,DeWitt Ward 2,County Judge,,DEM,"Thomas ""Eddie"" Best",122,58,0,62,2,0
Arkansas,DeWitt Ward 2,Governor,,DEM,"Lynette ""Doc"" Bryant",24,11,1,12,0,0
Arkansas,DeWitt Ward 2,Governor,,DEM,Mike Ross,118,57,1,57,3,0
Arkansas,DeWitt Ward 2,Governor - REP,,REP,Asa Hutchinson,7,5,0,2,0,0
Arkansas,DeWitt Ward 2,Governor - REP,,REP,Curtis Coleman,2,0,0,2,0,0
Arkansas,DeWitt Ward 2,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,5,2,0,3,0,0
Arkansas,DeWitt Ward 2,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,1,1,0,0,0,0
Arkansas,DeWitt Ward 2,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,1,0,1,0,0
Arkansas,DeWitt Ward 2,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,5,2,0,3,0,0
Arkansas,DeWitt Ward 2,State Treasurer - REP,,REP,Representative Duncan Baird,3,2,0,1,0,0
Arkansas,DeWitt Ward 3,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,146,89,2,54,1,0
Arkansas,DeWitt Ward 3,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,32,18,0,14,0,0
Arkansas,DeWitt Ward 3,Attorney General - REP,,REP,David Sterling,11,8,0,3,0,0
Arkansas,DeWitt Ward 3,Attorney General - REP,,REP,Leslie Rutledge,14,9,0,5,0,0
Arkansas,DeWitt Ward 3,Attorney General - REP,,REP,Patricia Nation,7,1,0,6,0,0
Arkansas,DeWitt Ward 3,Auditor of State - REP,,REP,Ken Yang,8,4,0,4,0,0
Arkansas,DeWitt Ward 3,Auditor of State - REP,,REP,Representative Andrea Lea,22,12,0,10,0,0
Arkansas,DeWitt Ward 3,County Judge,,DEM,"Glenn ""Sonny"" Cox",31,19,0,12,0,0
Arkansas,DeWitt Ward 3,County Judge,,DEM,Ryan Eagle,18,9,1,8,0,0
Arkansas,DeWitt Ward 3,County Judge,,DEM,"Thomas ""Eddie"" Best",129,74,1,53,1,0
Arkansas,DeWitt Ward 3,Governor,,DEM,"Lynette ""Doc"" Bryant",31,17,1,13,0,0
Arkansas,DeWitt Ward 3,Governor,,DEM,Mike Ross,138,82,1,54,1,0
Arkansas,DeWitt Ward 3,Governor - REP,,REP,Asa Hutchinson,29,20,0,9,0,0
Arkansas,DeWitt Ward 3,Governor - REP,,REP,Curtis Coleman,5,0,0,5,0,0
Arkansas,DeWitt Ward 3,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,22,13,0,9,0,0
Arkansas,DeWitt Ward 3,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,2,1,0,1,0,0
Arkansas,DeWitt Ward 3,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,8,4,0,4,0,0
Arkansas,DeWitt Ward 3,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,22,12,0,10,0,0
Arkansas,DeWitt Ward 3,State Treasurer - REP,,REP,Representative Duncan Baird,10,6,0,4,0,0
Arkansas,Garland,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,22,16,3,3,0,0
Arkansas,Garland,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,8,6,2,0,0,0
Arkansas,Garland,Attorney General - REP,,REP,David Sterling,2,1,1,0,0,0
Arkansas,Garland,Attorney General - REP,,REP,Leslie Rutledge,5,4,1,0,0,0
Arkansas,Garland,Attorney General - REP,,REP,Patricia Nation,2,1,0,1,0,0
Arkansas,Garland,Auditor of State - REP,,REP,Ken Yang,1,0,0,1,0,0
Arkansas,Garland,Auditor of State - REP,,REP,Representative Andrea Lea,5,3,2,0,0,0
Arkansas,Garland,County Judge,,DEM,"Glenn ""Sonny"" Cox",11,9,2,0,0,0
Arkansas,Garland,County Judge,,DEM,Ryan Eagle,4,2,1,1,0,0
Arkansas,Garland,County Judge,,DEM,"Thomas ""Eddie"" Best",7,5,0,2,0,0
Arkansas,Garland,Governor,,DEM,"Lynette ""Doc"" Bryant",2,2,0,0,0,0
Arkansas,Garland,Governor,,DEM,Mike Ross,19,13,3,3,0,0
Arkansas,Garland,Governor - REP,,REP,Asa Hutchinson,6,4,2,0,0,0
Arkansas,Garland,Governor - REP,,REP,Curtis Coleman,3,2,0,1,0,0
Arkansas,Garland,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,6,5,1,0,0,0
Arkansas,Garland,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,1,0,0,1,0,0
Arkansas,Garland,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,1,1,0,0,0
Arkansas,Garland,State Representative District 14 - REP,,REP,Buddy Fisher,2,1,0,1,0,0
Arkansas,Garland,State Representative District 14 - REP,,REP,Trent Eilts,7,5,2,0,0,0
Arkansas,Garland,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,8,5,2,1,0,0
Arkansas,Garland,State Treasurer - REP,,REP,Representative Duncan Baird,1,1,0,0,0,0
Arkansas,Gillett Ward 1,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,38,37,0,1,0,0
Arkansas,Gillett Ward 1,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,2,2,0,0,0,0
Arkansas,Gillett Ward 1,Attorney General - REP,,REP,David Sterling,1,1,0,0,0,0
Arkansas,Gillett Ward 1,Attorney General - REP,,REP,Patricia Nation,1,1,0,0,0,0
Arkansas,Gillett Ward 1,Auditor of State - REP,,REP,Representative Andrea Lea,2,2,0,0,0,0
Arkansas,Gillett Ward 1,County Judge,,DEM,"Glenn ""Sonny"" Cox",8,8,0,0,0,0
Arkansas,Gillett Ward 1,County Judge,,DEM,Ryan Eagle,1,1,0,0,0,0
Arkansas,Gillett Ward 1,County Judge,,DEM,"Thomas ""Eddie"" Best",33,32,0,1,0,0
Arkansas,Gillett Ward 1,Governor,,DEM,"Lynette ""Doc"" Bryant",4,4,0,0,0,0
Arkansas,Gillett Ward 1,Governor,,DEM,Mike Ross,34,33,0,1,0,0
Arkansas,Gillett Ward 1,Governor - REP,,REP,Asa Hutchinson,1,1,0,0,0,0
Arkansas,Gillett Ward 1,Governor - REP,,REP,Curtis Coleman,1,1,0,0,0,0
Arkansas,Gillett Ward 1,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,1,1,0,0,0,0
Arkansas,Gillett Ward 1,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Arkansas,Gillett Ward 1,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,1,1,0,0,0,0
Arkansas,Gillett Ward 1,State Treasurer - REP,,REP,Representative Duncan Baird,1,1,0,0,0,0
Arkansas,Gillett Ward 2,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,45,40,0,5,0,0
Arkansas,Gillett Ward 2,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,6,6,0,0,0,0
Arkansas,Gillett Ward 2,Attorney General - REP,,REP,Leslie Rutledge,3,3,0,0,0,0
Arkansas,Gillett Ward 2,Attorney General - REP,,REP,Patricia Nation,2,2,0,0,0,0
Arkansas,Gillett Ward 2,Auditor of State - REP,,REP,Ken Yang,2,2,0,0,0,0
Arkansas,Gillett Ward 2,Auditor of State - REP,,REP,Representative Andrea Lea,4,4,0,0,0,0
Arkansas,Gillett Ward 2,County Judge,,DEM,"Glenn ""Sonny"" Cox",10,8,0,2,0,0
Arkansas,Gillett Ward 2,County Judge,,DEM,Ryan Eagle,5,2,0,3,0,0
Arkansas,Gillett Ward 2,County Judge,,DEM,"Thomas ""Eddie"" Best",37,35,0,2,0,0
Arkansas,Gillett Ward 2,Governor,,DEM,"Lynette ""Doc"" Bryant",11,9,0,2,0,0
Arkansas,Gillett Ward 2,Governor,,DEM,Mike Ross,37,33,0,4,0,0
Arkansas,Gillett Ward 2,Governor - REP,,REP,Asa Hutchinson,5,5,0,0,0,0
Arkansas,Gillett Ward 2,Governor - REP,,REP,Curtis Coleman,2,2,0,0,0,0
Arkansas,Gillett Ward 2,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,7,7,0,0,0,0
Arkansas,Gillett Ward 2,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,1,1,0,0,0,0
Arkansas,Gillett Ward 2,State Treasurer - REP,,REP,Representative Duncan Baird,4,4,0,0,0,0
Arkansas,Gillett Ward 3,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,23,20,0,3,0,0
Arkansas,Gillett Ward 3,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,2,2,0,0,0,0
Arkansas,Gillett Ward 3,Attorney General - REP,,REP,David Sterling,2,2,0,0,0,0
Arkansas,Gillett Ward 3,Auditor of State - REP,,REP,Ken Yang,1,1,0,0,0,0
Arkansas,Gillett Ward 3,Auditor of State - REP,,REP,Representative Andrea Lea,1,1,0,0,0,0
Arkansas,Gillett Ward 3,County Judge,,DEM,"Glenn ""Sonny"" Cox",4,4,0,0,0,0
Arkansas,Gillett Ward 3,County Judge,,DEM,Ryan Eagle,2,1,0,1,0,0
Arkansas,Gillett Ward 3,County Judge,,DEM,"Thomas ""Eddie"" Best",18,15,0,3,0,0
Arkansas,Gillett Ward 3,Governor,,DEM,"Lynette ""Doc"" Bryant",3,3,0,0,0,0
Arkansas,Gillett Ward 3,Governor,,DEM,Mike Ross,18,15,0,3,0,0
Arkansas,Gillett Ward 3,Governor - REP,,REP,Asa Hutchinson,2,2,0,0,0,0
Arkansas,Gillett Ward 3,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,1,1,0,0,0,0
Arkansas,Gillett Ward 3,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,1,1,0,0,0,0
Arkansas,Gillett Ward 3,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,2,2,0,0,0,0
Arkansas,Gum Pond,All Unopposed Democratic Candidates,,DEM,Vote for all Unopposed,34,18,15,0,1,0
Arkansas,Gum Pond,All Unopposed Republican Candidates,,REP,Vote for all Unopposed,13,10,3,0,0,0
Arkansas,Gum Pond,Attorney General - REP,,REP,David Sterling,4,3,1,0,0,0
Arkansas,Gum Pond,Attorney General - REP,,REP,Leslie Rutledge,8,6,2,0,0,0
Arkansas,Gum Pond,Attorney General - REP,,REP,Patricia Nation,1,1,0,0,0,0
Arkansas,Gum Pond,Auditor of State - REP,,REP,Ken Yang,1,1,0,0,0,0
Arkansas,Gum Pond,Auditor of State - REP,,REP,Representative Andrea Lea,12,9,3,0,0,0
Arkansas,Gum Pond,County Judge,,DEM,"Glenn ""Sonny"" Cox",17,11,5,0,1,0
Arkansas,Gum Pond,County Judge,,DEM,Ryan Eagle,18,8,10,0,0,0
Arkansas,Gum Pond,County Judge,,DEM,"Thomas ""Eddie"" Best",1,1,0,0,0,0
Arkansas,Gum Pond,Governor,,DEM,"Lynette ""Doc"" Bryant",7,4,3,0,0,0
Arkansas,Gum Pond,Governor,,DEM,Mike Ross,27,15,11,0,1,0
Arkansas,Gum Pond,Governor - REP,,REP,Asa Hutchinson,14,11,3,0,0,0
Arkansas,Gum Pond,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,10,8,2,0,0,0
