county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional,hand_count
Garland,The Grove Church,CONSTABLE HOT SPRINGS TOWNSHIP,,REP,RICHARD PRATCHARD,349,205,136,8,0,0
Garland,The Grove Church,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",10,4,6,0,0,0
Garland,The Grove Church,Governor - DEM,,DEM,Mike Ross,264,132,130,2,0,0
Garland,The Grove Church,Governor - REP,,REP,Asa Hutchinson,591,329,250,12,0,0
Garland,The Grove Church,Governor - REP,,REP,Curtis Coleman,231,122,108,1,0,0
Garland,The Grove Church,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,551,301,239,11,0,0
Garland,The Grove Church,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,123,69,53,1,0,0
Garland,The Grove Church,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,127,71,55,1,0,0
Garland,The Grove Church,SHERIFF,,REP,FRED HAWTHORN,338,199,136,3,0,0
Garland,The Grove Church,SHERIFF,,REP,RONALD DUNN,93,46,47,0,0,0
Garland,The Grove Church,SHERIFF,,REP,SCOTTY DODD,345,183,154,8,0,0
Garland,The Grove Church,SHERIFF,,REP,TOM HICKOX,36,22,14,0,0,0
Garland,The Grove Church,State Senate District 14 - REP,,REP,Jerry Neal,316,192,120,4,0,0
Garland,The Grove Church,State Senate District 14 - REP,,REP,Sen Bill Sample,494,254,232,8,0,0
Garland,The Grove Church,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,474,275,196,3,0,0
Garland,The Grove Church,State Treasurer - REP,,REP,Representative Duncan Baird,270,138,124,8,0,0
Garland,The Grove Church,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,569,315,249,5,0,0
Garland,The Grove Church,U.S. Congress District 4 - REP,,REP,Tommy Moll,260,143,110,7,0,0
Garland,The Grove Church,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,256,124,130,2,0,0
Garland,The Grove Church,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,720,388,319,13,0,0
Garland,Unitarian Village Ch.,ASSESSOR,,REP,GARY M WEST,297,152,142,3,0,0
Garland,Unitarian Village Ch.,ASSESSOR,,REP,SHANNON SHARP,554,277,274,3,0,0
Garland,Unitarian Village Ch.,Attorney General - REP,,REP,David Sterling,280,116,160,4,0,0
Garland,Unitarian Village Ch.,Attorney General - REP,,REP,Leslie Rutledge,376,216,160,0,0,0
Garland,Unitarian Village Ch.,Attorney General - REP,,REP,Patricia Nation,187,98,87,2,0,0
Garland,Unitarian Village Ch.,Auditor of State - REP,,REP,Ken Yang,365,163,197,5,0,0
Garland,Unitarian Village Ch.,Auditor of State - REP,,REP,Representative Andrea Lea,464,257,206,1,0,0
Garland,Unitarian Village Ch.,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",18,15,3,0,0,0
Garland,Unitarian Village Ch.,Governor - DEM,,DEM,Mike Ross,174,94,78,2,0,0
Garland,Unitarian Village Ch.,Governor - REP,,REP,Asa Hutchinson,574,301,270,3,0,0
Garland,Unitarian Village Ch.,Governor - REP,,REP,Curtis Coleman,320,155,162,3,0,0
Garland,Unitarian Village Ch.,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,590,297,290,3,0,0
Garland,Unitarian Village Ch.,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,156,77,77,2,0,0
Garland,Unitarian Village Ch.,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,137,72,64,1,0,0
Garland,Unitarian Village Ch.,SHERIFF,,REP,FRED HAWTHORN,218,103,113,2,0,0
Garland,Unitarian Village Ch.,SHERIFF,,REP,RONALD DUNN,154,68,85,1,0,0
Garland,Unitarian Village Ch.,SHERIFF,,REP,SCOTTY DODD,180,114,66,0,0,0
Garland,Unitarian Village Ch.,SHERIFF,,REP,TOM HICKOX,291,141,147,3,0,0
Garland,Unitarian Village Ch.,State Representative District 22 - REP,,REP,Donald Laymon,352,176,171,5,0,0
Garland,Unitarian Village Ch.,State Representative District 22 - REP,,REP,JP Mickey Gates,497,258,238,1,0,0
Garland,Unitarian Village Ch.,State Senate District 14 - REP,,REP,Jerry Neal,449,235,208,6,0,0
Garland,Unitarian Village Ch.,State Senate District 14 - REP,,REP,Sen Bill Sample,436,215,221,0,0,0
Garland,Unitarian Village Ch.,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,483,236,242,5,0,0
Garland,Unitarian Village Ch.,State Treasurer - REP,,REP,Representative Duncan Baird,325,175,149,1,0,0
Garland,Unitarian Village Ch.,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,652,330,317,5,0,0
Garland,Unitarian Village Ch.,U.S. Congress District 4 - REP,,REP,Tommy Moll,244,127,116,1,0,0
Garland,Unitarian Village Ch.,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,168,90,76,2,0,0
Garland,Unitarian Village Ch.,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,739,370,365,4,0,0
Garland,Village Bible Church,ASSESSOR,,REP,GARY M WEST,305,131,168,6,0,0
Garland,Village Bible Church,ASSESSOR,,REP,SHANNON SHARP,414,217,194,3,0,0
Garland,Village Bible Church,Attorney General - REP,,REP,David Sterling,282,99,178,5,0,0
Garland,Village Bible Church,Attorney General - REP,,REP,Leslie Rutledge,313,194,115,4,0,0
Garland,Village Bible Church,Attorney General - REP,,REP,Patricia Nation,143,66,77,0,0,0
Garland,Village Bible Church,Auditor of State - REP,,REP,Ken Yang,309,126,179,4,0,0
Garland,Village Bible Church,Auditor of State - REP,,REP,Representative Andrea Lea,421,225,190,6,0,0
Garland,Village Bible Church,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,27,13,14,0,0,0
Garland,Village Bible Church,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,12,5,6,1,0,0
Garland,Village Bible Church,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",9,5,4,0,0,0
Garland,Village Bible Church,Governor - DEM,,DEM,Mike Ross,112,54,56,2,0,0
Garland,Village Bible Church,Governor - REP,,REP,Asa Hutchinson,447,229,214,4,0,0
Garland,Village Bible Church,Governor - REP,,REP,Curtis Coleman,322,146,170,6,0,0
Garland,Village Bible Church,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,546,242,298,6,0,0
Garland,Village Bible Church,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,107,65,42,0,0,0
Garland,Village Bible Church,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,102,59,39,4,0,0
Garland,Village Bible Church,SHERIFF,,REP,FRED HAWTHORN,170,77,90,3,0,0
Garland,Village Bible Church,SHERIFF,,REP,RONALD DUNN,115,62,52,1,0,0
Garland,Village Bible Church,SHERIFF,,REP,SCOTTY DODD,175,79,95,1,0,0
Garland,Village Bible Church,SHERIFF,,REP,TOM HICKOX,262,129,129,4,0,0
Garland,Village Bible Church,State Representative District 22 - REP,,REP,Donald Laymon,308,144,162,2,0,0
Garland,Village Bible Church,State Representative District 22 - REP,,REP,JP Mickey Gates,416,201,208,7,0,0
Garland,Village Bible Church,State Senate District 14 - REP,,REP,Jerry Neal,402,195,201,6,0,0
Garland,Village Bible Church,State Senate District 14 - REP,,REP,Sen Bill Sample,361,177,181,3,0,0
Garland,Village Bible Church,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,434,182,244,8,0,0
Garland,Village Bible Church,State Treasurer - REP,,REP,Representative Duncan Baird,291,163,126,2,0,0
Garland,Village Bible Church,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,574,268,298,8,0,0
Garland,Village Bible Church,U.S. Congress District 4 - REP,,REP,Tommy Moll,192,109,82,1,0,0
Garland,Village Bible Church,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,104,49,54,1,0,0
Garland,Village Bible Church,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,644,301,334,9,0,0
Garland,Webb Center,ASSESSOR,,REP,GARY M WEST,14,1,12,0,1,0
Garland,Webb Center,ASSESSOR,,REP,SHANNON SHARP,27,14,12,1,0,0
Garland,Webb Center,Attorney General - REP,,REP,David Sterling,18,7,10,0,1,0
Garland,Webb Center,Attorney General - REP,,REP,Leslie Rutledge,13,6,7,0,0,0
Garland,Webb Center,Attorney General - REP,,REP,Patricia Nation,11,4,6,1,0,0
Garland,Webb Center,Auditor of State - REP,,REP,Ken Yang,15,6,9,0,0,0
Garland,Webb Center,Auditor of State - REP,,REP,Representative Andrea Lea,27,10,15,1,1,0
Garland,Webb Center,CONSTABLE HOT SPRINGS TOWNSHIP,,REP,ERIC T. GRIMMETT,15,6,9,0,0,0
Garland,Webb Center,CONSTABLE HOT SPRINGS TOWNSHIP,,REP,RICHARD PRATCHARD,24,8,14,1,1,0
Garland,Webb Center,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",20,13,6,1,0,0
Garland,Webb Center,Governor - DEM,,DEM,Mike Ross,103,65,36,2,0,0
Garland,Webb Center,Governor - REP,,REP,Asa Hutchinson,29,12,15,1,1,0
Garland,Webb Center,Governor - REP,,REP,Curtis Coleman,14,5,9,0,0,0
Garland,Webb Center,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,26,10,15,0,1,0
Garland,Webb Center,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,6,2,4,0,0,0
Garland,Webb Center,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,10,5,4,1,0,0
Garland,Webb Center,SHERIFF,,REP,FRED HAWTHORN,19,7,11,1,0,0
Garland,Webb Center,SHERIFF,,REP,RONALD DUNN,4,1,2,0,1,0
Garland,Webb Center,SHERIFF,,REP,SCOTTY DODD,15,5,10,0,0,0
Garland,Webb Center,SHERIFF,,REP,TOM HICKOX,4,3,1,0,0,0
Garland,Webb Center,State Senate District 14 - REP,,REP,Jerry Neal,7,3,4,0,0,0
Garland,Webb Center,State Senate District 14 - REP,,REP,Sen Bill Sample,16,6,9,1,0,0
Garland,Webb Center,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,26,9,15,1,1,0
Garland,Webb Center,State Treasurer - REP,,REP,Representative Duncan Baird,15,7,8,0,0,0
Garland,Webb Center,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,31,13,18,0,0,0
Garland,Webb Center,U.S. Congress District 4 - REP,,REP,Tommy Moll,12,4,6,1,1,0
Garland,Webb Center,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,98,59,36,3,0,0
Garland,Webb Center,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,35,14,20,1,0,0
Franklin,1-A Oz. Wd. 1,Attorney General - REP,,REP,David Sterling,19,9,10,0,0,0
Franklin,1-A Oz. Wd. 1,Attorney General - REP,,REP,Leslie Rutledge,18,13,5,0,0,0
Franklin,1-A Oz. Wd. 1,Attorney General - REP,,REP,Patricia Nation,3,0,3,0,0,0
Franklin,1-A Oz. Wd. 1,Auditor of State - REP,,REP,Ken Yang,9,5,4,0,0,0
Franklin,1-A Oz. Wd. 1,Auditor of State - REP,,REP,Representative Andrea Lea,30,16,14,0,0,0
Franklin,1-A Oz. Wd. 1,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,65,30,35,0,0,0
Franklin,1-A Oz. Wd. 1,Constable White Oak Township,,DEM,Danny Harrington,44,22,22,0,0,0
Franklin,1-A Oz. Wd. 1,Constable White Oak Township,,DEM,"Doyle E. ""Spider"" Bowman",22,8,14,0,0,0
Franklin,1-A Oz. Wd. 1,County Clerk,,DEM,De Anna Schmalz,49,21,28,0,0,0
Franklin,1-A Oz. Wd. 1,County Clerk,,DEM,Rita Fisher-Wigington,18,10,8,0,0,0
Franklin,1-A Oz. Wd. 1,County Judge,,DEM,Dewayne Freeman,15,12,3,0,0,0
Franklin,1-A Oz. Wd. 1,County Judge,,DEM,Larry Stacy,5,2,3,0,0,0
Franklin,1-A Oz. Wd. 1,County Judge,,DEM,Loren Maier,17,5,12,0,0,0
Franklin,1-A Oz. Wd. 1,County Judge,,DEM,Rickey Bowman,32,12,20,0,0,0
Franklin,1-A Oz. Wd. 1,County Judge,,REP,Cody B. Sosebee,11,8,3,0,0,0
Franklin,1-A Oz. Wd. 1,County Judge,,REP,Fred W. Nichols,27,13,14,0,0,0
Franklin,1-A Oz. Wd. 1,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",12,4,8,0,0,0
Franklin,1-A Oz. Wd. 1,Governor - DEM,,DEM,Mike Ross,52,27,25,0,0,0
Franklin,1-A Oz. Wd. 1,Governor - REP,,REP,Asa Hutchinson,36,20,16,0,0,0
Franklin,1-A Oz. Wd. 1,Governor - REP,,REP,Curtis Coleman,5,2,3,0,0,0
Franklin,1-A Oz. Wd. 1,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,26,14,12,0,0,0
Franklin,1-A Oz. Wd. 1,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,6,5,1,0,0,0
Franklin,1-A Oz. Wd. 1,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,7,3,4,0,0,0
Franklin,1-A Oz. Wd. 1,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,17,10,7,0,0,0
Franklin,1-A Oz. Wd. 1,State Treasurer - REP,,REP,Representative Duncan Baird,21,11,10,0,0,0
Franklin,1-A Oz. Wd. 1,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,19,14,5,0,0,0
Franklin,1-A Oz. Wd. 1,U.S. Congress District 4 - REP,,REP,Tommy Moll,20,7,13,0,0,0
Franklin,1-A Oz. Wd. 1,Unopposed Democrat Candidate,,DEM,FOR,57,27,30,0,0,0
Franklin,1-A Oz. Wd. 1,Unopposed Republican Candidate,,REP,FOR,35,18,17,0,0,0
Franklin,1-B Oz. Wd. 2,Attorney General - REP,,REP,David Sterling,13,7,6,0,0,0
Franklin,1-B Oz. Wd. 2,Attorney General - REP,,REP,Leslie Rutledge,20,10,9,1,0,0
Franklin,1-B Oz. Wd. 2,Attorney General - REP,,REP,Patricia Nation,4,3,1,0,0,0
Franklin,1-B Oz. Wd. 2,Auditor of State - REP,,REP,Ken Yang,10,5,5,0,0,0
Franklin,1-B Oz. Wd. 2,Auditor of State - REP,,REP,Representative Andrea Lea,26,15,10,1,0,0
Franklin,1-B Oz. Wd. 2,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,151,72,79,0,0,0
Franklin,1-B Oz. Wd. 2,Constable White Oak Township,,DEM,Danny Harrington,105,48,53,3,0,1
Franklin,1-B Oz. Wd. 2,Constable White Oak Township,,DEM,"Doyle E. ""Spider"" Bowman",60,28,32,0,0,0
Franklin,1-B Oz. Wd. 2,County Clerk,,DEM,De Anna Schmalz,113,47,63,2,0,1
Franklin,1-B Oz. Wd. 2,County Clerk,,DEM,Rita Fisher-Wigington,53,30,22,1,0,0
Franklin,1-B Oz. Wd. 2,County Judge,,DEM,Dewayne Freeman,47,19,26,2,0,0
Franklin,1-B Oz. Wd. 2,County Judge,,DEM,Larry Stacy,5,2,3,0,0,0
Franklin,1-B Oz. Wd. 2,County Judge,,DEM,Loren Maier,14,6,8,0,0,0
Franklin,1-B Oz. Wd. 2,County Judge,,DEM,Rickey Bowman,98,46,50,1,0,1
Franklin,1-B Oz. Wd. 2,County Judge,,REP,Cody B. Sosebee,7,5,2,0,0,0
Franklin,1-B Oz. Wd. 2,County Judge,,REP,Fred W. Nichols,31,15,15,1,0,0
Franklin,1-B Oz. Wd. 2,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",38,19,18,1,0,0
Franklin,1-B Oz. Wd. 2,Governor - DEM,,DEM,Mike Ross,124,55,66,2,0,1
Franklin,1-B Oz. Wd. 2,Governor - REP,,REP,Asa Hutchinson,29,14,14,1,0,0
Franklin,1-B Oz. Wd. 2,Governor - REP,,REP,Curtis Coleman,8,6,2,0,0,0
Franklin,1-B Oz. Wd. 2,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,22,11,10,1,0,0
Franklin,1-B Oz. Wd. 2,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,12,6,6,0,0,0
Franklin,1-B Oz. Wd. 2,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,3,3,0,0,0,0
Franklin,1-B Oz. Wd. 2,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,21,12,8,1,0,0
Franklin,1-B Oz. Wd. 2,State Treasurer - REP,,REP,Representative Duncan Baird,15,8,7,0,0,0
Franklin,1-B Oz. Wd. 2,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,9,5,4,0,0,0
Franklin,1-B Oz. Wd. 2,U.S. Congress District 4 - REP,,REP,Tommy Moll,28,15,12,1,0,0
Franklin,1-B Oz. Wd. 2,Unopposed Democrat Candidate,,DEM,FOR,146,70,76,0,0,0
Franklin,1-B Oz. Wd. 2,Unopposed Republican Candidate,,REP,FOR,30,16,14,0,0,0
Franklin,1-C Oz.Rural,Attorney General - REP,,REP,David Sterling,2,2,0,0,0,0
Franklin,1-C Oz.Rural,Auditor of State - REP,,REP,Representative Andrea Lea,2,2,0,0,0,0
Franklin,1-C Oz.Rural,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,1,0,1,0,0,0
Franklin,1-C Oz.Rural,County Clerk,,DEM,De Anna Schmalz,1,0,1,0,0,0
Franklin,1-C Oz.Rural,County Judge,,DEM,Dewayne Freeman,1,0,1,0,0,0
Franklin,1-C Oz.Rural,County Judge,,REP,Fred W. Nichols,2,2,0,0,0,0
Franklin,1-C Oz.Rural,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",1,0,1,0,0,0
Franklin,1-C Oz.Rural,Governor - REP,,REP,Asa Hutchinson,2,2,0,0,0,0
Franklin,1-C Oz.Rural,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,1,1,0,0,0,0
Franklin,1-C Oz.Rural,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Franklin,1-C Oz.Rural,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,2,2,0,0,0,0
Franklin,1-C Oz.Rural,U.S. Congress District 4 - REP,,REP,Tommy Moll,2,2,0,0,0,0
Franklin,1-C Oz.Rural,Unopposed Democrat Candidate,,DEM,FOR,1,0,1,0,0,0
Franklin,1-C Oz.Rural,Unopposed Republican Candidate,,REP,FOR,2,2,0,0,0,0
Franklin,2-A Oz. Wd. 2,Attorney General - REP,,REP,David Sterling,12,9,3,0,0,0
Franklin,2-A Oz. Wd. 2,Attorney General - REP,,REP,Leslie Rutledge,15,11,4,0,0,0
Franklin,2-A Oz. Wd. 2,Attorney General - REP,,REP,Patricia Nation,9,5,4,0,0,0
Franklin,2-A Oz. Wd. 2,Auditor of State - REP,,REP,Ken Yang,10,6,4,0,0,0
Franklin,2-A Oz. Wd. 2,Auditor of State - REP,,REP,Representative Andrea Lea,21,14,7,0,0,0
Franklin,2-A Oz. Wd. 2,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,119,57,62,0,0,0
Franklin,2-A Oz. Wd. 2,Constable White Oak Township,,DEM,Danny Harrington,85,45,37,3,0,0
Franklin,2-A Oz. Wd. 2,Constable White Oak Township,,DEM,"Doyle E. ""Spider"" Bowman",47,17,30,0,0,0
Franklin,2-A Oz. Wd. 2,County Clerk,,DEM,De Anna Schmalz,86,36,47,3,0,0
Franklin,2-A Oz. Wd. 2,County Clerk,,DEM,Rita Fisher-Wigington,48,25,22,1,0,0
Franklin,2-A Oz. Wd. 2,County Judge,,DEM,Dewayne Freeman,30,12,18,0,0,0
Franklin,2-A Oz. Wd. 2,County Judge,,DEM,Larry Stacy,7,5,2,0,0,0
Franklin,2-A Oz. Wd. 2,County Judge,,DEM,Loren Maier,18,8,10,0,0,0
Franklin,2-A Oz. Wd. 2,County Judge,,DEM,Rickey Bowman,81,37,40,4,0,0
Franklin,2-A Oz. Wd. 2,County Judge,,REP,Cody B. Sosebee,14,7,7,0,0,0
Franklin,2-A Oz. Wd. 2,County Judge,,REP,Fred W. Nichols,24,20,4,0,0,0
Franklin,2-A Oz. Wd. 2,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",20,13,7,0,0,0
Franklin,2-A Oz. Wd. 2,Governor - DEM,,DEM,Mike Ross,108,46,58,4,0,0
Franklin,2-A Oz. Wd. 2,Governor - REP,,REP,Asa Hutchinson,28,20,8,0,0,0
Franklin,2-A Oz. Wd. 2,Governor - REP,,REP,Curtis Coleman,8,5,3,0,0,0
Franklin,2-A Oz. Wd. 2,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,22,18,4,0,0,0
Franklin,2-A Oz. Wd. 2,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,11,5,6,0,0,0
Franklin,2-A Oz. Wd. 2,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,1,1,0,0,0
Franklin,2-A Oz. Wd. 2,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,16,11,5,0,0,0
Franklin,2-A Oz. Wd. 2,State Treasurer - REP,,REP,Representative Duncan Baird,14,9,5,0,0,0
Franklin,2-A Oz. Wd. 2,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,19,11,8,0,0,0
Franklin,2-A Oz. Wd. 2,U.S. Congress District 4 - REP,,REP,Tommy Moll,16,13,3,0,0,0
Franklin,2-A Oz. Wd. 2,Unopposed Democrat Candidate,,DEM,FOR,110,52,58,0,0,0
Franklin,2-A Oz. Wd. 2,Unopposed Republican Candidate,,REP,FOR,34,24,10,0,0,0
Franklin,2-B Ozark Rural,Attorney General - REP,,REP,David Sterling,11,4,7,0,0,0
Franklin,2-B Ozark Rural,Attorney General - REP,,REP,Leslie Rutledge,6,3,3,0,0,0
Franklin,2-B Ozark Rural,Attorney General - REP,,REP,Patricia Nation,3,1,2,0,0,0
Franklin,2-B Ozark Rural,Auditor of State - REP,,REP,Ken Yang,5,2,3,0,0,0
Franklin,2-B Ozark Rural,Auditor of State - REP,,REP,Representative Andrea Lea,14,6,8,0,0,0
Franklin,2-B Ozark Rural,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,35,22,13,0,0,0
Franklin,2-B Ozark Rural,Constable White Oak Township,,DEM,Danny Harrington,22,13,8,1,0,0
Franklin,2-B Ozark Rural,Constable White Oak Township,,DEM,"Doyle E. ""Spider"" Bowman",18,9,7,2,0,0
Franklin,2-B Ozark Rural,County Clerk,,DEM,De Anna Schmalz,21,11,7,3,0,0
Franklin,2-B Ozark Rural,County Clerk,,DEM,Rita Fisher-Wigington,17,11,6,0,0,0
Franklin,2-B Ozark Rural,County Judge,,DEM,Dewayne Freeman,10,5,5,0,0,0
Franklin,2-B Ozark Rural,County Judge,,DEM,Larry Stacy,1,1,0,0,0,0
Franklin,2-B Ozark Rural,County Judge,,DEM,Loren Maier,5,3,1,1,0,0
Franklin,2-B Ozark Rural,County Judge,,DEM,Rickey Bowman,25,14,9,2,0,0
Franklin,2-B Ozark Rural,County Judge,,REP,Cody B. Sosebee,8,3,5,0,0,0
Franklin,2-B Ozark Rural,County Judge,,REP,Fred W. Nichols,13,5,8,0,0,0
Franklin,2-B Ozark Rural,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",5,3,1,1,0,0
Franklin,2-B Ozark Rural,Governor - DEM,,DEM,Mike Ross,35,20,13,2,0,0
Franklin,2-B Ozark Rural,Governor - REP,,REP,Asa Hutchinson,18,9,9,0,0,0
Franklin,2-B Ozark Rural,Governor - REP,,REP,Curtis Coleman,3,0,3,0,0,0
Franklin,2-B Ozark Rural,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,14,5,9,0,0,0
Franklin,2-B Ozark Rural,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,3,1,2,0,0,0
Franklin,2-B Ozark Rural,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,3,2,1,0,0,0
Franklin,2-B Ozark Rural,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,10,4,6,0,0,0
Franklin,2-B Ozark Rural,State Treasurer - REP,,REP,Representative Duncan Baird,9,4,5,0,0,0
Franklin,2-B Ozark Rural,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,7,2,5,0,0,0
Franklin,2-B Ozark Rural,U.S. Congress District 4 - REP,,REP,Tommy Moll,14,7,7,0,0,0
Franklin,2-B Ozark Rural,Unopposed Democrat Candidate,,DEM,FOR,34,22,12,0,0,0
Franklin,2-B Ozark Rural,Unopposed Republican Candidate,,REP,FOR,20,8,12,0,0,0
Franklin,2-C Lonelm/Cravens,Attorney General - REP,,REP,David Sterling,2,2,0,0,0,0
Franklin,2-C Lonelm/Cravens,Attorney General - REP,,REP,Leslie Rutledge,4,4,0,0,0,0
Franklin,2-C Lonelm/Cravens,Auditor of State - REP,,REP,Ken Yang,1,1,0,0,0,0
Franklin,2-C Lonelm/Cravens,Auditor of State - REP,,REP,Representative Andrea Lea,5,5,0,0,0,0
Franklin,2-C Lonelm/Cravens,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,9,6,3,0,0,0
Franklin,2-C Lonelm/Cravens,County Clerk,,DEM,De Anna Schmalz,5,3,2,0,0,0
Franklin,2-C Lonelm/Cravens,County Clerk,,DEM,Rita Fisher-Wigington,4,3,1,0,0,0
Franklin,2-C Lonelm/Cravens,County Judge,,DEM,Dewayne Freeman,3,0,3,0,0,0
Franklin,2-C Lonelm/Cravens,County Judge,,DEM,Rickey Bowman,6,6,0,0,0,0
Franklin,2-C Lonelm/Cravens,County Judge,,REP,Cody B. Sosebee,2,2,0,0,0,0
Franklin,2-C Lonelm/Cravens,County Judge,,REP,Fred W. Nichols,5,5,0,0,0,0
Franklin,2-C Lonelm/Cravens,Governor - DEM,,DEM,Mike Ross,8,5,3,0,0,0
Franklin,2-C Lonelm/Cravens,Governor - REP,,REP,Asa Hutchinson,7,7,0,0,0,0
Franklin,2-C Lonelm/Cravens,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,4,4,0,0,0,0
Franklin,2-C Lonelm/Cravens,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,2,2,0,0,0,0
Franklin,2-C Lonelm/Cravens,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Franklin,2-C Lonelm/Cravens,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,3,3,0,0,0,0
Franklin,2-C Lonelm/Cravens,State Treasurer - REP,,REP,Representative Duncan Baird,3,3,0,0,0,0
Franklin,2-C Lonelm/Cravens,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,2,2,0,0,0,0
Franklin,2-C Lonelm/Cravens,U.S. Congress District 4 - REP,,REP,Tommy Moll,4,4,0,0,0,0
Franklin,2-C Lonelm/Cravens,Unopposed Democrat Candidate,,DEM,FOR,8,5,3,0,0,0
Franklin,2-C Lonelm/Cravens,Unopposed Republican Candidate,,REP,FOR,6,6,0,0,0,0
Franklin,2-D Wallace/Ivy,Attorney General - REP,,REP,David Sterling,3,2,1,0,0,0
Franklin,2-D Wallace/Ivy,Attorney General - REP,,REP,Leslie Rutledge,2,2,0,0,0,0
Franklin,2-D Wallace/Ivy,Auditor of State - REP,,REP,Ken Yang,1,1,0,0,0,0
Franklin,2-D Wallace/Ivy,Auditor of State - REP,,REP,Representative Andrea Lea,5,3,2,0,0,0
Franklin,2-D Wallace/Ivy,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,15,7,8,0,0,0
Franklin,2-D Wallace/Ivy,County Clerk,,DEM,De Anna Schmalz,11,5,6,0,0,0
Franklin,2-D Wallace/Ivy,County Clerk,,DEM,Rita Fisher-Wigington,5,3,2,0,0,0
Franklin,2-D Wallace/Ivy,County Judge,,DEM,Dewayne Freeman,1,0,1,0,0,0
