county,precinct,office,district,party,candidate,votes,election_day,early_voting,election_day_paper,absentee,early_vote_paper
Poinsett,Greenwood and Rivervale,State Representative,54,DEM,Austin W. Jones,127,12,1,107,0,7
Poinsett,Willis,State Representative,54,DEM,Austin W. Jones,653,39,15,518,34,47
Poinsett,Greenwood and Rivervale,State Representative,54,REP,Representative Johnny Rye,516,51,11,434,6,14
Poinsett,Willis,State Representative,54,REP,Representative Johnny Rye,1372,72,62,1032,72,134
Poinsett,Bolivar,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,633,53,128,264,12,176
Poinsett,Greenfield - Greenfield,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,54,1,9,32,2,10
Poinsett,Scott VV and WH,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,127,12,21,52,3,39
Poinsett,West Prairie,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,151,27,9,106,2,7
Poinsett,Dobson,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,15,2,3,6,1,3
Poinsett,Greenfield - Buffalo Lick,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,125,36,13,65,2,9
Poinsett,Greenwood and Rivervale,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,343,40,10,278,4,11
Poinsett,Little River and Payneway,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,490,48,11,382,24,25
Poinsett,Owen - Fisher,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,36,18,3,14,0,1
Poinsett,Owen - Waldenburg,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,27,15,2,8,0,2
Poinsett,Tyronza,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,146,32,5,105,1,3
Poinsett,Willis,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,1175,62,50,881,71,111
Poinsett,Lunsford,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,32,1,0,25,0,6
Poinsett,Bolivar,State Supreme Court Associate Justice Position 3,,NON,David Sterling,422,28,75,165,5,149
Poinsett,Greenfield - Greenfield,State Supreme Court Associate Justice Position 3,,NON,David Sterling,40,1,7,17,1,14
Poinsett,Scott VV and WH,State Supreme Court Associate Justice Position 3,,NON,David Sterling,102,5,19,44,3,31
Poinsett,West Prairie,State Supreme Court Associate Justice Position 3,,NON,David Sterling,109,18,8,76,4,3
Poinsett,Dobson,State Supreme Court Associate Justice Position 3,,NON,David Sterling,20,2,1,15,0,2
Poinsett,Greenfield - Buffalo Lick,State Supreme Court Associate Justice Position 3,,NON,David Sterling,80,17,8,51,0,4
Poinsett,Greenwood and Rivervale,State Supreme Court Associate Justice Position 3,,NON,David Sterling,260,18,2,229,4,7
Poinsett,Little River and Payneway,State Supreme Court Associate Justice Position 3,,NON,David Sterling,317,30,1,226,35,25
Poinsett,Owen - Fisher,State Supreme Court Associate Justice Position 3,,NON,David Sterling,32,9,3,20,0,0
Poinsett,Owen - Waldenburg,State Supreme Court Associate Justice Position 3,,NON,David Sterling,20,10,1,7,0,2
Poinsett,Tyronza,State Supreme Court Associate Justice Position 3,,NON,David Sterling,96,16,3,75,0,2
Poinsett,Willis,State Supreme Court Associate Justice Position 3,,NON,David Sterling,737,44,24,576,27,66
Poinsett,Lunsford,State Supreme Court Associate Justice Position 3,,NON,David Sterling,17,0,2,12,0,3
Poinsett,Bolivar,CIRCUIT CLERK,,REP,Misty Richardson-Russell,998,82,198,402,16,300
Poinsett,Greenfield - Greenfield,CIRCUIT CLERK,,REP,Misty Richardson-Russell,90,2,15,47,3,23
Poinsett,Scott VV and WH,CIRCUIT CLERK,,REP,Misty Richardson-Russell,220,16,42,93,5,64
Poinsett,West Prairie,CIRCUIT CLERK,,REP,Misty Richardson-Russell,248,44,16,176,2,10
Poinsett,Dobson,CIRCUIT CLERK,,REP,Misty Richardson-Russell,36,4,4,20,1,7
Poinsett,Greenfield - Buffalo Lick,CIRCUIT CLERK,,REP,Misty Richardson-Russell,198,54,20,110,0,14
Poinsett,Greenwood and Rivervale,CIRCUIT CLERK,,REP,Misty Richardson-Russell,569,60,12,477,7,13
Poinsett,Little River and Payneway,CIRCUIT CLERK,,REP,Misty Richardson-Russell,723,73,10,547,53,40
Poinsett,Owen - Fisher,CIRCUIT CLERK,,REP,Misty Richardson-Russell,62,27,6,28,0,1
Poinsett,Owen - Waldenburg,CIRCUIT CLERK,,REP,Misty Richardson-Russell,42,25,3,13,0,1
Poinsett,Tyronza,CIRCUIT CLERK,,REP,Misty Richardson-Russell,237,54,8,169,1,5
Poinsett,Willis,CIRCUIT CLERK,,REP,Misty Richardson-Russell,1770,103,73,1336,91,167
Poinsett,Lunsford,CIRCUIT CLERK,,REP,Misty Richardson-Russell,47,1,2,36,0,8
Poinsett,Willis,JOP DISTRICT #6,,DEM,Gene Terry,232,19,4,168,20,21
Poinsett,Willis,JOP DISTRICT #6,,REP,Larry Fowler,419,26,20,323,12,38
Poinsett,Willis,JOP DISTRICT #7,,IND,Donnie Taylor,218,8,6,175,24,5
Poinsett,Willis,JOP DISTRICT #7,,REP,Lamon Moye,182,4,2,144,20,12
Poinsett,Greenfield - Buffalo Lick,JOP DISTRICT #8,,DEM,Jeff Jones,43,10,3,29,0,1
Poinsett,Willis,JOP DISTRICT #8,,DEM,Jeff Jones,184,17,10,130,5,22
Poinsett,Greenfield - Buffalo Lick,JOP DISTRICT #8,,IND,Louis Jones SR.,27,4,2,21,0,0
Poinsett,Willis,JOP DISTRICT #8,,IND,Louis Jones SR.,205,11,11,159,1,23
Poinsett,Bolivar,CONSTABLE BOLIVAR TOWNSHIP,,IND,Adam W. Farmer,587,40,110,264,8,165
Poinsett,Bolivar,CONSTABLE BOLIVAR TOWNSHIP,,REP,Vance Evans,516,46,103,178,10,179
Poinsett,Greenwood and Rivervale,CONSTABLE GREENWOOD TOWNSHIP,,REP,Randy L Holt,452,43,9,378,7,15
Poinsett,Greenwood and Rivervale,CONSTABLE GREENWOOD TOWNSHIP,,IND,Kris McCullar,178,19,3,153,0,3
Poinsett,Willis,CONSTABLE WILLIS TOWNSHIP,,REP,Jay Paul Woods,1209,66,60,925,33,125
Poinsett,Willis,CONSTABLE WILLIS TOWNSHIP,,DEM,Gerald D. Smith,826,45,18,628,74,61
Poinsett,Bolivar,CITY OF HARRISBURG MAYOR,,IND,Wayne King,162,13,23,66,3,57
Poinsett,Bolivar,CITY OF HARRISBURG MAYOR,,IND,Justin Kimble,204,19,37,81,6,61
Poinsett,Bolivar,CITY OF HARRISBURG MAYOR,,IND,Mayor Randy Mills,238,16,57,80,6,79
Poinsett,Bolivar,HARRISBURG COUNCIL W2P1,,IND,Bernard Skeeter Blancato,230,14,37,79,9,91
Poinsett,Bolivar,HARRISBURG COUNCIL W2P1,,IND,Tyler McIntosh,340,34,72,131,6,97
Poinsett,Bolivar,HARRISBURG COUNCIL W4P1,,IND,Vickie Lowery,380,25,61,150,11,133
Poinsett,Bolivar,HARRISBURG COUNCIL W4P1,,IND,Matt Brazile,212,23,53,71,4,61
Poinsett,Greenwood and Rivervale,CITY OF LEPANTO MAYOR,,IND,Dale Dunlap,219,11,3,195,4,6
Poinsett,Greenwood and Rivervale,CITY OF LEPANTO MAYOR,,IND,Earnie Hill,285,37,3,233,4,8
Poinsett,Greenwood and Rivervale,CITY OF LEPANTO COUNCIL W3P2,,IND,Franklin Lee Hendrix,264,29,2,219,2,12
Poinsett,Greenwood and Rivervale,CITY OF LEPANTO COUNCIL W3P2,,IND,Judy Blocker,234,19,4,203,6,2
Poinsett,Little River and Payneway,CITY OF MARKED TREE MAYOR,,IND,Jim Huff,232,27,3,174,13,15
Poinsett,Little River and Payneway,CITY OF MARKED TREE MAYOR,,IND,McDaniel Danny Johnson,419,32,4,318,41,24
Poinsett,Little River and Payneway,CITY OF MARKED TREE ATTORNEY,,IND,Jobi Teague,334,21,3,247,43,20
Poinsett,Little River and Payneway,CITY OF MARKED TREE ATTORNEY,,IND,Rhonda Gail Davis,237,32,3,181,6,15
Poinsett,Little River and Payneway,CITY OF MARKED TREE ATTORNEY,,IND,Mike Dabney,82,5,1,67,5,4
Poinsett,Little River and Payneway,MARKED TREE COUNCIL W1P2,,IND,Louis Bailey,337,35,3,265,14,20
Poinsett,Little River and Payneway,MARKED TREE COUNCIL W1P2,,IND,Cleo Johnson Jr,306,22,4,222,40,18
Poinsett,Little River and Payneway,MARKED TREE COUNCIL W2P2,,IND,Brad Daniels,344,33,5,265,18,23
Poinsett,Little River and Payneway,MARKED TREE COUNCIL W2P2,,IND,Sheri Whitlow,285,22,2,212,34,15
Poinsett,Little River and Payneway,MARKED TREE COUNCIL W3P2,,IND,Julie Carter,308,21,1,228,41,17
Poinsett,Little River and Payneway,MARKED TREE COUNCIL W3P2,,IND,Steve Craig,338,37,6,261,12,22
Poinsett,Little River and Payneway,MARKED TREE COUNCIL W4P2,,IND,Lisa R McCrary,262,24,5,204,14,15
Poinsett,Little River and Payneway,MARKED TREE COUNCIL W4P2,,IND,Sierra Harsson Tacker,378,33,2,280,39,24
Poinsett,Willis,CITY OF TRUMANN MAYOR,,IND,Sheila Walters,381,19,12,289,21,40
Poinsett,Willis,CITY OF TRUMANN MAYOR,,IND,Debbie Cook,197,3,0,130,57,7
Poinsett,Willis,CITY OF TRUMANN MAYOR,,IND,Barbara Lewallen,794,50,40,618,18,68
Poinsett,Willis,CITY OF TRUMANN MAYOR,,IND,Gary Hill,220,12,7,177,5,19
Poinsett,Willis,CITY OF TRUMANN MAYOR,,IND,Keith Blasingame,165,8,2,138,5,12
Poinsett,Willis,CITY OF TRUMANN COUNCIL W1P2,,IND,Rick Atkins,103,4,1,83,4,11
Poinsett,Willis,CITY OF TRUMANN COUNCIL W1P2,,IND,Hollie Stevens,159,6,3,119,17,14
Poinsett,Willis,CITY OF TRUMANN COUNCIL W3P1,,IND,Matthew Miller,143,3,2,106,27,5
Poinsett,Willis,CITY OF TRUMANN COUNCIL W3P1,,IND,Carin McClung,128,8,5,106,6,3
Poinsett,Willis,CITY OF TRUMANN COUNCIL W3P2,,IND,Kevin Lee Baxter,121,2,3,92,22,2
Poinsett,Willis,CITY OF TRUMANN COUNCIL W3P2,,IND,Hazel Riley,152,9,4,123,9,7
Poinsett,Willis,CITY OF TRUMANN COUNCIL W5P1,,IND,James L. Baker,315,13,18,251,5,28
Poinsett,Willis,CITY OF TRUMANN COUNCIL W5P1,,IND,"Anthony ""Dale"" Parker",124,9,2,95,4,14
Poinsett,Tyronza,CITY OF TYRONZA MAYOR,,IND,Charles Glover,191,41,8,137,1,4
Poinsett,Tyronza,CITY OF TYRONZA COUNCIL W1P2,,IND,Chris Thomas,89,20,1,67,0,1
Poinsett,Tyronza,CITY OF TYRONZA COUNCIL W1P2,,IND,Linda Sue Hall,122,23,7,88,1,3
Poinsett,West Prairie,CITY OF WEINER MAYOR,,IND,Michael R. Frasier,55,12,4,38,1,0
Poinsett,West Prairie,CITY OF WEINER MAYOR,,IND,Tyler Sitzer,90,23,5,55,2,5
Poinsett,West Prairie,CITY OF WEINER MAYOR,,IND,Joe Trotter,55,3,4,45,1,2
Poinsett,West Prairie,CITY OF WEINER MAYOR,,IND,Franklin Kimble,29,3,1,24,1,0
Poinsett,West Prairie,CITY OF WEINER COUNCIL W3P1,,IND,Kitty N Hatcher,109,22,9,72,3,3
Poinsett,West Prairie,CITY OF WEINER COUNCIL W3P1,,IND,Brian Hicks,115,18,5,86,2,4
Poinsett,Owen - Fisher,TOWN OF FISHER MAYOR,,IND,Debbie Jones,36,13,0,23,0,0
Poinsett,Owen - Waldenburg,TOWN OF WALDENBURG MAYOR,,IND,William H. Wood,9,5,3,1,0,0
Poinsett,Bolivar,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,1024,77,189,421,16,321
Poinsett,Greenfield - Greenfield,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,89,2,13,47,3,24
Poinsett,Scott VV and WH,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,226,15,39,106,4,62
Poinsett,West Prairie,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,256,44,15,181,6,10
Poinsett,Dobson,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,35,4,4,20,1,6
Poinsett,Greenfield - Buffalo Lick,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,206,52,16,124,0,14
Poinsett,Greenwood and Rivervale,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,550,54,12,463,8,13
Poinsett,Little River and Payneway,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,765,72,8,598,40,47
Poinsett,Owen - Fisher,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,64,25,6,33,0,0
Poinsett,Owen - Waldenburg,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,40,21,2,13,0,4
Poinsett,Tyronza,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,239,51,8,175,1,4
Poinsett,Willis,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,1754,89,75,1341,80,169
Poinsett,Lunsford,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,48,1,2,35,0,10
Poinsett,Bolivar,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,102,8,22,38,2,32
Poinsett,Greenfield - Greenfield,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,11,0,4,4,0,3
Poinsett,Scott VV and WH,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,24,2,3,5,2,12
Poinsett,West Prairie,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,20,2,2,16,0,0
Poinsett,Dobson,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,3,0,0,3,0,0
Poinsett,Greenfield - Buffalo Lick,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,22,5,5,8,2,2
Poinsett,Greenwood and Rivervale,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,96,9,0,79,0,8
Poinsett,Little River and Payneway,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,99,6,4,59,21,9
Poinsett,Owen - Fisher,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,8,3,0,4,0,1
Poinsett,Owen - Waldenburg,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,10,6,1,3,0,0
Poinsett,Tyronza,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,28,3,0,25,0,0
Poinsett,Willis,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,249,19,3,184,26,17
Poinsett,Lunsford,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,7,0,0,5,0,2
Poinsett,Bolivar,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,685,67,117,299,10,192
Poinsett,Greenfield - Greenfield,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,46,1,6,28,1,10
Poinsett,Scott VV and WH,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,142,10,28,59,4,41
Poinsett,West Prairie,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,173,34,15,114,4,6
Poinsett,Dobson,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,23,4,1,15,1,2
Poinsett,Greenfield - Buffalo Lick,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,116,40,11,56,2,7
Poinsett,Greenwood and Rivervale,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,422,48,9,346,5,14
Poinsett,Little River and Payneway,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,556,53,8,421,43,31
Poinsett,Owen - Fisher,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,44,17,3,24,0,0
Poinsett,Owen - Waldenburg,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,33,20,1,9,0,3
Poinsett,Tyronza,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,165,31,3,129,1,1
Poinsett,Willis,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,1147,81,43,863,74,86
Poinsett,Lunsford,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,32,1,1,22,0,8
Poinsett,Bolivar,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,446,19,95,160,8,164
Poinsett,Greenfield - Greenfield,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,55,1,11,24,2,17
Poinsett,Scott VV and WH,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,109,7,16,49,2,35
Poinsett,West Prairie,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,100,12,2,80,2,4
Poinsett,Dobson,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,15,0,3,9,0,3
Poinsett,Greenfield - Buffalo Lick,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,115,18,11,77,0,9
Poinsett,Greenwood and Rivervale,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,222,15,3,194,3,7
Poinsett,Little River and Payneway,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,311,24,4,238,19,26
Poinsett,Owen - Fisher,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,28,12,3,12,0,1
Poinsett,Owen - Waldenburg,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,18,7,2,8,0,1
Poinsett,Tyronza,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,110,24,5,77,0,4
Poinsett,Willis,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,870,29,34,676,30,101
Poinsett,Lunsford,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,22,0,1,18,0,3
Poinsett,Bolivar,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,784,59,142,313,15,255
Poinsett,Greenfield - Greenfield,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,62,1,10,28,3,20
Poinsett,Scott VV and WH,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,173,10,35,78,6,44
Poinsett,West Prairie,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,194,33,11,142,4,4
Poinsett,Dobson,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,20,4,3,7,1,5
Poinsett,Greenfield - Buffalo Lick,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,151,43,11,84,2,11
Poinsett,Greenwood and Rivervale,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,490,45,9,416,2,18
Poinsett,Little River and Payneway,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,637,49,7,493,49,39
Poinsett,Owen - Fisher,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,46,17,3,25,0,1
Poinsett,Owen - Waldenburg,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,38,21,2,11,0,4
Poinsett,Tyronza,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,207,38,5,161,1,2
Poinsett,Willis,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,1452,68,47,1112,95,130
Poinsett,Lunsford,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,37,1,0,30,0,6
Poinsett,Bolivar,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,352,27,72,150,3,100
Poinsett,Greenfield - Greenfield,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,37,1,7,22,0,7
Poinsett,Scott VV and WH,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,81,7,8,34,0,32
Poinsett,West Prairie,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,84,13,6,57,2,6
Poinsett,Dobson,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,17,0,1,16,0,0
Poinsett,Greenfield - Buffalo Lick,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,81,15,11,49,0,6
Poinsett,Greenwood and Rivervale,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,160,18,3,131,6,2
Poinsett,Little River and Payneway,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,227,28,5,162,14,18
Poinsett,Owen - Fisher,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,25,13,3,9,0,0
Poinsett,Owen - Waldenburg,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,12,6,1,5,0,0
Poinsett,Tyronza,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,70,16,3,48,0,3
Poinsett,Willis,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,587,42,31,445,10,59
Poinsett,Lunsford,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,18,0,2,10,0,6
Poinsett,Bolivar,Special Election POINSETT COUNTY,,NON,FOR,636,51,133,253,11,188
Poinsett,Greenfield - Greenfield,Special Election POINSETT COUNTY,,NON,FOR,39,1,6,19,2,11
Poinsett,Scott VV and WH,Special Election POINSETT COUNTY,,NON,FOR,113,10,24,51,3,25
Poinsett,West Prairie,Special Election POINSETT COUNTY,,NON,FOR,155,27,8,111,4,5
Poinsett,Dobson,Special Election POINSETT COUNTY,,NON,FOR,20,4,2,9,0,5
Poinsett,Greenfield - Buffalo Lick,Special Election POINSETT COUNTY,,NON,FOR,100,27,15,49,0,9
Poinsett,Greenwood and Rivervale,Special Election POINSETT COUNTY,,NON,FOR,292,32,8,235,2,15
Poinsett,Little River and Payneway,Special Election POINSETT COUNTY,,NON,FOR,386,42,5,290,28,21
Poinsett,Owen - Fisher,Special Election POINSETT COUNTY,,NON,FOR,38,16,5,17,0,0
Poinsett,Owen - Waldenburg,Special Election POINSETT COUNTY,,NON,FOR,25,11,2,11,0,1
Poinsett,Tyronza,Special Election POINSETT COUNTY,,NON,FOR,164,33,6,120,1,4
Poinsett,Willis,Special Election POINSETT COUNTY,,NON,FOR,676,48,35,489,37,67
Poinsett,Lunsford,Special Election POINSETT COUNTY,,NON,FOR,33,1,2,23,0,7
Poinsett,Bolivar,Special Election POINSETT COUNTY,,NON,AGAINST,494,35,81,205,7,166
Poinsett,Greenfield - Greenfield,Special Election POINSETT COUNTY,,NON,AGAINST,59,1,11,30,1,16
Poinsett,Scott VV and WH,Special Election POINSETT COUNTY,,NON,AGAINST,138,7,20,58,3,50
