county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional,hand_count
Cross,Tyronza,U.S. House,1,REP,Rick Crawford,41,18,23,0,0,0
Cross,Tyronza,President,,DEM,Barack Obama / Joe Biden,29,18,11,0,0,0
Cross,Tyronza,President,,LIB,Gary Johnson / James P. Gray,1,0,1,0,0,0
Cross,Tyronza,President,,REP,Mitt Romney / Paul Ryan,43,18,25,0,0,0
Cross,Wynne Township,State Senate,23,DEM,Jerry Brown,154,58,94,2,0,0
Cross,Wynne Township,State Senate,23,REP,Ronald Caldwell,409,99,297,13,0,0
Cross,Wynne Township,U.S. House,1,DEM,Scott Ellington,140,55,83,2,0,0
Cross,Wynne Township,U.S. House,1,GRN,Jacob Holloway,7,2,5,0,0,0
Cross,Wynne Township,U.S. House,1,LIB,Jessica Paxton,11,3,8,0,0,0
Cross,Wynne Township,U.S. House,1,REP,Rick Crawford,395,91,291,13,0,0
Cross,Wynne Township,President,,DEM,Barack Obama / Joe Biden,131,52,76,3,0,0
Cross,Wynne Township,President,,GRN,Jill Stein / Cheri Honkala,3,0,3,0,0,0
Cross,Wynne Township,President,,LIB,Gary Johnson / James P. Gray,3,2,1,0,0,0
Cross,Wynne Township,President,,REP,Mitt Romney / Paul Ryan,432,106,314,12,0,0
Cross,Wynne Township,President,,SOC,Peta Lindsay / Yari Osorio,1,0,1,0,0,0
Cross,Wynne Ward 1,State Senate,23,DEM,Jerry Brown,191,50,131,10,0,0
Cross,Wynne Ward 1,State Senate,23,REP,Ronald Caldwell,332,88,223,21,0,0
Cross,Wynne Ward 1,U.S. House,1,DEM,Scott Ellington,176,52,117,7,0,0
Cross,Wynne Ward 1,U.S. House,1,GRN,Jacob Holloway,17,5,12,0,0,0
Cross,Wynne Ward 1,U.S. House,1,LIB,Jessica Paxton,21,4,16,1,0,0
Cross,Wynne Ward 1,U.S. House,1,REP,Rick Crawford,303,77,205,21,0,0
Cross,Wynne Ward 1,President,,DEM,Barack Obama / Joe Biden,177,49,116,12,0,0
Cross,Wynne Ward 1,President,,GRN,Jill Stein / Cheri Honkala,4,0,4,0,0,0
Cross,Wynne Ward 1,President,,LIB,Gary Johnson / James P. Gray,9,0,9,0,0,0
Cross,Wynne Ward 1,President,,REP,Mitt Romney / Paul Ryan,334,88,225,21,0,0
Cross,Wynne Ward 2,State Senate,23,DEM,Jerry Brown,206,59,136,11,0,0
Cross,Wynne Ward 2,State Senate,23,REP,Ronald Caldwell,421,117,290,14,0,0
Cross,Wynne Ward 2,U.S. House,1,DEM,Scott Ellington,197,49,136,12,0,0
Cross,Wynne Ward 2,U.S. House,1,GRN,Jacob Holloway,10,3,6,1,0,0
Cross,Wynne Ward 2,U.S. House,1,LIB,Jessica Paxton,14,6,7,1,0,0
Cross,Wynne Ward 2,U.S. House,1,REP,Rick Crawford,391,113,269,9,0,0
Cross,Wynne Ward 2,President,,DEM,Barack Obama / Joe Biden,157,41,108,8,0,0
Cross,Wynne Ward 2,President,,GRN,Jill Stein / Cheri Honkala,2,1,1,0,0,0
Cross,Wynne Ward 2,President,,LIB,Gary Johnson / James P. Gray,7,1,6,0,0,0
Cross,Wynne Ward 2,President,,REP,Mitt Romney / Paul Ryan,459,133,311,15,0,0
Cross,Wynne Ward 3,State Senate,23,DEM,Jerry Brown,278,101,171,6,0,0
Cross,Wynne Ward 3,State Senate,23,REP,Ronald Caldwell,154,55,90,9,0,0
Cross,Wynne Ward 3,U.S. House,1,DEM,Scott Ellington,266,96,160,10,0,0
Cross,Wynne Ward 3,U.S. House,1,GRN,Jacob Holloway,8,2,6,0,0,0
Cross,Wynne Ward 3,U.S. House,1,LIB,Jessica Paxton,17,13,4,0,0,0
Cross,Wynne Ward 3,U.S. House,1,REP,Rick Crawford,125,37,83,5,0,0
Cross,Wynne Ward 3,President,,DEM,Barack Obama / Joe Biden,304,111,184,9,0,0
Cross,Wynne Ward 3,President,,GRN,Jill Stein / Cheri Honkala,4,2,2,0,0,0
Cross,Wynne Ward 3,President,,LIB,Gary Johnson / James P. Gray,4,0,4,0,0,0
Cross,Wynne Ward 3,President,,REP,Mitt Romney / Paul Ryan,135,48,81,6,0,0
Cross,Wynne Ward 4,State Senate,23,DEM,Jerry Brown,432,115,294,23,0,0
Cross,Wynne Ward 4,State Senate,23,REP,Ronald Caldwell,131,28,94,9,0,0
Cross,Wynne Ward 4,U.S. House,1,DEM,Scott Ellington,406,107,278,21,0,0
Cross,Wynne Ward 4,U.S. House,1,GRN,Jacob Holloway,12,6,6,0,0,0
Cross,Wynne Ward 4,U.S. House,1,LIB,Jessica Paxton,15,7,6,2,0,0
Cross,Wynne Ward 4,U.S. House,1,REP,Rick Crawford,109,22,79,8,0,0
Cross,Wynne Ward 4,President,,DEM,Barack Obama / Joe Biden,467,119,325,23,0,0
Cross,Wynne Ward 4,President,,GRN,Jill Stein / Cheri Honkala,5,2,3,0,0,0
Cross,Wynne Ward 4,President,,LIB,Gary Johnson / James P. Gray,9,2,6,1,0,0
Cross,Wynne Ward 4,President,,REP,Mitt Romney / Paul Ryan,100,24,68,8,0,0
Cross,Wynne Ward 4,President,,SOC,Peta Lindsay / Yari Osorio,2,0,2,0,0,0
Cross,Wynne Ward 5,State Senate,23,DEM,Jerry Brown,310,67,219,24,0,0
Cross,Wynne Ward 5,State Senate,23,REP,Ronald Caldwell,628,126,479,23,0,0
Cross,Wynne Ward 5,U.S. House,1,DEM,Scott Ellington,249,63,174,12,0,0
Cross,Wynne Ward 5,U.S. House,1,GRN,Jacob Holloway,10,3,7,0,0,0
Cross,Wynne Ward 5,U.S. House,1,LIB,Jessica Paxton,18,6,12,0,0,0
Cross,Wynne Ward 5,U.S. House,1,REP,Rick Crawford,647,116,501,30,0,0
Cross,Wynne Ward 5,President,,DEM,Barack Obama / Joe Biden,182,40,131,11,0,0
Cross,Wynne Ward 5,President,,GRN,Jill Stein / Cheri Honkala,7,1,6,0,0,0
Cross,Wynne Ward 5,President,,LIB,Gary Johnson / James P. Gray,9,1,8,0,0,0
Cross,Wynne Ward 5,President,,REP,Mitt Romney / Paul Ryan,747,152,560,35,0,0
Dallas,District 1,U.S. House,4,DEM,Gene Jeffress,200,65,132,1,2,0
Dallas,District 1,U.S. House,4,GRN,J. Joshua Drake,3,1,2,0,0,0
Dallas,District 1,U.S. House,4,LIB,Bobby Tullis,3,2,1,0,0,0
Dallas,District 1,U.S. House,4,REP,Tom Cotton,36,14,21,1,0,0
Dallas,District 1,President,,DEM,Barack Obama / Joe Biden,212,67,141,2,2,0
Dallas,District 1,President,,GRN,Jill Stein / Cheri Honkala,2,1,1,0,0,0
Dallas,District 1,President,,LIB,Gary Johnson / James P. Gray,2,1,1,0,0,0
Dallas,District 1,President,,REP,Mitt Romney / Paul Ryan,37,15,21,1,0,0
Dallas,District 1,President,,SOC,Peta Lindsay / Yari Osorio,2,0,2,0,0,0
Dallas,District 2,U.S. House,4,DEM,Gene Jeffress,243,105,133,2,3,0
Dallas,District 2,U.S. House,4,GRN,J. Joshua Drake,8,3,4,1,0,0
Dallas,District 2,U.S. House,4,LIB,Bobby Tullis,6,4,2,0,0,0
Dallas,District 2,U.S. House,4,REP,Tom Cotton,89,35,44,8,2,0
Dallas,District 2,President,,DEM,Barack Obama / Joe Biden,251,113,132,3,3,0
Dallas,District 2,President,,LIB,Gary Johnson / James P. Gray,4,1,3,0,0,0
Dallas,District 2,President,,REP,Mitt Romney / Paul Ryan,100,36,53,9,2,0
Dallas,District 2,President,,SOC,Peta Lindsay / Yari Osorio,2,0,2,0,0,0
Dallas,District 3,U.S. House,4,DEM,Gene Jeffress,131,42,84,3,2,0
Dallas,District 3,U.S. House,4,GRN,J. Joshua Drake,4,0,4,0,0,0
Dallas,District 3,U.S. House,4,LIB,Bobby Tullis,5,3,2,0,0,0
Dallas,District 3,U.S. House,4,REP,Tom Cotton,50,25,24,1,0,0
Dallas,District 3,President,,DEM,Barack Obama / Joe Biden,135,37,92,4,2,0
Dallas,District 3,President,,LIB,Gary Johnson / James P. Gray,5,5,0,0,0,0
Dallas,District 3,President,,REP,Mitt Romney / Paul Ryan,58,31,26,1,0,0
Dallas,District 4,U.S. House,4,DEM,Gene Jeffress,140,49,88,3,0,0
Dallas,District 4,U.S. House,4,GRN,J. Joshua Drake,6,5,1,0,0,0
Dallas,District 4,U.S. House,4,LIB,Bobby Tullis,6,4,2,0,0,0
Dallas,District 4,U.S. House,4,REP,Tom Cotton,215,88,123,4,0,0
Dallas,District 4,President,,DEM,Barack Obama / Joe Biden,118,53,62,3,0,0
Dallas,District 4,President,,GRN,Jill Stein / Cheri Honkala,4,2,2,0,0,0
Dallas,District 4,President,,LIB,Gary Johnson / James P. Gray,9,4,5,0,0,0
Dallas,District 4,President,,REP,Mitt Romney / Paul Ryan,241,90,146,5,0,0
Dallas,District 4,President,,SOC,Peta Lindsay / Yari Osorio,2,1,1,0,0,0
Dallas,District 5,U.S. House,4,DEM,Gene Jeffress,141,57,79,3,2,0
Dallas,District 5,U.S. House,4,GRN,J. Joshua Drake,1,0,1,0,0,0
Dallas,District 5,U.S. House,4,LIB,Bobby Tullis,4,1,3,0,0,0
Dallas,District 5,U.S. House,4,REP,Tom Cotton,253,110,130,11,2,0
Dallas,District 5,President,,DEM,Barack Obama / Joe Biden,111,38,64,6,3,0
Dallas,District 5,President,,GRN,Jill Stein / Cheri Honkala,2,0,2,0,0,0
Dallas,District 5,President,,LIB,Gary Johnson / James P. Gray,7,2,5,0,0,0
Dallas,District 5,President,,REP,Mitt Romney / Paul Ryan,286,131,144,10,1,0
Dallas,District 5,President,,SOC,Peta Lindsay / Yari Osorio,1,0,1,0,0,0
Dallas,District 6,U.S. House,4,DEM,Gene Jeffress,201,148,47,4,2,0
Dallas,District 6,U.S. House,4,GRN,J. Joshua Drake,6,4,2,0,0,0
Dallas,District 6,U.S. House,4,LIB,Bobby Tullis,5,4,1,0,0,0
Dallas,District 6,U.S. House,4,REP,Tom Cotton,101,65,33,3,0,0
Dallas,District 6,President,,DEM,Barack Obama / Joe Biden,209,152,52,4,1,0
Dallas,District 6,President,,GRN,Jill Stein / Cheri Honkala,5,4,1,0,0,0
Dallas,District 6,President,,LIB,Gary Johnson / James P. Gray,7,5,2,0,0,0
Dallas,District 6,President,,REP,Mitt Romney / Paul Ryan,106,66,35,4,1,0
Dallas,District 6,President,,SOC,Peta Lindsay / Yari Osorio,3,2,1,0,0,0
Dallas,District 7,State Representative,18,DEM,Fred W. Harris,162,133,25,3,1,0
Dallas,District 7,State Representative,18,REP,Richard Womack,173,160,10,1,2,0
Dallas,District 7,U.S. House,4,DEM,Gene Jeffress,155,123,27,4,1,0
Dallas,District 7,U.S. House,4,GRN,J. Joshua Drake,6,6,0,0,0,0
Dallas,District 7,U.S. House,4,LIB,Bobby Tullis,4,4,0,0,0,0
Dallas,District 7,U.S. House,4,REP,Tom Cotton,172,160,8,2,2,0
Dallas,District 7,President,,DEM,Barack Obama / Joe Biden,157,126,26,4,1,0
Dallas,District 7,President,,GRN,Jill Stein / Cheri Honkala,3,3,0,0,0,0
Dallas,District 7,President,,LIB,Gary Johnson / James P. Gray,4,4,0,0,0,0
Dallas,District 7,President,,REP,Mitt Romney / Paul Ryan,173,159,11,1,2,0
Dallas,District 7,President,,SOC,Peta Lindsay / Yari Osorio,3,3,0,0,0,0
Dallas,District 8,State Representative,18,DEM,Fred W. Harris,98,68,28,2,0,0
Dallas,District 8,State Representative,18,REP,Richard Womack,279,180,91,6,2,0
Dallas,District 8,U.S. House,4,DEM,Gene Jeffress,91,60,29,2,0,0
Dallas,District 8,U.S. House,4,GRN,J. Joshua Drake,3,2,1,0,0,0
Dallas,District 8,U.S. House,4,LIB,Bobby Tullis,2,1,1,0,0,0
Dallas,District 8,U.S. House,4,REP,Tom Cotton,283,186,89,6,2,0
Dallas,District 8,President,,DEM,Barack Obama / Joe Biden,77,53,23,1,0,0
Dallas,District 8,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Dallas,District 8,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Dallas,District 8,President,,REP,Mitt Romney / Paul Ryan,299,193,98,6,2,0
Dallas,District 8,President,,SOC,Peta Lindsay / Yari Osorio,2,2,0,0,0,0
Dallas,District 9,U.S. House,4,DEM,Gene Jeffress,106,44,54,7,1,0
Dallas,District 9,U.S. House,4,GRN,J. Joshua Drake,3,1,2,0,0,0
Dallas,District 9,U.S. House,4,LIB,Bobby Tullis,7,5,2,0,0,0
Dallas,District 9,U.S. House,4,REP,Tom Cotton,315,186,116,9,4,0
Dallas,District 9,President,,DEM,Barack Obama / Joe Biden,67,30,30,7,0,0
Dallas,District 9,President,,GRN,Jill Stein / Cheri Honkala,3,0,3,0,0,0
Dallas,District 9,President,,LIB,Gary Johnson / James P. Gray,5,4,1,0,0,0
Dallas,District 9,President,,REP,Mitt Romney / Paul Ryan,365,205,146,9,5,0
Dallas,District 9,President,,SOC,Peta Lindsay / Yari Osorio,3,2,1,0,0,0
Desha,1ST METHODIST CHURCH,State Senate,25,DEM,Stephanie Flowers,207,157,25,25,0,0
Desha,1ST METHODIST CHURCH,State Senate,25,LIB,David E. Dinwiddie,26,22,4,0,0,0
Desha,1ST METHODIST CHURCH,U.S. House,1,DEM,Scott Ellington,184,135,26,23,0,0
Desha,1ST METHODIST CHURCH,U.S. House,1,GRN,Jacob Holloway,3,3,0,0,0,0
Desha,1ST METHODIST CHURCH,U.S. House,1,LIB,Jessica Paxton,6,4,1,1,0,0
Desha,1ST METHODIST CHURCH,U.S. House,1,REP,Rick Crawford,56,49,5,2,0,0
Desha,1ST METHODIST CHURCH,President,,DEM,Barack Obama / Joe Biden,187,141,27,19,0,0
Desha,1ST METHODIST CHURCH,President,,GRN,Jill Stein / Cheri Honkala,2,2,0,0,0,0
Desha,1ST METHODIST CHURCH,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Desha,1ST METHODIST CHURCH,President,,REP,Mitt Romney / Paul Ryan,66,56,5,5,0,0
Desha,1ST METHODIST CHURCH,President,,SOC,Peta Lindsay / Yari Osorio,2,2,0,0,0,0
Desha,ARKANSAS CITY HALL,State Senate,26,DEM,Eddie Cheatham,107,51,50,4,2,0
Desha,ARKANSAS CITY HALL,State Senate,26,REP,Mike Akin,58,28,25,4,1,0
Desha,ARKANSAS CITY HALL,U.S. House,1,DEM,Scott Ellington,105,50,50,4,1,0
Desha,ARKANSAS CITY HALL,U.S. House,1,GRN,Jacob Holloway,3,1,2,0,0,0
Desha,ARKANSAS CITY HALL,U.S. House,1,LIB,Jessica Paxton,4,3,1,0,0,0
Desha,ARKANSAS CITY HALL,U.S. House,1,REP,Rick Crawford,51,24,21,4,2,0
Desha,ARKANSAS CITY HALL,President,,DEM,Barack Obama / Joe Biden,96,48,43,4,1,0
Desha,ARKANSAS CITY HALL,President,,GRN,Jill Stein / Cheri Honkala,1,0,1,0,0,0
Desha,ARKANSAS CITY HALL,President,,LIB,Gary Johnson / James P. Gray,3,2,1,0,0,0
Desha,ARKANSAS CITY HALL,President,,REP,Mitt Romney / Paul Ryan,75,37,32,4,2,0
Desha,ARKANSAS CITY HALL,President,,SOC,Peta Lindsay / Yari Osorio,1,0,1,0,0,0
Desha,ASSEMBLY OF GOD CHURCH,State Senate,25,DEM,Stephanie Flowers,361,311,40,10,0,0
Desha,ASSEMBLY OF GOD CHURCH,State Senate,25,LIB,David E. Dinwiddie,62,52,7,3,0,0
Desha,ASSEMBLY OF GOD CHURCH,U.S. House,1,DEM,Scott Ellington,297,251,37,9,0,0
Desha,ASSEMBLY OF GOD CHURCH,U.S. House,1,GRN,Jacob Holloway,6,6,0,0,0,0
Desha,ASSEMBLY OF GOD CHURCH,U.S. House,1,LIB,Jessica Paxton,8,8,0,0,0,0
Desha,ASSEMBLY OF GOD CHURCH,U.S. House,1,REP,Rick Crawford,138,122,11,5,0,0
Desha,ASSEMBLY OF GOD CHURCH,President,,DEM,Barack Obama / Joe Biden,279,234,35,10,0,0
Desha,ASSEMBLY OF GOD CHURCH,President,,GRN,Jill Stein / Cheri Honkala,5,5,0,0,0,0
Desha,ASSEMBLY OF GOD CHURCH,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Desha,ASSEMBLY OF GOD CHURCH,President,,REP,Mitt Romney / Paul Ryan,179,158,15,6,0,0
Desha,ASSEMBLY OF GOD CHURCH,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Desha,BAPTIST CHURCH,State Senate,25,DEM,Stephanie Flowers,15,13,0,2,0,0
Desha,BAPTIST CHURCH,State Senate,25,LIB,David E. Dinwiddie,1,1,0,0,0,0
Desha,BAPTIST CHURCH,U.S. House,1,DEM,Scott Ellington,8,8,0,0,0,0
Desha,BAPTIST CHURCH,U.S. House,1,REP,Rick Crawford,8,6,0,2,0,0
Desha,BAPTIST CHURCH,President,,DEM,Barack Obama / Joe Biden,8,8,0,0,0,0
Desha,BAPTIST CHURCH,President,,REP,Mitt Romney / Paul Ryan,8,6,0,2,0,0
Desha,HALLEY FIRE STATION,State Senate,26,DEM,Eddie Cheatham,31,26,5,0,0,0
Desha,HALLEY FIRE STATION,State Senate,26,REP,Mike Akin,54,41,13,0,0,0
Desha,HALLEY FIRE STATION,U.S. House,1,DEM,Scott Ellington,33,28,5,0,0,0
Desha,HALLEY FIRE STATION,U.S. House,1,GRN,Jacob Holloway,2,2,0,0,0,0
Desha,HALLEY FIRE STATION,U.S. House,1,LIB,Jessica Paxton,3,3,0,0,0,0
Desha,HALLEY FIRE STATION,U.S. House,1,REP,Rick Crawford,49,36,13,0,0,0
Desha,HALLEY FIRE STATION,President,,DEM,Barack Obama / Joe Biden,22,18,4,0,0,0
Desha,HALLEY FIRE STATION,President,,GRN,Jill Stein / Cheri Honkala,2,2,0,0,0,0
Desha,HALLEY FIRE STATION,President,,REP,Mitt Romney / Paul Ryan,67,52,15,0,0,0
Desha,KELSO FIRE STATION,State Senate,26,DEM,Eddie Cheatham,42,27,14,1,0,0
Desha,KELSO FIRE STATION,State Senate,26,REP,Mike Akin,80,68,10,2,0,0
Desha,KELSO FIRE STATION,U.S. House,1,DEM,Scott Ellington,35,23,12,0,0,0
Desha,KELSO FIRE STATION,U.S. House,1,GRN,Jacob Holloway,4,4,0,0,0,0
Desha,KELSO FIRE STATION,U.S. House,1,LIB,Jessica Paxton,3,3,0,0,0,0
Desha,KELSO FIRE STATION,U.S. House,1,REP,Rick Crawford,80,66,12,2,0,0
Desha,KELSO FIRE STATION,President,,DEM,Barack Obama / Joe Biden,23,15,8,0,0,0
Desha,KELSO FIRE STATION,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Desha,KELSO FIRE STATION,President,,LIB,Gary Johnson / James P. Gray,3,2,1,0,0,0
Desha,KELSO FIRE STATION,President,,REP,Mitt Romney / Paul Ryan,96,77,16,3,0,0
Desha,KELSO FIRE STATION,President,,SOC,Peta Lindsay / Yari Osorio,3,3,0,0,0,0
Desha,MCGEHEE COURT BLDG. 4,State Senate,26,DEM,Eddie Cheatham,14,10,4,0,0,0
Desha,MCGEHEE COURT BLDG. 4,State Senate,26,REP,Mike Akin,20,12,8,0,0,0
Desha,MCGEHEE COURT BLDG. 4,U.S. House,1,DEM,Scott Ellington,14,10,4,0,0,0
Desha,MCGEHEE COURT BLDG. 4,U.S. House,1,REP,Rick Crawford,19,11,8,0,0,0
Desha,MCGEHEE COURT BLDG. 4,President,,DEM,Barack Obama / Joe Biden,12,8,4,0,0,0
Desha,MCGEHEE COURT BLDG. 4,President,,REP,Mitt Romney / Paul Ryan,24,16,8,0,0,0
Desha,MCGEHEE COURT BLDG.1,State Senate,26,DEM,Eddie Cheatham,217,155,59,3,0,0
Desha,MCGEHEE COURT BLDG.1,State Senate,26,REP,Mike Akin,288,192,78,16,2,0
Desha,MCGEHEE COURT BLDG.1,U.S. House,1,DEM,Scott Ellington,205,152,50,3,0,0
Desha,MCGEHEE COURT BLDG.1,U.S. House,1,GRN,Jacob Holloway,5,5,0,0,0,0
Desha,MCGEHEE COURT BLDG.1,U.S. House,1,LIB,Jessica Paxton,2,2,0,0,0,0
Desha,MCGEHEE COURT BLDG.1,U.S. House,1,REP,Rick Crawford,282,179,85,16,2,0
Desha,MCGEHEE COURT BLDG.1,President,,DEM,Barack Obama / Joe Biden,134,102,30,2,0,0
Desha,MCGEHEE COURT BLDG.1,President,,GRN,Jill Stein / Cheri Honkala,4,1,3,0,0,0
Desha,MCGEHEE COURT BLDG.1,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Desha,MCGEHEE COURT BLDG.1,President,,REP,Mitt Romney / Paul Ryan,377,253,105,17,2,0
Desha,MCGEHEE HOSPITAL,State Senate,26,DEM,Eddie Cheatham,292,198,83,8,3,0
Desha,MCGEHEE HOSPITAL,State Senate,26,REP,Mike Akin,56,50,5,1,0,0
Desha,MCGEHEE HOSPITAL,U.S. House,1,DEM,Scott Ellington,292,203,80,7,2,0
Desha,MCGEHEE HOSPITAL,U.S. House,1,GRN,Jacob Holloway,7,4,2,0,1,0
Desha,MCGEHEE HOSPITAL,U.S. House,1,LIB,Jessica Paxton,3,3,0,0,0,0
Desha,MCGEHEE HOSPITAL,U.S. House,1,REP,Rick Crawford,44,36,7,1,0,0
Desha,MCGEHEE HOSPITAL,President,,DEM,Barack Obama / Joe Biden,308,209,89,7,3,0
Desha,MCGEHEE HOSPITAL,President,,LIB,Gary Johnson / James P. Gray,3,3,0,0,0,0
Desha,MCGEHEE HOSPITAL,President,,REP,Mitt Romney / Paul Ryan,54,46,8,0,0,0
Desha,MCGEHEE HOSPITAL,President,,SOC,Peta Lindsay / Yari Osorio,2,2,0,0,0,0
Desha,METHODIST CHURCH 17,State Senate,25,DEM,Stephanie Flowers,98,92,2,3,1,0
Desha,METHODIST CHURCH 17,State Senate,25,LIB,David E. Dinwiddie,20,18,2,0,0,0
Desha,METHODIST CHURCH 17,U.S. House,1,DEM,Scott Ellington,89,85,3,1,0,0
Desha,METHODIST CHURCH 17,U.S. House,1,GRN,Jacob Holloway,2,1,0,0,1,0
Desha,METHODIST CHURCH 17,U.S. House,1,LIB,Jessica Paxton,1,1,0,0,0,0
Desha,METHODIST CHURCH 17,U.S. House,1,REP,Rick Crawford,34,29,3,2,0,0
Desha,METHODIST CHURCH 17,President,,DEM,Barack Obama / Joe Biden,88,84,3,1,0,0
Desha,METHODIST CHURCH 17,President,,REP,Mitt Romney / Paul Ryan,40,34,3,2,1,0
Desha,MITCHELLVILLE CITY HALL,State Senate,25,DEM,Stephanie Flowers,142,136,3,1,2,0
Desha,MITCHELLVILLE CITY HALL,State Senate,25,LIB,David E. Dinwiddie,15,12,1,2,0,0
Desha,MITCHELLVILLE CITY HALL,U.S. House,1,DEM,Scott Ellington,143,134,4,3,2,0
Desha,MITCHELLVILLE CITY HALL,U.S. House,1,GRN,Jacob Holloway,1,1,0,0,0,0
Desha,MITCHELLVILLE CITY HALL,U.S. House,1,LIB,Jessica Paxton,3,3,0,0,0,0
Desha,MITCHELLVILLE CITY HALL,U.S. House,1,REP,Rick Crawford,3,3,0,0,0,0
Desha,MITCHELLVILLE CITY HALL,President,,DEM,Barack Obama / Joe Biden,171,162,4,3,2,0
Desha,MITCHELLVILLE CITY HALL,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Desha,MITCHELLVILLE CITY HALL,President,,REP,Mitt Romney / Paul Ryan,1,1,0,0,0,0
Desha,MUNICIPAL BUILDING,State Senate,25,DEM,Stephanie Flowers,299,251,35,13,0,0
Desha,MUNICIPAL BUILDING,State Senate,25,LIB,David E. Dinwiddie,26,22,2,2,0,0
Desha,MUNICIPAL BUILDING,U.S. House,1,DEM,Scott Ellington,277,234,32,11,0,0
Desha,MUNICIPAL BUILDING,U.S. House,1,GRN,Jacob Holloway,6,5,0,1,0,0
Desha,MUNICIPAL BUILDING,U.S. House,1,LIB,Jessica Paxton,12,11,0,1,0,0
Desha,MUNICIPAL BUILDING,U.S. House,1,REP,Rick Crawford,40,32,5,3,0,0
Desha,MUNICIPAL BUILDING,President,,DEM,Barack Obama / Joe Biden,310,266,33,11,0,0
Desha,MUNICIPAL BUILDING,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Desha,MUNICIPAL BUILDING,President,,REP,Mitt Romney / Paul Ryan,45,34,6,5,0,0
Desha,MUNICIPAL BUILDING,President,,SOC,Peta Lindsay / Yari Osorio,3,3,0,0,0,0
Desha,NATL GUARD ARMORY,State Senate,25,DEM,Stephanie Flowers,308,271,31,6,0,0
Desha,NATL GUARD ARMORY,State Senate,25,LIB,David E. Dinwiddie,60,48,4,8,0,0
Desha,NATL GUARD ARMORY,U.S. House,1,DEM,Scott Ellington,232,202,24,6,0,0
Desha,NATL GUARD ARMORY,U.S. House,1,GRN,Jacob Holloway,7,7,0,0,0,0
Desha,NATL GUARD ARMORY,U.S. House,1,LIB,Jessica Paxton,3,3,0,0,0,0
Desha,NATL GUARD ARMORY,U.S. House,1,REP,Rick Crawford,165,139,18,8,0,0
Desha,NATL GUARD ARMORY,President,,DEM,Barack Obama / Joe Biden,205,175,24,6,0,0
Desha,NATL GUARD ARMORY,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Desha,NATL GUARD ARMORY,President,,LIB,Gary Johnson / James P. Gray,4,4,0,0,0,0
Desha,NATL GUARD ARMORY,President,,REP,Mitt Romney / Paul Ryan,211,184,18,9,0,0
Desha,NATL GUARD ARMORY,President,,SOC,Peta Lindsay / Yari Osorio,2,2,0,0,0,0
Desha,PENDLETON GIN,State Senate,25,DEM,Stephanie Flowers,85,70,6,2,7,0
Desha,PENDLETON GIN,State Senate,25,LIB,David E. Dinwiddie,40,34,2,1,3,0
Desha,PENDLETON GIN,State Senate,26,DEM,Eddie Cheatham,2,2,0,0,0,0
Desha,PENDLETON GIN,State Senate,26,REP,Mike Akin,5,5,0,0,0,0
Desha,PENDLETON GIN,U.S. House,1,DEM,Scott Ellington,60,51,6,1,2,0
Desha,PENDLETON GIN,U.S. House,1,GRN,Jacob Holloway,2,2,0,0,0,0
Desha,PENDLETON GIN,U.S. House,1,LIB,Jessica Paxton,2,2,0,0,0,0
Desha,PENDLETON GIN,U.S. House,1,REP,Rick Crawford,78,65,3,2,8,0
Desha,PENDLETON GIN,President,,DEM,Barack Obama / Joe Biden,45,38,6,1,0,0
Desha,PENDLETON GIN,President,,GRN,Jill Stein / Cheri Honkala,3,3,0,0,0,0
Desha,PENDLETON GIN,President,,LIB,Gary Johnson / James P. Gray,1,0,1,0,0,0
Desha,PENDLETON GIN,President,,REP,Mitt Romney / Paul Ryan,90,76,2,2,10,0
Desha,PENDLETON GIN,President,,SOC,Peta Lindsay / Yari Osorio,2,2,0,0,0,0
Desha,PICKENS STORE,State Senate,25,DEM,Stephanie Flowers,3,3,0,0,0,0
Desha,PICKENS STORE,State Senate,26,DEM,Eddie Cheatham,27,23,2,2,0,0
Desha,PICKENS STORE,State Senate,26,REP,Mike Akin,45,42,2,1,0,0
Desha,PICKENS STORE,U.S. House,1,DEM,Scott Ellington,29,25,2,2,0,0
Desha,PICKENS STORE,U.S. House,1,GRN,Jacob Holloway,6,6,0,0,0,0
Desha,PICKENS STORE,U.S. House,1,REP,Rick Crawford,37,34,2,1,0,0
Desha,PICKENS STORE,President,,DEM,Barack Obama / Joe Biden,26,23,2,1,0,0
Desha,PICKENS STORE,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Desha,PICKENS STORE,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Desha,PICKENS STORE,President,,REP,Mitt Romney / Paul Ryan,51,47,2,2,0,0
