county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Craighead,Precinct 14,Secretary of State,,LIB,Christopher Olson,19,0,0,5,14
Craighead,Precinct 15,Secretary of State,,LIB,Christopher Olson,10,0,0,3,7
Craighead,Precinct 16,Secretary of State,,LIB,Christopher Olson,12,0,0,9,3
Craighead,Precinct 17,Secretary of State,,LIB,Christopher Olson,10,0,0,8,2
Craighead,Precinct 18,Secretary of State,,LIB,Christopher Olson,18,0,0,9,9
Craighead,Precinct 19,Secretary of State,,LIB,Christopher Olson,9,0,0,5,4
Craighead,Precinct 20,Secretary of State,,LIB,Christopher Olson,7,0,0,6,1
Craighead,Precinct 21,Secretary of State,,LIB,Christopher Olson,10,0,0,6,4
Craighead,Precinct 22,Secretary of State,,LIB,Christopher Olson,13,0,0,3,10
Craighead,Precinct 23,Secretary of State,,LIB,Christopher Olson,24,0,0,12,12
Craighead,Precinct 24,Secretary of State,,LIB,Christopher Olson,11,0,0,6,5
Craighead,Precinct 25,Secretary of State,,LIB,Christopher Olson,8,0,0,5,3
Craighead,Precinct 26,Secretary of State,,LIB,Christopher Olson,13,0,0,5,8
Craighead,Precinct 27,Secretary of State,,LIB,Christopher Olson,9,0,0,2,7
Craighead,Precinct 28,Secretary of State,,LIB,Christopher Olson,8,0,0,3,5
Craighead,Precinct 29,Secretary of State,,LIB,Christopher Olson,17,0,0,8,9
Craighead,Precinct 30,Secretary of State,,LIB,Christopher Olson,26,2,0,13,11
Craighead,Precinct 31,Secretary of State,,LIB,Christopher Olson,12,0,0,5,7
Craighead,Precinct 32,Secretary of State,,LIB,Christopher Olson,9,0,0,3,6
Craighead,Precinct 33,Secretary of State,,LIB,Christopher Olson,9,0,0,4,5
Craighead,Precinct 34,Secretary of State,,LIB,Christopher Olson,9,0,0,4,5
Craighead,Precinct 35,Secretary of State,,LIB,Christopher Olson,18,0,0,9,9
Craighead,Precinct 36,Secretary of State,,LIB,Christopher Olson,20,0,0,9,11
Craighead,Precinct 37,Secretary of State,,LIB,Christopher Olson,14,0,0,6,8
Craighead,Precinct 38,Secretary of State,,LIB,Christopher Olson,20,0,0,12,8
Craighead,Precinct 39,Secretary of State,,LIB,Christopher Olson,26,0,0,11,15
Craighead,Precinct 40,Secretary of State,,LIB,Christopher Olson,16,2,0,6,8
Craighead,Precinct 41,Secretary of State,,LIB,Christopher Olson,15,0,0,7,8
Craighead,Precinct 42,Secretary of State,,LIB,Christopher Olson,8,1,0,4,3
Craighead,Precinct 43,Secretary of State,,LIB,Christopher Olson,8,0,0,3,5
Craighead,Precinct 44,Secretary of State,,LIB,Christopher Olson,20,0,0,13,7
Craighead,Precinct 45,Secretary of State,,LIB,Christopher Olson,8,0,0,2,6
Craighead,Precinct 46,Secretary of State,,LIB,Christopher Olson,22,0,0,10,12
Craighead,Precinct 47,Secretary of State,,LIB,Christopher Olson,15,1,0,6,8
Craighead,Precinct 48,Secretary of State,,LIB,Christopher Olson,16,0,0,7,9
Craighead,Precinct 49,Secretary of State,,LIB,Christopher Olson,5,0,0,2,3
Craighead,Precinct 50,Secretary of State,,LIB,Christopher Olson,15,0,0,1,14
Craighead,Precinct 51,Secretary of State,,LIB,Christopher Olson,11,0,0,3,8
Craighead,Precinct 52,Secretary of State,,LIB,Christopher Olson,4,0,0,2,2
Craighead,Precinct 53,Secretary of State,,LIB,Christopher Olson,8,0,0,3,5
Craighead,Precinct 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,177,3,0,122,52
Craighead,Precinct 2,Secretary of State,,REP,John Thurston Commissioner of State Lands,203,1,0,142,60
Craighead,Precinct 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,221,7,0,112,102
Craighead,Precinct 4,Secretary of State,,REP,John Thurston Commissioner of State Lands,202,2,1,136,63
Craighead,Precinct 5,Secretary of State,,REP,John Thurston Commissioner of State Lands,267,10,0,168,89
Craighead,Precinct 6,Secretary of State,,REP,John Thurston Commissioner of State Lands,539,10,0,338,191
Craighead,Precinct 7,Secretary of State,,REP,John Thurston Commissioner of State Lands,567,9,0,297,261
Craighead,Precinct 8,Secretary of State,,REP,John Thurston Commissioner of State Lands,484,5,0,227,252
Craighead,Precinct 9,Secretary of State,,REP,John Thurston Commissioner of State Lands,408,3,0,266,139
Craighead,Precinct 10,Secretary of State,,REP,John Thurston Commissioner of State Lands,367,3,0,225,139
Craighead,Precinct 11,Secretary of State,,REP,John Thurston Commissioner of State Lands,430,10,0,238,182
Craighead,Precinct 12,Secretary of State,,REP,John Thurston Commissioner of State Lands,340,2,0,200,138
Craighead,Precinct 13,Secretary of State,,REP,John Thurston Commissioner of State Lands,279,5,0,172,102
Craighead,Precinct 14,Secretary of State,,REP,John Thurston Commissioner of State Lands,98,4,0,48,46
Craighead,Precinct 15,Secretary of State,,REP,John Thurston Commissioner of State Lands,306,6,0,194,106
Craighead,Precinct 16,Secretary of State,,REP,John Thurston Commissioner of State Lands,318,7,0,219,92
Craighead,Precinct 17,Secretary of State,,REP,John Thurston Commissioner of State Lands,420,12,1,308,99
Craighead,Precinct 18,Secretary of State,,REP,John Thurston Commissioner of State Lands,337,7,0,210,120
Craighead,Precinct 19,Secretary of State,,REP,John Thurston Commissioner of State Lands,80,0,0,27,53
Craighead,Precinct 20,Secretary of State,,REP,John Thurston Commissioner of State Lands,327,11,0,248,68
Craighead,Precinct 21,Secretary of State,,REP,John Thurston Commissioner of State Lands,293,3,0,161,129
Craighead,Precinct 22,Secretary of State,,REP,John Thurston Commissioner of State Lands,242,2,0,114,126
Craighead,Precinct 23,Secretary of State,,REP,John Thurston Commissioner of State Lands,277,31,0,163,83
Craighead,Precinct 24,Secretary of State,,REP,John Thurston Commissioner of State Lands,256,2,0,184,70
Craighead,Precinct 25,Secretary of State,,REP,John Thurston Commissioner of State Lands,276,6,1,199,70
Craighead,Precinct 26,Secretary of State,,REP,John Thurston Commissioner of State Lands,104,1,0,66,37
Craighead,Precinct 27,Secretary of State,,REP,John Thurston Commissioner of State Lands,200,1,0,122,77
Craighead,Precinct 28,Secretary of State,,REP,John Thurston Commissioner of State Lands,385,13,0,237,135
Craighead,Precinct 29,Secretary of State,,REP,John Thurston Commissioner of State Lands,419,1,0,222,196
Craighead,Precinct 30,Secretary of State,,REP,John Thurston Commissioner of State Lands,697,6,0,404,287
Craighead,Precinct 31,Secretary of State,,REP,John Thurston Commissioner of State Lands,408,2,3,212,191
Craighead,Precinct 32,Secretary of State,,REP,John Thurston Commissioner of State Lands,39,0,1,19,19
Craighead,Precinct 33,Secretary of State,,REP,John Thurston Commissioner of State Lands,210,3,2,129,76
Craighead,Precinct 34,Secretary of State,,REP,John Thurston Commissioner of State Lands,123,4,0,57,62
Craighead,Precinct 35,Secretary of State,,REP,John Thurston Commissioner of State Lands,154,4,0,91,59
Craighead,Precinct 36,Secretary of State,,REP,John Thurston Commissioner of State Lands,408,6,0,207,195
Craighead,Precinct 37,Secretary of State,,REP,John Thurston Commissioner of State Lands,519,1,2,168,348
Craighead,Precinct 38,Secretary of State,,REP,John Thurston Commissioner of State Lands,386,4,0,180,202
Craighead,Precinct 39,Secretary of State,,REP,John Thurston Commissioner of State Lands,370,4,0,176,190
Craighead,Precinct 40,Secretary of State,,REP,John Thurston Commissioner of State Lands,436,3,0,232,201
Craighead,Precinct 41,Secretary of State,,REP,John Thurston Commissioner of State Lands,411,3,1,201,206
Craighead,Precinct 42,Secretary of State,,REP,John Thurston Commissioner of State Lands,339,2,1,157,179
Craighead,Precinct 43,Secretary of State,,REP,John Thurston Commissioner of State Lands,495,1,0,158,336
Craighead,Precinct 44,Secretary of State,,REP,John Thurston Commissioner of State Lands,369,2,0,232,135
Craighead,Precinct 45,Secretary of State,,REP,John Thurston Commissioner of State Lands,305,4,0,200,101
Craighead,Precinct 46,Secretary of State,,REP,John Thurston Commissioner of State Lands,481,2,0,267,212
Craighead,Precinct 47,Secretary of State,,REP,John Thurston Commissioner of State Lands,537,5,1,273,258
Craighead,Precinct 48,Secretary of State,,REP,John Thurston Commissioner of State Lands,397,2,0,238,157
Craighead,Precinct 49,Secretary of State,,REP,John Thurston Commissioner of State Lands,126,0,0,46,80
Craighead,Precinct 50,Secretary of State,,REP,John Thurston Commissioner of State Lands,351,1,0,115,235
Craighead,Precinct 51,Secretary of State,,REP,John Thurston Commissioner of State Lands,300,3,0,93,204
Craighead,Precinct 52,Secretary of State,,REP,John Thurston Commissioner of State Lands,61,0,0,33,28
Craighead,Precinct 53,Secretary of State,,REP,John Thurston Commissioner of State Lands,105,0,0,53,52
Craighead,Precinct 1,Secretary of State,,DEM,Susan Inman,236,5,2,162,67
Craighead,Precinct 2,Secretary of State,,DEM,Susan Inman,187,1,0,118,68
Craighead,Precinct 3,Secretary of State,,DEM,Susan Inman,214,3,0,139,72
Craighead,Precinct 4,Secretary of State,,DEM,Susan Inman,204,4,0,140,60
Craighead,Precinct 5,Secretary of State,,DEM,Susan Inman,161,6,0,107,48
Craighead,Precinct 6,Secretary of State,,DEM,Susan Inman,158,9,0,96,53
Craighead,Precinct 7,Secretary of State,,DEM,Susan Inman,189,1,0,117,71
Craighead,Precinct 8,Secretary of State,,DEM,Susan Inman,145,4,1,68,72
Craighead,Precinct 9,Secretary of State,,DEM,Susan Inman,136,4,0,90,42
Craighead,Precinct 10,Secretary of State,,DEM,Susan Inman,159,0,0,99,60
Craighead,Precinct 11,Secretary of State,,DEM,Susan Inman,157,2,0,99,56
Craighead,Precinct 12,Secretary of State,,DEM,Susan Inman,154,4,0,104,46
Craighead,Precinct 13,Secretary of State,,DEM,Susan Inman,230,4,1,116,109
Craighead,Precinct 14,Secretary of State,,DEM,Susan Inman,195,3,0,100,92
Craighead,Precinct 15,Secretary of State,,DEM,Susan Inman,224,11,0,137,76
Craighead,Precinct 16,Secretary of State,,DEM,Susan Inman,181,3,0,125,53
Craighead,Precinct 17,Secretary of State,,DEM,Susan Inman,182,1,0,142,39
Craighead,Precinct 18,Secretary of State,,DEM,Susan Inman,215,9,0,138,68
Craighead,Precinct 19,Secretary of State,,DEM,Susan Inman,128,2,1,46,79
Craighead,Precinct 20,Secretary of State,,DEM,Susan Inman,183,4,0,134,45
Craighead,Precinct 21,Secretary of State,,DEM,Susan Inman,197,5,0,103,89
Craighead,Precinct 22,Secretary of State,,DEM,Susan Inman,188,5,0,97,86
Craighead,Precinct 23,Secretary of State,,DEM,Susan Inman,168,7,0,111,50
Craighead,Precinct 24,Secretary of State,,DEM,Susan Inman,197,1,0,113,83
Craighead,Precinct 25,Secretary of State,,DEM,Susan Inman,185,3,0,125,57
Craighead,Precinct 26,Secretary of State,,DEM,Susan Inman,182,2,1,111,68
Craighead,Precinct 27,Secretary of State,,DEM,Susan Inman,162,4,0,86,72
Craighead,Precinct 28,Secretary of State,,DEM,Susan Inman,200,2,1,126,71
Craighead,Precinct 29,Secretary of State,,DEM,Susan Inman,231,2,1,139,89
Craighead,Precinct 30,Secretary of State,,DEM,Susan Inman,225,0,0,145,80
Craighead,Precinct 31,Secretary of State,,DEM,Susan Inman,78,1,0,40,37
Craighead,Precinct 32,Secretary of State,,DEM,Susan Inman,168,0,1,75,92
Craighead,Precinct 33,Secretary of State,,DEM,Susan Inman,197,2,0,119,76
Craighead,Precinct 34,Secretary of State,,DEM,Susan Inman,190,1,1,73,115
Craighead,Precinct 35,Secretary of State,,DEM,Susan Inman,173,2,0,90,81
Craighead,Precinct 36,Secretary of State,,DEM,Susan Inman,162,3,0,88,71
Craighead,Precinct 37,Secretary of State,,DEM,Susan Inman,125,1,0,53,71
Craighead,Precinct 38,Secretary of State,,DEM,Susan Inman,124,1,0,80,43
Craighead,Precinct 39,Secretary of State,,DEM,Susan Inman,156,2,1,79,74
Craighead,Precinct 40,Secretary of State,,DEM,Susan Inman,93,0,0,65,28
Craighead,Precinct 41,Secretary of State,,DEM,Susan Inman,109,3,0,37,69
Craighead,Precinct 42,Secretary of State,,DEM,Susan Inman,70,0,0,35,35
Craighead,Precinct 43,Secretary of State,,DEM,Susan Inman,122,2,0,36,84
Craighead,Precinct 44,Secretary of State,,DEM,Susan Inman,169,2,1,93,73
Craighead,Precinct 45,Secretary of State,,DEM,Susan Inman,141,2,0,71,68
Craighead,Precinct 46,Secretary of State,,DEM,Susan Inman,156,0,0,84,72
Craighead,Precinct 47,Secretary of State,,DEM,Susan Inman,106,0,0,58,48
Craighead,Precinct 48,Secretary of State,,DEM,Susan Inman,146,0,0,92,54
Craighead,Precinct 49,Secretary of State,,DEM,Susan Inman,44,0,0,11,33
Craighead,Precinct 50,Secretary of State,,DEM,Susan Inman,120,0,0,44,76
Craighead,Precinct 51,Secretary of State,,DEM,Susan Inman,102,0,0,35,67
Craighead,Precinct 52,Secretary of State,,DEM,Susan Inman,22,0,0,7,15
Craighead,Precinct 53,Secretary of State,,DEM,Susan Inman,24,0,0,11,13
Craighead,Precinct 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,215,3,0,154,58
Craighead,Precinct 2,State Treasurer,,REP,Treasurer of State Dennis Milligan,239,1,0,169,69
Craighead,Precinct 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,268,7,0,137,124
Craighead,Precinct 4,State Treasurer,,REP,Treasurer of State Dennis Milligan,241,4,1,159,77
Craighead,Precinct 5,State Treasurer,,REP,Treasurer of State Dennis Milligan,322,12,0,202,108
Craighead,Precinct 6,State Treasurer,,REP,Treasurer of State Dennis Milligan,601,15,0,373,213
Craighead,Precinct 7,State Treasurer,,REP,Treasurer of State Dennis Milligan,624,9,0,331,284
Craighead,Precinct 8,State Treasurer,,REP,Treasurer of State Dennis Milligan,534,6,0,253,275
Craighead,Precinct 9,State Treasurer,,REP,Treasurer of State Dennis Milligan,435,5,0,286,144
Craighead,Precinct 10,State Treasurer,,REP,Treasurer of State Dennis Milligan,414,3,0,250,161
Craighead,Precinct 11,State Treasurer,,REP,Treasurer of State Dennis Milligan,473,10,0,267,196
Craighead,Precinct 12,State Treasurer,,REP,Treasurer of State Dennis Milligan,382,3,0,224,155
Craighead,Precinct 13,State Treasurer,,REP,Treasurer of State Dennis Milligan,353,6,1,210,136
Craighead,Precinct 14,State Treasurer,,REP,Treasurer of State Dennis Milligan,142,5,0,69,68
Craighead,Precinct 15,State Treasurer,,REP,Treasurer of State Dennis Milligan,368,8,0,227,133
Craighead,Precinct 16,State Treasurer,,REP,Treasurer of State Dennis Milligan,375,7,0,255,113
Craighead,Precinct 17,State Treasurer,,REP,Treasurer of State Dennis Milligan,467,12,1,342,112
Craighead,Precinct 18,State Treasurer,,REP,Treasurer of State Dennis Milligan,405,7,0,256,142
Craighead,Precinct 19,State Treasurer,,REP,Treasurer of State Dennis Milligan,103,0,0,37,66
Craighead,Precinct 20,State Treasurer,,REP,Treasurer of State Dennis Milligan,384,13,0,293,78
Craighead,Precinct 21,State Treasurer,,REP,Treasurer of State Dennis Milligan,328,4,0,181,143
Craighead,Precinct 22,State Treasurer,,REP,Treasurer of State Dennis Milligan,290,4,0,134,152
Craighead,Precinct 23,State Treasurer,,REP,Treasurer of State Dennis Milligan,339,35,0,204,100
Craighead,Precinct 24,State Treasurer,,REP,Treasurer of State Dennis Milligan,302,2,0,212,88
Craighead,Precinct 25,State Treasurer,,REP,Treasurer of State Dennis Milligan,325,7,1,231,86
Craighead,Precinct 26,State Treasurer,,REP,Treasurer of State Dennis Milligan,134,1,0,87,46
Craighead,Precinct 27,State Treasurer,,REP,Treasurer of State Dennis Milligan,241,3,0,145,93
Craighead,Precinct 28,State Treasurer,,REP,Treasurer of State Dennis Milligan,437,15,0,267,155
Craighead,Precinct 29,State Treasurer,,REP,Treasurer of State Dennis Milligan,464,1,0,244,219
Craighead,Precinct 30,State Treasurer,,REP,Treasurer of State Dennis Milligan,759,6,0,440,313
Craighead,Precinct 31,State Treasurer,,REP,Treasurer of State Dennis Milligan,427,2,3,220,202
Craighead,Precinct 32,State Treasurer,,REP,Treasurer of State Dennis Milligan,67,0,1,33,33
Craighead,Precinct 33,State Treasurer,,REP,Treasurer of State Dennis Milligan,241,3,2,151,85
Craighead,Precinct 34,State Treasurer,,REP,Treasurer of State Dennis Milligan,156,5,0,70,81
Craighead,Precinct 35,State Treasurer,,REP,Treasurer of State Dennis Milligan,190,3,0,113,74
Craighead,Precinct 36,State Treasurer,,REP,Treasurer of State Dennis Milligan,452,5,0,228,219
Craighead,Precinct 37,State Treasurer,,REP,Treasurer of State Dennis Milligan,561,1,2,185,373
Craighead,Precinct 38,State Treasurer,,REP,Treasurer of State Dennis Milligan,423,5,0,208,210
Craighead,Precinct 39,State Treasurer,,REP,Treasurer of State Dennis Milligan,405,5,0,196,204
Craighead,Precinct 40,State Treasurer,,REP,Treasurer of State Dennis Milligan,462,3,0,251,208
Craighead,Precinct 41,State Treasurer,,REP,Treasurer of State Dennis Milligan,442,4,1,210,227
Craighead,Precinct 42,State Treasurer,,REP,Treasurer of State Dennis Milligan,353,2,1,164,186
Craighead,Precinct 43,State Treasurer,,REP,Treasurer of State Dennis Milligan,527,1,0,160,366
Craighead,Precinct 44,State Treasurer,,REP,Treasurer of State Dennis Milligan,419,2,0,265,152
Craighead,Precinct 45,State Treasurer,,REP,Treasurer of State Dennis Milligan,334,5,0,214,115
Craighead,Precinct 46,State Treasurer,,REP,Treasurer of State Dennis Milligan,526,2,0,288,236
Craighead,Precinct 47,State Treasurer,,REP,Treasurer of State Dennis Milligan,562,5,1,283,273
Craighead,Precinct 48,State Treasurer,,REP,Treasurer of State Dennis Milligan,469,1,0,281,187
Craighead,Precinct 49,State Treasurer,,REP,Treasurer of State Dennis Milligan,136,0,0,51,85
Craighead,Precinct 50,State Treasurer,,REP,Treasurer of State Dennis Milligan,402,1,0,131,270
Craighead,Precinct 51,State Treasurer,,REP,Treasurer of State Dennis Milligan,335,3,0,101,231
Craighead,Precinct 52,State Treasurer,,REP,Treasurer of State Dennis Milligan,73,0,0,37,36
Craighead,Precinct 53,State Treasurer,,REP,Treasurer of State Dennis Milligan,120,0,0,58,62
Craighead,Precinct 1,State Treasurer,,LIB,Ashley Ewald,201,5,2,130,64
Craighead,Precinct 2,State Treasurer,,LIB,Ashley Ewald,161,0,0,95,66
Craighead,Precinct 3,State Treasurer,,LIB,Ashley Ewald,164,3,0,109,52
Craighead,Precinct 4,State Treasurer,,LIB,Ashley Ewald,172,2,0,114,56
Craighead,Precinct 5,State Treasurer,,LIB,Ashley Ewald,118,2,0,81,35
Craighead,Precinct 6,State Treasurer,,LIB,Ashley Ewald,97,4,0,59,34
Craighead,Precinct 7,State Treasurer,,LIB,Ashley Ewald,149,0,0,87,62
Craighead,Precinct 8,State Treasurer,,LIB,Ashley Ewald,109,2,1,48,58
Craighead,Precinct 9,State Treasurer,,LIB,Ashley Ewald,117,2,1,71,43
Craighead,Precinct 10,State Treasurer,,LIB,Ashley Ewald,125,0,0,75,50
Craighead,Precinct 11,State Treasurer,,LIB,Ashley Ewald,119,2,0,72,45
Craighead,Precinct 12,State Treasurer,,LIB,Ashley Ewald,113,3,0,78,32
Craighead,Precinct 13,State Treasurer,,LIB,Ashley Ewald,157,1,0,74,82
Craighead,Precinct 14,State Treasurer,,LIB,Ashley Ewald,163,2,0,79,82
Craighead,Precinct 15,State Treasurer,,LIB,Ashley Ewald,163,9,0,99,55
Craighead,Precinct 16,State Treasurer,,LIB,Ashley Ewald,131,3,0,93,35
Craighead,Precinct 17,State Treasurer,,LIB,Ashley Ewald,134,1,0,106,27
Craighead,Precinct 18,State Treasurer,,LIB,Ashley Ewald,150,6,0,90,54
Craighead,Precinct 19,State Treasurer,,LIB,Ashley Ewald,109,2,1,38,68
Craighead,Precinct 20,State Treasurer,,LIB,Ashley Ewald,125,2,0,91,32
Craighead,Precinct 21,State Treasurer,,LIB,Ashley Ewald,165,4,0,83,78
Craighead,Precinct 22,State Treasurer,,LIB,Ashley Ewald,149,2,0,75,72
Craighead,Precinct 23,State Treasurer,,LIB,Ashley Ewald,123,3,0,75,45
Craighead,Precinct 24,State Treasurer,,LIB,Ashley Ewald,157,1,0,86,70
Craighead,Precinct 25,State Treasurer,,LIB,Ashley Ewald,143,2,0,97,44
Craighead,Precinct 26,State Treasurer,,LIB,Ashley Ewald,156,2,1,88,65
Craighead,Precinct 27,State Treasurer,,LIB,Ashley Ewald,123,2,0,59,62
Craighead,Precinct 28,State Treasurer,,LIB,Ashley Ewald,141,0,0,87,54
Craighead,Precinct 29,State Treasurer,,LIB,Ashley Ewald,185,2,1,116,66
Craighead,Precinct 30,State Treasurer,,LIB,Ashley Ewald,180,2,0,116,62
Craighead,Precinct 31,State Treasurer,,LIB,Ashley Ewald,70,1,0,37,32
Craighead,Precinct 32,State Treasurer,,LIB,Ashley Ewald,142,0,1,61,80
Craighead,Precinct 33,State Treasurer,,LIB,Ashley Ewald,167,2,0,95,70
Craighead,Precinct 34,State Treasurer,,LIB,Ashley Ewald,151,0,1,56,94
Craighead,Precinct 35,State Treasurer,,LIB,Ashley Ewald,150,3,0,73,74
Craighead,Precinct 36,State Treasurer,,LIB,Ashley Ewald,135,4,0,71,60
Craighead,Precinct 37,State Treasurer,,LIB,Ashley Ewald,98,1,0,43,54
Craighead,Precinct 38,State Treasurer,,LIB,Ashley Ewald,101,0,0,58,43
Craighead,Precinct 39,State Treasurer,,LIB,Ashley Ewald,142,0,1,69,72
Craighead,Precinct 40,State Treasurer,,LIB,Ashley Ewald,78,2,0,49,27
Craighead,Precinct 41,State Treasurer,,LIB,Ashley Ewald,88,2,0,33,53
Craighead,Precinct 42,State Treasurer,,LIB,Ashley Ewald,64,1,0,31,32
Craighead,Precinct 43,State Treasurer,,LIB,Ashley Ewald,98,2,0,37,59
Craighead,Precinct 44,State Treasurer,,LIB,Ashley Ewald,135,2,1,70,62
Craighead,Precinct 45,State Treasurer,,LIB,Ashley Ewald,116,1,0,55,60
Craighead,Precinct 46,State Treasurer,,LIB,Ashley Ewald,128,0,0,73,55
Craighead,Precinct 47,State Treasurer,,LIB,Ashley Ewald,92,1,0,50,41
Craighead,Precinct 48,State Treasurer,,LIB,Ashley Ewald,85,1,0,52,32
Craighead,Precinct 49,State Treasurer,,LIB,Ashley Ewald,38,0,0,8,30
Craighead,Precinct 50,State Treasurer,,LIB,Ashley Ewald,86,0,0,29,57
Craighead,Precinct 51,State Treasurer,,LIB,Ashley Ewald,77,0,0,29,48
Craighead,Precinct 52,State Treasurer,,LIB,Ashley Ewald,14,0,0,4,10
Craighead,Precinct 53,State Treasurer,,LIB,Ashley Ewald,14,0,0,6,8
Craighead,Precinct 1,Auditor of State,,LIB,David E. Dinwiddie,192,4,1,123,64
Craighead,Precinct 2,Auditor of State,,LIB,David E. Dinwiddie,152,0,0,92,60
Craighead,Precinct 3,Auditor of State,,LIB,David E. Dinwiddie,162,2,0,101,59
Craighead,Precinct 4,Auditor of State,,LIB,David E. Dinwiddie,152,0,0,105,47
Craighead,Precinct 5,Auditor of State,,LIB,David E. Dinwiddie,105,1,0,73,31
Craighead,Precinct 6,Auditor of State,,LIB,David E. Dinwiddie,90,3,0,58,29
Craighead,Precinct 7,Auditor of State,,LIB,David E. Dinwiddie,145,0,0,83,62
Craighead,Precinct 8,Auditor of State,,LIB,David E. Dinwiddie,97,2,1,42,52
Craighead,Precinct 9,Auditor of State,,LIB,David E. Dinwiddie,113,2,1,70,40
Craighead,Precinct 10,Auditor of State,,LIB,David E. Dinwiddie,115,0,0,72,43
Craighead,Precinct 11,Auditor of State,,LIB,David E. Dinwiddie,109,2,0,65,42
Craighead,Precinct 12,Auditor of State,,LIB,David E. Dinwiddie,119,3,0,78,38
Craighead,Precinct 13,Auditor of State,,LIB,David E. Dinwiddie,149,0,0,71,78
Craighead,Precinct 14,Auditor of State,,LIB,David E. Dinwiddie,154,3,0,77,74
Craighead,Precinct 15,Auditor of State,,LIB,David E. Dinwiddie,159,8,0,95,56
Craighead,Precinct 16,Auditor of State,,LIB,David E. Dinwiddie,131,3,0,93,35
Craighead,Precinct 17,Auditor of State,,LIB,David E. Dinwiddie,131,1,0,102,28
Craighead,Precinct 18,Auditor of State,,LIB,David E. Dinwiddie,154,3,0,97,54
Craighead,Precinct 19,Auditor of State,,LIB,David E. Dinwiddie,106,2,1,37,66
Craighead,Precinct 20,Auditor of State,,LIB,David E. Dinwiddie,124,2,0,94,28
Craighead,Precinct 21,Auditor of State,,LIB,David E. Dinwiddie,149,5,0,71,73
Craighead,Precinct 22,Auditor of State,,LIB,David E. Dinwiddie,150,2,0,71,77
Craighead,Precinct 23,Auditor of State,,LIB,David E. Dinwiddie,115,3,0,69,43
Craighead,Precinct 24,Auditor of State,,LIB,David E. Dinwiddie,155,0,0,88,67
Craighead,Precinct 25,Auditor of State,,LIB,David E. Dinwiddie,139,2,0,90,47
Craighead,Precinct 26,Auditor of State,,LIB,David E. Dinwiddie,145,2,1,83,59
Craighead,Precinct 27,Auditor of State,,LIB,David E. Dinwiddie,113,2,0,54,57
Craighead,Precinct 28,Auditor of State,,LIB,David E. Dinwiddie,135,0,0,87,48
Craighead,Precinct 29,Auditor of State,,LIB,David E. Dinwiddie,167,2,1,105,59
Craighead,Precinct 30,Auditor of State,,LIB,David E. Dinwiddie,168,2,0,111,55
Craighead,Precinct 31,Auditor of State,,LIB,David E. Dinwiddie,66,1,0,36,29
Craighead,Precinct 32,Auditor of State,,LIB,David E. Dinwiddie,130,0,1,53,76
Craighead,Precinct 33,Auditor of State,,LIB,David E. Dinwiddie,163,2,0,94,67
Craighead,Precinct 34,Auditor of State,,LIB,David E. Dinwiddie,150,0,1,54,95
Craighead,Precinct 35,Auditor of State,,LIB,David E. Dinwiddie,140,2,0,69,69
Craighead,Precinct 36,Auditor of State,,LIB,David E. Dinwiddie,137,2,0,76,59
Craighead,Precinct 37,Auditor of State,,LIB,David E. Dinwiddie,97,1,0,43,53
Craighead,Precinct 38,Auditor of State,,LIB,David E. Dinwiddie,103,1,0,60,42
Craighead,Precinct 39,Auditor of State,,LIB,David E. Dinwiddie,131,1,0,64,66
Craighead,Precinct 40,Auditor of State,,LIB,David E. Dinwiddie,70,2,0,47,21
Craighead,Precinct 41,Auditor of State,,LIB,David E. Dinwiddie,86,2,0,33,51
Craighead,Precinct 42,Auditor of State,,LIB,David E. Dinwiddie,58,2,0,26,30
Craighead,Precinct 43,Auditor of State,,LIB,David E. Dinwiddie,105,1,0,39,65
Craighead,Precinct 44,Auditor of State,,LIB,David E. Dinwiddie,141,0,1,78,62
Craighead,Precinct 45,Auditor of State,,LIB,David E. Dinwiddie,112,1,0,50,61
Craighead,Precinct 46,Auditor of State,,LIB,David E. Dinwiddie,122,0,0,69,53
Craighead,Precinct 47,Auditor of State,,LIB,David E. Dinwiddie,85,1,0,50,34
Craighead,Precinct 48,Auditor of State,,LIB,David E. Dinwiddie,92,1,0,55,36
Craighead,Precinct 49,Auditor of State,,LIB,David E. Dinwiddie,35,0,0,9,26
Craighead,Precinct 50,Auditor of State,,LIB,David E. Dinwiddie,88,0,0,32,56
Craighead,Precinct 51,Auditor of State,,LIB,David E. Dinwiddie,72,0,0,24,48
Craighead,Precinct 52,Auditor of State,,LIB,David E. Dinwiddie,17,0,0,5,12
Craighead,Precinct 53,Auditor of State,,LIB,David E. Dinwiddie,15,0,0,6,9
Craighead,Precinct 1,Auditor of State,,REP,Auditor Andrea Lea,224,4,1,161,58
Craighead,Precinct 2,Auditor of State,,REP,Auditor Andrea Lea,246,1,0,171,74
Craighead,Precinct 3,Auditor of State,,REP,Auditor Andrea Lea,269,7,0,144,118
Craighead,Precinct 4,Auditor of State,,REP,Auditor Andrea Lea,262,4,1,171,86
Craighead,Precinct 5,Auditor of State,,REP,Auditor Andrea Lea,334,13,0,209,112
