county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee
Hempstead,McCaskill,Secretary of State,,Rep,John Thurston Commissioner of State Lands,145,107,36,2
Hempstead,McNab,Secretary of State,,Rep,John Thurston Commissioner of State Lands,14,7,7,0
Hempstead,Ozan,Secretary of State,,Rep,John Thurston Commissioner of State Lands,84,73,11,0
Hempstead,Patmos,Secretary of State,,Rep,John Thurston Commissioner of State Lands,113,82,29,2
Hempstead,Perrytown,Secretary of State,,Rep,John Thurston Commissioner of State Lands,109,51,53,5
Hempstead,Rocky Mound,Secretary of State,,Rep,John Thurston Commissioner of State Lands,110,41,63,6
Hempstead,Saratoga,Secretary of State,,Rep,John Thurston Commissioner of State Lands,70,62,8,0
Hempstead,Shover Springs,Secretary of State,,Rep,John Thurston Commissioner of State Lands,150,62,83,5
Hempstead,Spring Hill,Secretary of State,,Rep,John Thurston Commissioner of State Lands,386,260,122,4
Hempstead,Washington,Secretary of State,,Rep,John Thurston Commissioner of State Lands,53,32,20,1
Hempstead,Hope 1,Secretary of State,,Dem,Susan Inman,255,108,137,10
Hempstead,Hope 2,Secretary of State,,Dem,Susan Inman,207,100,93,14
Hempstead,Hope 3,Secretary of State,,Dem,Susan Inman,98,36,57,5
Hempstead,Hope 4,Secretary of State,,Dem,Susan Inman,167,71,89,7
Hempstead,Hope 5,Secretary of State,,Dem,Susan Inman,158,57,94,7
Hempstead,Hope 6,Secretary of State,,Dem,Susan Inman,31,12,19,0
Hempstead,Hope 7,Secretary of State,,Dem,Susan Inman,80,40,39,1
Hempstead,Bingen,Secretary of State,,Dem,Susan Inman,49,35,13,1
Hempstead,Blevins,Secretary of State,,Dem,Susan Inman,42,28,11,3
Hempstead,Columbus,Secretary of State,,Dem,Susan Inman,44,30,10,4
Hempstead,Crossroads,Secretary of State,,Dem,Susan Inman,22,16,6,0
Hempstead,Deann,Secretary of State,,Dem,Susan Inman,33,11,21,1
Hempstead,Fulton,Secretary of State,,Dem,Susan Inman,85,61,23,1
Hempstead,Guernsey,Secretary of State,,Dem,Susan Inman,32,19,13,0
Hempstead,McCaskill,Secretary of State,,Dem,Susan Inman,38,32,6,0
Hempstead,McNab,Secretary of State,,Dem,Susan Inman,14,12,2,0
Hempstead,Ozan,Secretary of State,,Dem,Susan Inman,101,88,11,2
Hempstead,Patmos,Secretary of State,,Dem,Susan Inman,24,17,7,0
Hempstead,Perrytown,Secretary of State,,Dem,Susan Inman,19,9,10,0
Hempstead,Rocky Mound,Secretary of State,,Dem,Susan Inman,38,11,26,1
Hempstead,Saratoga,Secretary of State,,Dem,Susan Inman,24,21,3,0
Hempstead,Shover Springs,Secretary of State,,Dem,Susan Inman,33,18,15,0
Hempstead,Spring Hill,Secretary of State,,Dem,Susan Inman,45,29,11,5
Hempstead,Washington,Secretary of State,,Dem,Susan Inman,60,32,26,2
Hempstead,Hope 1,Secretary of State,,Lib,Christopher Olson,8,6,2,0
Hempstead,Hope 2,Secretary of State,,Lib,Christopher Olson,3,1,2,0
Hempstead,Hope 3,Secretary of State,,Lib,Christopher Olson,5,3,2,0
Hempstead,Hope 4,Secretary of State,,Lib,Christopher Olson,1,1,0,0
Hempstead,Hope 5,Secretary of State,,Lib,Christopher Olson,7,4,3,0
Hempstead,Hope 6,Secretary of State,,Lib,Christopher Olson,2,2,0,0
Hempstead,Hope 7,Secretary of State,,Lib,Christopher Olson,5,3,2,0
Hempstead,Bingen,Secretary of State,,Lib,Christopher Olson,4,3,1,0
Hempstead,Blevins,Secretary of State,,Lib,Christopher Olson,7,4,3,0
Hempstead,Columbus,Secretary of State,,Lib,Christopher Olson,1,1,0,0
Hempstead,Crossroads,Secretary of State,,Lib,Christopher Olson,1,1,0,0
Hempstead,Deann,Secretary of State,,Lib,Christopher Olson,5,5,0,0
Hempstead,Fulton,Secretary of State,,Lib,Christopher Olson,1,1,0,0
Hempstead,Guernsey,Secretary of State,,Lib,Christopher Olson,2,2,0,0
Hempstead,McCaskill,Secretary of State,,Lib,Christopher Olson,3,3,0,0
Hempstead,McNab,Secretary of State,,Lib,Christopher Olson,0,0,0,0
Hempstead,Ozan,Secretary of State,,Lib,Christopher Olson,3,3,0,0
Hempstead,Patmos,Secretary of State,,Lib,Christopher Olson,2,1,1,0
Hempstead,Perrytown,Secretary of State,,Lib,Christopher Olson,2,1,1,0
Hempstead,Rocky Mound,Secretary of State,,Lib,Christopher Olson,3,2,1,0
Hempstead,Saratoga,Secretary of State,,Lib,Christopher Olson,2,2,0,0
Hempstead,Shover Springs,Secretary of State,,Lib,Christopher Olson,0,0,0,0
Hempstead,Spring Hill,Secretary of State,,Lib,Christopher Olson,10,7,3,0
Hempstead,Washington,Secretary of State,,Lib,Christopher Olson,1,1,0,0
Hempstead,Hope 1,State Treasurer,,Rep,Treasurer of State Dennis Milligan,221,99,115,7
Hempstead,Hope 2,State Treasurer,,Rep,Treasurer of State Dennis Milligan,80,37,35,8
Hempstead,Hope 3,State Treasurer,,Rep,Treasurer of State Dennis Milligan,253,109,132,12
Hempstead,Hope 4,State Treasurer,,Rep,Treasurer of State Dennis Milligan,64,29,33,2
Hempstead,Hope 5,State Treasurer,,Rep,Treasurer of State Dennis Milligan,273,108,155,10
Hempstead,Hope 6,State Treasurer,,Rep,Treasurer of State Dennis Milligan,154,63,86,5
Hempstead,Hope 7,State Treasurer,,Rep,Treasurer of State Dennis Milligan,350,135,205,10
Hempstead,Bingen,State Treasurer,,Rep,Treasurer of State Dennis Milligan,218,188,27,3
Hempstead,Blevins,State Treasurer,,Rep,Treasurer of State Dennis Milligan,205,163,37,5
Hempstead,Columbus,State Treasurer,,Rep,Treasurer of State Dennis Milligan,43,35,8,0
Hempstead,Crossroads,State Treasurer,,Rep,Treasurer of State Dennis Milligan,69,54,14,1
Hempstead,Deann,State Treasurer,,Rep,Treasurer of State Dennis Milligan,137,76,58,3
Hempstead,Fulton,State Treasurer,,Rep,Treasurer of State Dennis Milligan,77,61,15,1
Hempstead,Guernsey,State Treasurer,,Rep,Treasurer of State Dennis Milligan,85,51,33,1
Hempstead,McCaskill,State Treasurer,,Rep,Treasurer of State Dennis Milligan,154,116,37,1
Hempstead,McNab,State Treasurer,,Rep,Treasurer of State Dennis Milligan,15,8,7,0
Hempstead,Ozan,State Treasurer,,Rep,Treasurer of State Dennis Milligan,102,89,13,0
Hempstead,Patmos,State Treasurer,,Rep,Treasurer of State Dennis Milligan,116,83,31,2
Hempstead,Perrytown,State Treasurer,,Rep,Treasurer of State Dennis Milligan,110,52,53,5
Hempstead,Rocky Mound,State Treasurer,,Rep,Treasurer of State Dennis Milligan,121,43,72,6
Hempstead,Saratoga,State Treasurer,,Rep,Treasurer of State Dennis Milligan,75,67,8,0
Hempstead,Shover Springs,State Treasurer,,Rep,Treasurer of State Dennis Milligan,159,68,86,5
Hempstead,Spring Hill,State Treasurer,,Rep,Treasurer of State Dennis Milligan,403,270,126,7
Hempstead,Washington,State Treasurer,,Rep,Treasurer of State Dennis Milligan,56,35,20,1
Hempstead,Hope 1,State Treasurer,,Lib,Ashley Ewald,185,82,100,3
Hempstead,Hope 2,State Treasurer,,Lib,Ashley Ewald,152,77,70,5
Hempstead,Hope 3,State Treasurer,,Lib,Ashley Ewald,70,27,40,3
Hempstead,Hope 4,State Treasurer,,Lib,Ashley Ewald,123,52,67,4
Hempstead,Hope 5,State Treasurer,,Lib,Ashley Ewald,114,45,65,4
Hempstead,Hope 6,State Treasurer,,Lib,Ashley Ewald,25,11,14,0
Hempstead,Hope 7,State Treasurer,,Lib,Ashley Ewald,60,29,30,1
Hempstead,Bingen,State Treasurer,,Lib,Ashley Ewald,30,23,7,0
Hempstead,Blevins,State Treasurer,,Lib,Ashley Ewald,35,23,9,3
Hempstead,Columbus,State Treasurer,,Lib,Ashley Ewald,33,23,8,2
Hempstead,Crossroads,State Treasurer,,Lib,Ashley Ewald,17,13,4,0
Hempstead,Deann,State Treasurer,,Lib,Ashley Ewald,33,13,20,0
Hempstead,Fulton,State Treasurer,,Lib,Ashley Ewald,66,49,16,1
Hempstead,Guernsey,State Treasurer,,Lib,Ashley Ewald,24,16,8,0
Hempstead,McCaskill,State Treasurer,,Lib,Ashley Ewald,33,27,5,1
Hempstead,McNab,State Treasurer,,Lib,Ashley Ewald,12,10,2,0
Hempstead,Ozan,State Treasurer,,Lib,Ashley Ewald,75,65,8,2
Hempstead,Patmos,State Treasurer,,Lib,Ashley Ewald,23,17,6,0
Hempstead,Perrytown,State Treasurer,,Lib,Ashley Ewald,18,8,10,0
Hempstead,Rocky Mound,State Treasurer,,Lib,Ashley Ewald,24,9,14,1
Hempstead,Saratoga,State Treasurer,,Lib,Ashley Ewald,19,16,3,0
Hempstead,Shover Springs,State Treasurer,,Lib,Ashley Ewald,23,12,11,0
Hempstead,Spring Hill,State Treasurer,,Lib,Ashley Ewald,36,24,10,2
Hempstead,Washington,State Treasurer,,Lib,Ashley Ewald,51,26,23,2
Hempstead,Hope 1,Auditor of State,,Rep,Auditor Andrea Lea,225,105,114,6
Hempstead,Hope 2,Auditor of State,,Rep,Auditor Andrea Lea,88,41,38,9
Hempstead,Hope 3,Auditor of State,,Rep,Auditor Andrea Lea,255,106,138,11
Hempstead,Hope 4,Auditor of State,,Rep,Auditor Andrea Lea,67,33,32,2
Hempstead,Hope 5,Auditor of State,,Rep,Auditor Andrea Lea,279,109,160,10
Hempstead,Hope 6,Auditor of State,,Rep,Auditor Andrea Lea,159,66,88,5
Hempstead,Hope 7,Auditor of State,,Rep,Auditor Andrea Lea,350,136,204,10
Hempstead,Bingen,Auditor of State,,Rep,Auditor Andrea Lea,217,187,27,3
Hempstead,Blevins,Auditor of State,,Rep,Auditor Andrea Lea,204,163,36,5
Hempstead,Columbus,Auditor of State,,Rep,Auditor Andrea Lea,42,33,9,0
Hempstead,Crossroads,Auditor of State,,Rep,Auditor Andrea Lea,68,53,14,1
Hempstead,Deann,Auditor of State,,Rep,Auditor Andrea Lea,142,79,60,3
Hempstead,Fulton,Auditor of State,,Rep,Auditor Andrea Lea,83,66,16,1
Hempstead,Guernsey,Auditor of State,,Rep,Auditor Andrea Lea,83,49,33,1
Hempstead,McCaskill,Auditor of State,,Rep,Auditor Andrea Lea,153,114,38,1
Hempstead,McNab,Auditor of State,,Rep,Auditor Andrea Lea,15,8,7,0
Hempstead,Ozan,Auditor of State,,Rep,Auditor Andrea Lea,107,93,13,1
Hempstead,Patmos,Auditor of State,,Rep,Auditor Andrea Lea,117,84,31,2
Hempstead,Perrytown,Auditor of State,,Rep,Auditor Andrea Lea,110,52,53,5
Hempstead,Rocky Mound,Auditor of State,,Rep,Auditor Andrea Lea,120,42,73,5
Hempstead,Saratoga,Auditor of State,,Rep,Auditor Andrea Lea,73,66,7,0
Hempstead,Shover Springs,Auditor of State,,Rep,Auditor Andrea Lea,159,65,89,5
Hempstead,Spring Hill,Auditor of State,,Rep,Auditor Andrea Lea,406,270,129,7
Hempstead,Washington,Auditor of State,,Rep,Auditor Andrea Lea,61,35,25,1
Hempstead,Hope 1,Auditor of State,,Lib,David E. Dinwiddie,181,76,101,4
Hempstead,Hope 2,Auditor of State,,Lib,David E. Dinwiddie,150,79,67,4
Hempstead,Hope 3,Auditor of State,,Lib,David E. Dinwiddie,66,28,34,4
Hempstead,Hope 4,Auditor of State,,Lib,David E. Dinwiddie,116,46,67,3
Hempstead,Hope 5,Auditor of State,,Lib,David E. Dinwiddie,105,43,58,4
Hempstead,Hope 6,Auditor of State,,Lib,David E. Dinwiddie,22,9,13,0
Hempstead,Hope 7,Auditor of State,,Lib,David E. Dinwiddie,58,27,30,1
Hempstead,Bingen,Auditor of State,,Lib,David E. Dinwiddie,30,23,7,0
Hempstead,Blevins,Auditor of State,,Lib,David E. Dinwiddie,32,19,10,3
Hempstead,Columbus,Auditor of State,,Lib,David E. Dinwiddie,34,25,7,2
Hempstead,Crossroads,Auditor of State,,Lib,David E. Dinwiddie,17,13,4,0
Hempstead,Deann,Auditor of State,,Lib,David E. Dinwiddie,29,11,18,0
Hempstead,Fulton,Auditor of State,,Lib,David E. Dinwiddie,62,46,15,1
Hempstead,Guernsey,Auditor of State,,Lib,David E. Dinwiddie,26,18,8,0
Hempstead,McCaskill,Auditor of State,,Lib,David E. Dinwiddie,31,26,4,1
Hempstead,McNab,Auditor of State,,Lib,David E. Dinwiddie,12,10,2,0
Hempstead,Ozan,Auditor of State,,Lib,David E. Dinwiddie,74,64,9,1
Hempstead,Patmos,Auditor of State,,Lib,David E. Dinwiddie,21,16,5,0
Hempstead,Perrytown,Auditor of State,,Lib,David E. Dinwiddie,18,8,10,0
Hempstead,Rocky Mound,Auditor of State,,Lib,David E. Dinwiddie,24,10,13,1
Hempstead,Saratoga,Auditor of State,,Lib,David E. Dinwiddie,23,19,4,0
Hempstead,Shover Springs,Auditor of State,,Lib,David E. Dinwiddie,24,16,8,0
Hempstead,Spring Hill,Auditor of State,,Lib,David E. Dinwiddie,32,23,7,2
Hempstead,Washington,Auditor of State,,Lib,David E. Dinwiddie,46,26,18,2
Hempstead,Hope 1,Commissioner of State Lands,,Rep,Tommy Land,174,78,92,4
Hempstead,Hope 2,Commissioner of State Lands,,Rep,Tommy Land,41,23,16,2
Hempstead,Hope 3,Commissioner of State Lands,,Rep,Tommy Land,220,96,114,10
Hempstead,Hope 4,Commissioner of State Lands,,Rep,Tommy Land,35,14,19,2
Hempstead,Hope 5,Commissioner of State Lands,,Rep,Tommy Land,230,93,130,7
Hempstead,Hope 6,Commissioner of State Lands,,Rep,Tommy Land,145,62,78,5
Hempstead,Hope 7,Commissioner of State Lands,,Rep,Tommy Land,325,121,194,10
Hempstead,Bingen,Commissioner of State Lands,,Rep,Tommy Land,195,174,20,1
Hempstead,Blevins,Commissioner of State Lands,,Rep,Tommy Land,192,151,36,5
Hempstead,Columbus,Commissioner of State Lands,,Rep,Tommy Land,32,27,5,0
Hempstead,Crossroads,Commissioner of State Lands,,Rep,Tommy Land,63,50,12,1
Hempstead,Deann,Commissioner of State Lands,,Rep,Tommy Land,135,76,57,2
Hempstead,Fulton,Commissioner of State Lands,,Rep,Tommy Land,61,49,11,1
Hempstead,Guernsey,Commissioner of State Lands,,Rep,Tommy Land,79,48,30,1
Hempstead,McCaskill,Commissioner of State Lands,,Rep,Tommy Land,146,109,36,1
Hempstead,McNab,Commissioner of State Lands,,Rep,Tommy Land,12,6,6,0
Hempstead,Ozan,Commissioner of State Lands,,Rep,Tommy Land,84,72,11,1
Hempstead,Patmos,Commissioner of State Lands,,Rep,Tommy Land,111,80,29,2
Hempstead,Perrytown,Commissioner of State Lands,,Rep,Tommy Land,107,50,52,5
Hempstead,Rocky Mound,Commissioner of State Lands,,Rep,Tommy Land,112,44,62,6
Hempstead,Saratoga,Commissioner of State Lands,,Rep,Tommy Land,69,62,7,0
Hempstead,Shover Springs,Commissioner of State Lands,,Rep,Tommy Land,149,60,84,5
Hempstead,Spring Hill,Commissioner of State Lands,,Rep,Tommy Land,385,260,121,4
Hempstead,Washington,Commissioner of State Lands,,Rep,Tommy Land,51,32,18,1
Hempstead,Hope 1,Commissioner of State Lands,,Lib,T.J. Campbell,9,6,3,0
Hempstead,Hope 2,Commissioner of State Lands,,Lib,T.J. Campbell,5,3,1,1
Hempstead,Hope 3,Commissioner of State Lands,,Lib,T.J. Campbell,6,5,1,0
Hempstead,Hope 4,Commissioner of State Lands,,Lib,T.J. Campbell,4,3,1,0
Hempstead,Hope 5,Commissioner of State Lands,,Lib,T.J. Campbell,7,2,4,1
Hempstead,Hope 6,Commissioner of State Lands,,Lib,T.J. Campbell,3,2,1,0
Hempstead,Hope 7,Commissioner of State Lands,,Lib,T.J. Campbell,11,6,5,0
Hempstead,Bingen,Commissioner of State Lands,,Lib,T.J. Campbell,8,7,1,0
Hempstead,Blevins,Commissioner of State Lands,,Lib,T.J. Campbell,5,4,1,0
Hempstead,Columbus,Commissioner of State Lands,,Lib,T.J. Campbell,2,2,0,0
Hempstead,Crossroads,Commissioner of State Lands,,Lib,T.J. Campbell,2,1,1,0
Hempstead,Deann,Commissioner of State Lands,,Lib,T.J. Campbell,4,4,0,0
Hempstead,Fulton,Commissioner of State Lands,,Lib,T.J. Campbell,2,1,1,0
Hempstead,Guernsey,Commissioner of State Lands,,Lib,T.J. Campbell,1,1,0,0
Hempstead,McCaskill,Commissioner of State Lands,,Lib,T.J. Campbell,7,5,1,1
Hempstead,McNab,Commissioner of State Lands,,Lib,T.J. Campbell,0,0,0,0
Hempstead,Ozan,Commissioner of State Lands,,Lib,T.J. Campbell,3,3,0,0
Hempstead,Patmos,Commissioner of State Lands,,Lib,T.J. Campbell,2,1,1,0
Hempstead,Perrytown,Commissioner of State Lands,,Lib,T.J. Campbell,5,4,1,0
Hempstead,Rocky Mound,Commissioner of State Lands,,Lib,T.J. Campbell,1,0,1,0
Hempstead,Saratoga,Commissioner of State Lands,,Lib,T.J. Campbell,0,0,0,0
Hempstead,Shover Springs,Commissioner of State Lands,,Lib,T.J. Campbell,2,2,0,0
Hempstead,Spring Hill,Commissioner of State Lands,,Lib,T.J. Campbell,6,5,1,0
Hempstead,Washington,Commissioner of State Lands,,Lib,T.J. Campbell,1,1,0,0
Hempstead,Hope 1,Commissioner of State Lands,,Dem,Larry Williams,253,106,137,10
Hempstead,Hope 2,Commissioner of State Lands,,Dem,Larry Williams,208,98,96,14
Hempstead,Hope 3,Commissioner of State Lands,,Dem,Larry Williams,103,36,62,5
Hempstead,Hope 4,Commissioner of State Lands,,Dem,Larry Williams,166,70,89,7
Hempstead,Hope 5,Commissioner of State Lands,,Dem,Larry Williams,160,61,93,6
Hempstead,Hope 6,Commissioner of State Lands,,Dem,Larry Williams,34,12,22,0
Hempstead,Hope 7,Commissioner of State Lands,,Dem,Larry Williams,77,37,39,1
Hempstead,Bingen,Commissioner of State Lands,,Dem,Larry Williams,47,30,15,2
Hempstead,Blevins,Commissioner of State Lands,,Dem,Larry Williams,44,31,10,3
Hempstead,Columbus,Commissioner of State Lands,,Dem,Larry Williams,44,30,10,4
Hempstead,Crossroads,Commissioner of State Lands,,Dem,Larry Williams,24,18,6,0
Hempstead,Deann,Commissioner of State Lands,,Dem,Larry Williams,32,11,20,1
Hempstead,Fulton,Commissioner of State Lands,,Dem,Larry Williams,89,64,24,1
Hempstead,Guernsey,Commissioner of State Lands,,Dem,Larry Williams,31,19,12,0
Hempstead,McCaskill,Commissioner of State Lands,,Dem,Larry Williams,35,30,5,0
Hempstead,McNab,Commissioner of State Lands,,Dem,Larry Williams,16,13,3,0
Hempstead,Ozan,Commissioner of State Lands,,Dem,Larry Williams,101,89,11,1
Hempstead,Patmos,Commissioner of State Lands,,Dem,Larry Williams,26,19,7,0
Hempstead,Perrytown,Commissioner of State Lands,,Dem,Larry Williams,18,7,11,0
Hempstead,Rocky Mound,Commissioner of State Lands,,Dem,Larry Williams,37,9,27,1
Hempstead,Saratoga,Commissioner of State Lands,,Dem,Larry Williams,26,22,4,0
Hempstead,Shover Springs,Commissioner of State Lands,,Dem,Larry Williams,33,19,14,0
Hempstead,Spring Hill,Commissioner of State Lands,,Dem,Larry Williams,49,30,14,5
Hempstead,Washington,Commissioner of State Lands,,Dem,Larry Williams,61,31,28,2
Hempstead,Hope 1,State Senate District 10,,Dem,Senator Larry Teague,340,148,178,14
Hempstead,Hope 2,State Senate District 10,,Dem,Senator Larry Teague,230,107,106,17
Hempstead,Hope 3,State Senate District 10,,Dem,Senator Larry Teague,232,94,130,8
Hempstead,Hope 4,State Senate District 10,,Dem,Senator Larry Teague,179,76,94,9
Hempstead,Hope 5,State Senate District 10,,Dem,Senator Larry Teague,307,117,178,12
Hempstead,Hope 6,State Senate District 10,,Dem,Senator Larry Teague,118,42,75,1
Hempstead,Hope 7,State Senate District 10,,Dem,Senator Larry Teague,272,97,169,6
Hempstead,Bingen,State Senate District 10,,Dem,Senator Larry Teague,196,168,25,3
Hempstead,Blevins,State Senate District 10,,Dem,Senator Larry Teague,133,98,29,6
Hempstead,Columbus,State Senate District 10,,Dem,Senator Larry Teague,64,49,11,4
Hempstead,Crossroads,State Senate District 10,,Dem,Senator Larry Teague,68,50,17,1
Hempstead,Deann,State Senate District 10,,Dem,Senator Larry Teague,101,51,49,1
Hempstead,McCaskill,State Senate District 10,,Dem,Senator Larry Teague,125,102,23,0
Hempstead,Ozan,State Senate District 10,,Dem,Senator Larry Teague,152,133,17,2
Hempstead,Perrytown,State Senate District 10,,Dem,Senator Larry Teague,63,27,34,2
Hempstead,Rocky Mound,State Senate District 10,,Dem,Senator Larry Teague,99,33,59,7
Hempstead,Saratoga,State Senate District 10,,Dem,Senator Larry Teague,52,47,5,0
Hempstead,Shover Springs,State Senate District 10,,Dem,Senator Larry Teague,110,50,59,1
Hempstead,Washington,State Senate District 10,,Dem,Senator Larry Teague,89,54,32,3
Hempstead,Hope 1,State Senate District 10,,Lib,Bobbi Hicks,78,36,42,0
Hempstead,Hope 2,State Senate District 10,,Lib,Bobbi Hicks,22,15,6,1
Hempstead,Hope 3,State Senate District 10,,Lib,Bobbi Hicks,81,36,39,6
Hempstead,Hope 4,State Senate District 10,,Lib,Bobbi Hicks,22,11,11,0
Hempstead,Hope 5,State Senate District 10,,Lib,Bobbi Hicks,71,32,37,2
Hempstead,Hope 6,State Senate District 10,,Lib,Bobbi Hicks,56,28,24,4
Hempstead,Hope 7,State Senate District 10,,Lib,Bobbi Hicks,117,59,58,0
Hempstead,Bingen,State Senate District 10,,Lib,Bobbi Hicks,50,41,9,0
Hempstead,Blevins,State Senate District 10,,Lib,Bobbi Hicks,89,75,14,0
Hempstead,Columbus,State Senate District 10,,Lib,Bobbi Hicks,10,7,3,0
Hempstead,Crossroads,State Senate District 10,,Lib,Bobbi Hicks,18,16,2,0
Hempstead,Deann,State Senate District 10,,Lib,Bobbi Hicks,63,37,25,1
Hempstead,McCaskill,State Senate District 10,,Lib,Bobbi Hicks,46,34,10,2
Hempstead,Ozan,State Senate District 10,,Lib,Bobbi Hicks,31,28,3,0
Hempstead,Perrytown,State Senate District 10,,Lib,Bobbi Hicks,56,32,22,2
Hempstead,Rocky Mound,State Senate District 10,,Lib,Bobbi Hicks,41,18,23,0
Hempstead,Saratoga,State Senate District 10,,Lib,Bobbi Hicks,35,31,4,0
Hempstead,Shover Springs,State Senate District 10,,Lib,Bobbi Hicks,58,25,29,4
Hempstead,Washington,State Senate District 10,,Lib,Bobbi Hicks,19,7,12,0
Hempstead,Bingen,State Representative District 19,,Dem,Jeremy Ross,56,41,13,2
Hempstead,Bingen,State Representative District 19,,Rep,Representative Justin Gonzales,161,142,18,1
Hempstead,Hope 1,County Judge,,Dem,Allen Flowers,206,95,104,7
Hempstead,Hope 2,County Judge,,Dem,Allen Flowers,157,79,67,11
Hempstead,Hope 3,County Judge,,Dem,Allen Flowers,65,31,31,3
Hempstead,Hope 4,County Judge,,Dem,Allen Flowers,130,55,69,6
Hempstead,Hope 5,County Judge,,Dem,Allen Flowers,118,45,71,2
Hempstead,Hope 6,County Judge,,Dem,Allen Flowers,30,10,20,0
Hempstead,Hope 7,County Judge,,Dem,Allen Flowers,64,27,36,1
Hempstead,Bingen,County Judge,,Dem,Allen Flowers,43,30,12,1
Hempstead,Blevins,County Judge,,Dem,Allen Flowers,32,22,7,3
Hempstead,Columbus,County Judge,,Dem,Allen Flowers,33,21,8,4
Hempstead,Crossroads,County Judge,,Dem,Allen Flowers,21,15,6,0
Hempstead,Deann,County Judge,,Dem,Allen Flowers,28,13,15,0
Hempstead,Fulton,County Judge,,Dem,Allen Flowers,65,44,20,1
Hempstead,Guernsey,County Judge,,Dem,Allen Flowers,24,13,11,0
Hempstead,McCaskill,County Judge,,Dem,Allen Flowers,37,30,7,0
Hempstead,McNab,County Judge,,Dem,Allen Flowers,17,14,3,0
Hempstead,Ozan,County Judge,,Dem,Allen Flowers,79,68,10,1
Hempstead,Patmos,County Judge,,Dem,Allen Flowers,23,17,6,0
Hempstead,Perrytown,County Judge,,Dem,Allen Flowers,18,7,11,0
Hempstead,Rocky Mound,County Judge,,Dem,Allen Flowers,28,6,21,1
Hempstead,Saratoga,County Judge,,Dem,Allen Flowers,20,17,3,0
Hempstead,Shover Springs,County Judge,,Dem,Allen Flowers,25,13,12,0
Hempstead,Spring Hill,County Judge,,Dem,Allen Flowers,62,45,12,5
Hempstead,Washington,County Judge,,Dem,Allen Flowers,52,27,23,2
Hempstead,Hope 1,County Judge,,Rep,Jerry Crane,230,96,127,7
Hempstead,Hope 2,County Judge,,Rep,Jerry Crane,97,45,46,6
Hempstead,Hope 3,County Judge,,Rep,Jerry Crane,263,106,145,12
Hempstead,Hope 4,County Judge,,Rep,Jerry Crane,77,33,40,4
Hempstead,Hope 5,County Judge,,Rep,Jerry Crane,277,112,154,11
Hempstead,Hope 6,County Judge,,Rep,Jerry Crane,150,64,81,5
Hempstead,Hope 7,County Judge,,Rep,Jerry Crane,347,136,202,9
Hempstead,Bingen,County Judge,,Rep,Jerry Crane,207,181,24,2
Hempstead,Blevins,County Judge,,Rep,Jerry Crane,211,165,41,5
Hempstead,Columbus,County Judge,,Rep,Jerry Crane,47,39,8,0
Hempstead,Crossroads,County Judge,,Rep,Jerry Crane,69,54,14,1
Hempstead,Deann,County Judge,,Rep,Jerry Crane,145,78,64,3
Hempstead,Fulton,County Judge,,Rep,Jerry Crane,86,70,15,1
Hempstead,Guernsey,County Judge,,Rep,Jerry Crane,87,55,31,1
Hempstead,McCaskill,County Judge,,Rep,Jerry Crane,149,113,34,2
Hempstead,McNab,County Judge,,Rep,Jerry Crane,11,5,6,0
Hempstead,Ozan,County Judge,,Rep,Jerry Crane,108,95,12,1
Hempstead,Patmos,County Judge,,Rep,Jerry Crane,116,83,31,2
Hempstead,Perrytown,County Judge,,Rep,Jerry Crane,110,54,51,5
Hempstead,Rocky Mound,County Judge,,Rep,Jerry Crane,122,48,68,6
Hempstead,Saratoga,County Judge,,Rep,Jerry Crane,76,68,8,0
Hempstead,Shover Springs,County Judge,,Rep,Jerry Crane,159,68,86,5
Hempstead,Spring Hill,County Judge,,Rep,Jerry Crane,380,251,125,4
Hempstead,Washington,County Judge,,Rep,Jerry Crane,62,38,23,1
Hempstead,Hope 1,County Coroner,,Dem,Scott Brown,304,131,160,13
Hempstead,Hope 2,County Coroner,,Dem,Scott Brown,221,110,97,14
Hempstead,Hope 3,County Coroner,,Dem,Scott Brown,145,53,85,7
Hempstead,Hope 4,County Coroner,,Dem,Scott Brown,172,73,90,9
Hempstead,Hope 5,County Coroner,,Dem,Scott Brown,217,87,120,10
Hempstead,Hope 6,County Coroner,,Dem,Scott Brown,59,27,32,0
Hempstead,Hope 7,County Coroner,,Dem,Scott Brown,154,64,87,3
Hempstead,Bingen,County Coroner,,Dem,Scott Brown,64,47,16,1
Hempstead,Blevins,County Coroner,,Dem,Scott Brown,64,45,15,4
Hempstead,Columbus,County Coroner,,Dem,Scott Brown,46,31,11,4
Hempstead,Crossroads,County Coroner,,Dem,Scott Brown,31,22,8,1
Hempstead,Deann,County Coroner,,Dem,Scott Brown,59,24,33,2
Hempstead,Fulton,County Coroner,,Dem,Scott Brown,94,68,24,2
Hempstead,Guernsey,County Coroner,,Dem,Scott Brown,39,20,19,0
Hempstead,McCaskill,County Coroner,,Dem,Scott Brown,52,42,10,0
Hempstead,McNab,County Coroner,,Dem,Scott Brown,19,15,4,0
Hempstead,Ozan,County Coroner,,Dem,Scott Brown,111,98,11,2
Hempstead,Patmos,County Coroner,,Dem,Scott Brown,30,18,11,1
Hempstead,Perrytown,County Coroner,,Dem,Scott Brown,31,15,16,0
Hempstead,Rocky Mound,County Coroner,,Dem,Scott Brown,63,19,42,2
