county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,hand_count,provisional
Lonoke,23 - Goodrum Twp,Attorney General,,Lib,Kerry Hicks,16,4,0,12,0,0
Lonoke,24 - Gray Twp,Attorney General,,Lib,Kerry Hicks,25,20,0,5,0,0
Lonoke,25 - Gumwood Twp,Attorney General,,Lib,Kerry Hicks,1,1,0,0,0,0
Lonoke,26 - Hamilton Twp,Attorney General,,Lib,Kerry Hicks,0,0,0,0,0,0
Lonoke,27 - Crooked Creek Twp,Attorney General,,Lib,Kerry Hicks,2,0,0,2,0,0
Lonoke,28 - Humnoke City,Attorney General,,Lib,Kerry Hicks,1,1,0,0,0,0
Lonoke,29 - Indian Bayou Twp,Attorney General,,Lib,Kerry Hicks,1,1,0,0,0,0
Lonoke,30 - Coy City,Attorney General,,Lib,Kerry Hicks,0,0,0,0,0,0
Lonoke,31 - Isbell Twp,Attorney General,,Lib,Kerry Hicks,2,1,0,1,0,0
Lonoke,32 - Lafayette Twp,Attorney General,,Lib,Kerry Hicks,0,0,0,0,0,0
Lonoke,33 - Keo City,Attorney General,,Lib,Kerry Hicks,2,2,0,0,0,0
Lonoke,34 - Lonoke City W/1,Attorney General,,Lib,Kerry Hicks,2,1,0,1,0,0
Lonoke,35 - Lonoke City W/2,Attorney General,,Lib,Kerry Hicks,2,1,0,1,0,0
Lonoke,36 - Lonoke City W/3,Attorney General,,Lib,Kerry Hicks,4,2,0,2,0,0
Lonoke,37 - Lonoke City W/4,Attorney General,,Lib,Kerry Hicks,4,0,0,4,0,0
Lonoke,38 - Lonoke Twp,Attorney General,,Lib,Kerry Hicks,4,0,0,4,0,0
Lonoke,39 - Magness Twp,Attorney General,,Lib,Kerry Hicks,21,8,0,13,0,0
Lonoke,40 - Oak Grove Twp,Attorney General,,Lib,Kerry Hicks,42,17,0,25,0,0
Lonoke,41 - Pettus Twp,Attorney General,,Lib,Kerry Hicks,1,0,0,1,0,0
Lonoke,42 - Prairie Twp.,Attorney General,,Lib,Kerry Hicks,2,1,0,1,0,0
Lonoke,43 - Pulaski Twp,Attorney General,,Lib,Kerry Hicks,2,2,0,0,0,0
Lonoke,44 - Richwood Twp,Attorney General,,Lib,Kerry Hicks,1,0,0,1,0,0
Lonoke,45 - Totten Twp.,Attorney General,,Lib,Kerry Hicks,2,0,0,2,0,0
Lonoke,46 - Walls Twp.,Attorney General,,Lib,Kerry Hicks,1,1,0,0,0,0
Lonoke,47 - Ward City W/1,Attorney General,,Lib,Kerry Hicks,18,7,0,11,0,0
Lonoke,48 - Ward City W/2,Attorney General,,Lib,Kerry Hicks,15,4,0,11,0,0
Lonoke,49 - Ward City W/3,Attorney General,,Lib,Kerry Hicks,20,3,0,17,0,0
Lonoke,50 - Ward Twp,Attorney General,,Lib,Kerry Hicks,10,2,0,8,0,0
Lonoke,51 - Williams Twp.,Attorney General,,Lib,Kerry Hicks,8,5,0,3,0,0
Lonoke,53 - Lonoke City W/5,Attorney General,,Lib,Kerry Hicks,2,0,0,2,0,0
Lonoke,54 - Lonoke City W/6,Attorney General,,Lib,Kerry Hicks,4,2,0,2,0,0
Lonoke,55 - Lonoke City W/7,Attorney General,,Lib,Kerry Hicks,3,1,0,2,0,0
Lonoke,56 - Lonoke City W/8,Attorney General,,Lib,Kerry Hicks,1,1,0,0,0,0
Lonoke,01- Allport City,Secretary of State,,Lib,Christopher Olson,2,1,0,1,0,0
Lonoke,02 - Caroline Twp,Secretary of State,,Lib,Christopher Olson,18,4,0,14,0,0
Lonoke,03 - Austin City,Secretary of State,,Lib,Christopher Olson,18,5,0,13,0,0
Lonoke,04 - Butler Twp,Secretary of State,,Lib,Christopher Olson,17,8,0,9,0,0
Lonoke,05 - Cabot City W/1,Secretary of State,,Lib,Christopher Olson,71,28,1,42,0,0
Lonoke,06 - Cabot City W/2,Secretary of State,,Lib,Christopher Olson,78,23,0,55,0,0
Lonoke,07 - Cabot City W/3,Secretary of State,,Lib,Christopher Olson,61,23,0,38,0,0
Lonoke,08 - Cabot City W/4,Secretary of State,,Lib,Christopher Olson,60,15,0,45,0,0
Lonoke,09 - York Twp,Secretary of State,,Lib,Christopher Olson,7,2,0,5,0,0
Lonoke,10 - Carlisle City Ward 1,Secretary of State,,Lib,Christopher Olson,6,0,0,6,0,0
Lonoke,11 -Carlisle City Ward 2,Secretary of State,,Lib,Christopher Olson,3,1,0,2,0,0
Lonoke,12 - Carlisle City Ward 3,Secretary of State,,Lib,Christopher Olson,1,0,0,1,0,0
Lonoke,13 - Carlisle Twp.,Secretary of State,,Lib,Christopher Olson,4,3,0,1,0,0
Lonoke,14 - Cleveland Twp,Secretary of State,,Lib,Christopher Olson,1,0,0,1,0,0
Lonoke,15 - Dortch Twp,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0,0
Lonoke,16 - Eagle Twp,Secretary of State,,Lib,Christopher Olson,9,4,0,5,0,0
Lonoke,17 - England City Ward 1,Secretary of State,,Lib,Christopher Olson,3,3,0,0,0,0
Lonoke,18 - England City Ward 2,Secretary of State,,Lib,Christopher Olson,4,0,0,4,0,0
Lonoke,19- England City Ward 3,Secretary of State,,Lib,Christopher Olson,5,1,0,4,0,0
Lonoke,20 - England City Ward 4,Secretary of State,,Lib,Christopher Olson,4,1,0,3,0,0
Lonoke,21 - Fletcher Twp,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0,0
Lonoke,22 - Furlow Twp,Secretary of State,,Lib,Christopher Olson,11,6,0,5,0,0
Lonoke,23 - Goodrum Twp,Secretary of State,,Lib,Christopher Olson,16,3,0,13,0,0
Lonoke,24 - Gray Twp,Secretary of State,,Lib,Christopher Olson,26,20,1,5,0,0
Lonoke,25 - Gumwood Twp,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0,0
Lonoke,26 - Hamilton Twp,Secretary of State,,Lib,Christopher Olson,1,1,0,0,0,0
Lonoke,27 - Crooked Creek Twp,Secretary of State,,Lib,Christopher Olson,2,0,0,2,0,0
Lonoke,28 - Humnoke City,Secretary of State,,Lib,Christopher Olson,1,1,0,0,0,0
Lonoke,29 - Indian Bayou Twp,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0,0
Lonoke,30 - Coy City,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0,0
Lonoke,31 - Isbell Twp,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0,0
Lonoke,32 - Lafayette Twp,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0,0
Lonoke,33 - Keo City,Secretary of State,,Lib,Christopher Olson,4,4,0,0,0,0
Lonoke,34 - Lonoke City W/1,Secretary of State,,Lib,Christopher Olson,6,1,0,5,0,0
Lonoke,35 - Lonoke City W/2,Secretary of State,,Lib,Christopher Olson,2,0,0,2,0,0
Lonoke,36 - Lonoke City W/3,Secretary of State,,Lib,Christopher Olson,7,1,0,6,0,0
Lonoke,37 - Lonoke City W/4,Secretary of State,,Lib,Christopher Olson,9,4,0,5,0,0
Lonoke,38 - Lonoke Twp,Secretary of State,,Lib,Christopher Olson,9,1,0,8,0,0
Lonoke,39 - Magness Twp,Secretary of State,,Lib,Christopher Olson,17,9,1,7,0,0
Lonoke,40 - Oak Grove Twp,Secretary of State,,Lib,Christopher Olson,38,18,0,20,0,0
Lonoke,41 - Pettus Twp,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0,0
Lonoke,42 - Prairie Twp.,Secretary of State,,Lib,Christopher Olson,2,1,0,1,0,0
Lonoke,43 - Pulaski Twp,Secretary of State,,Lib,Christopher Olson,6,4,0,2,0,0
Lonoke,44 - Richwood Twp,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0,0
Lonoke,45 - Totten Twp.,Secretary of State,,Lib,Christopher Olson,3,0,0,3,0,0
Lonoke,46 - Walls Twp.,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0,0
Lonoke,47 - Ward City W/1,Secretary of State,,Lib,Christopher Olson,14,5,1,8,0,0
Lonoke,48 - Ward City W/2,Secretary of State,,Lib,Christopher Olson,15,4,0,11,0,0
Lonoke,49 - Ward City W/3,Secretary of State,,Lib,Christopher Olson,21,5,0,16,0,0
Lonoke,50 - Ward Twp,Secretary of State,,Lib,Christopher Olson,13,1,0,12,0,0
Lonoke,51 - Williams Twp.,Secretary of State,,Lib,Christopher Olson,4,2,0,2,0,0
Lonoke,53 - Lonoke City W/5,Secretary of State,,Lib,Christopher Olson,5,0,1,4,0,0
Lonoke,54 - Lonoke City W/6,Secretary of State,,Lib,Christopher Olson,7,4,0,3,0,0
Lonoke,55 - Lonoke City W/7,Secretary of State,,Lib,Christopher Olson,3,1,0,2,0,0
Lonoke,56 - Lonoke City W/8,Secretary of State,,Lib,Christopher Olson,3,1,0,2,0,0
Lonoke,01- Allport City,Secretary of State,,Rep,John Thurston Commissioner of State Lands,3,2,0,1,0,0
Lonoke,02 - Caroline Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,551,152,2,397,0,0
Lonoke,03 - Austin City,Secretary of State,,Rep,John Thurston Commissioner of State Lands,613,205,2,406,0,0
Lonoke,04 - Butler Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,616,241,7,368,0,0
Lonoke,05 - Cabot City W/1,Secretary of State,,Rep,John Thurston Commissioner of State Lands,890,230,10,650,0,0
Lonoke,06 - Cabot City W/2,Secretary of State,,Rep,John Thurston Commissioner of State Lands,1880,402,11,1467,0,0
Lonoke,07 - Cabot City W/3,Secretary of State,,Rep,John Thurston Commissioner of State Lands,1434,306,7,1121,0,0
Lonoke,08 - Cabot City W/4,Secretary of State,,Rep,John Thurston Commissioner of State Lands,1001,271,13,716,0,1
Lonoke,09 - York Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,378,102,7,269,0,0
Lonoke,10 - Carlisle City Ward 1,Secretary of State,,Rep,John Thurston Commissioner of State Lands,227,79,1,147,0,0
Lonoke,11 -Carlisle City Ward 2,Secretary of State,,Rep,John Thurston Commissioner of State Lands,76,23,1,52,0,0
Lonoke,12 - Carlisle City Ward 3,Secretary of State,,Rep,John Thurston Commissioner of State Lands,110,37,0,73,0,0
Lonoke,13 - Carlisle Twp.,Secretary of State,,Rep,John Thurston Commissioner of State Lands,100,40,2,58,0,0
Lonoke,14 - Cleveland Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,56,17,0,39,0,0
Lonoke,15 - Dortch Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,42,26,3,13,0,0
Lonoke,16 - Eagle Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,514,171,11,331,0,1
Lonoke,17 - England City Ward 1,Secretary of State,,Rep,John Thurston Commissioner of State Lands,175,68,0,107,0,0
Lonoke,18 - England City Ward 2,Secretary of State,,Rep,John Thurston Commissioner of State Lands,111,34,0,77,0,0
Lonoke,19- England City Ward 3,Secretary of State,,Rep,John Thurston Commissioner of State Lands,36,22,0,14,0,0
Lonoke,20 - England City Ward 4,Secretary of State,,Rep,John Thurston Commissioner of State Lands,53,15,0,38,0,0
Lonoke,21 - Fletcher Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,41,19,0,22,0,0
Lonoke,22 - Furlow Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,170,65,4,101,0,0
Lonoke,23 - Goodrum Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,726,200,11,515,0,0
Lonoke,24 - Gray Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,605,323,2,280,0,0
Lonoke,25 - Gumwood Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,61,20,0,41,0,0
Lonoke,26 - Hamilton Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,26,13,1,12,0,0
Lonoke,27 - Crooked Creek Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,68,22,4,42,0,0
Lonoke,28 - Humnoke City,Secretary of State,,Rep,John Thurston Commissioner of State Lands,93,34,1,58,0,0
Lonoke,29 - Indian Bayou Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,31,18,0,13,0,0
Lonoke,30 - Coy City,Secretary of State,,Rep,John Thurston Commissioner of State Lands,19,14,0,5,0,0
Lonoke,31 - Isbell Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,34,20,0,14,0,0
Lonoke,32 - Lafayette Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,5,1,0,4,0,0
Lonoke,33 - Keo City,Secretary of State,,Rep,John Thurston Commissioner of State Lands,77,58,0,19,0,0
Lonoke,34 - Lonoke City W/1,Secretary of State,,Rep,John Thurston Commissioner of State Lands,146,23,2,121,0,0
Lonoke,35 - Lonoke City W/2,Secretary of State,,Rep,John Thurston Commissioner of State Lands,102,23,1,78,0,0
Lonoke,36 - Lonoke City W/3,Secretary of State,,Rep,John Thurston Commissioner of State Lands,73,23,2,48,0,0
Lonoke,37 - Lonoke City W/4,Secretary of State,,Rep,John Thurston Commissioner of State Lands,121,27,2,92,0,0
Lonoke,38 - Lonoke Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,213,60,1,152,0,0
Lonoke,39 - Magness Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,506,164,2,340,0,0
Lonoke,40 - Oak Grove Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,1041,328,10,703,0,0
Lonoke,41 - Pettus Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,24,15,0,9,0,0
Lonoke,42 - Prairie Twp.,Secretary of State,,Rep,John Thurston Commissioner of State Lands,125,64,0,61,0,0
Lonoke,43 - Pulaski Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,36,17,0,19,0,0
Lonoke,44 - Richwood Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,16,6,0,10,0,0
Lonoke,45 - Totten Twp.,Secretary of State,,Rep,John Thurston Commissioner of State Lands,83,32,0,51,0,0
Lonoke,46 - Walls Twp.,Secretary of State,,Rep,John Thurston Commissioner of State Lands,11,9,0,2,0,0
Lonoke,47 - Ward City W/1,Secretary of State,,Rep,John Thurston Commissioner of State Lands,254,55,4,195,0,0
Lonoke,48 - Ward City W/2,Secretary of State,,Rep,John Thurston Commissioner of State Lands,258,71,2,184,0,1
Lonoke,49 - Ward City W/3,Secretary of State,,Rep,John Thurston Commissioner of State Lands,343,82,3,258,0,0
Lonoke,50 - Ward Twp,Secretary of State,,Rep,John Thurston Commissioner of State Lands,302,68,5,229,0,0
Lonoke,51 - Williams Twp.,Secretary of State,,Rep,John Thurston Commissioner of State Lands,139,76,5,58,0,0
Lonoke,53 - Lonoke City W/5,Secretary of State,,Rep,John Thurston Commissioner of State Lands,45,7,0,38,0,0
Lonoke,54 - Lonoke City W/6,Secretary of State,,Rep,John Thurston Commissioner of State Lands,22,9,0,13,0,0
Lonoke,55 - Lonoke City W/7,Secretary of State,,Rep,John Thurston Commissioner of State Lands,115,30,1,84,0,0
Lonoke,56 - Lonoke City W/8,Secretary of State,,Rep,John Thurston Commissioner of State Lands,164,31,0,133,0,0
Lonoke,01- Allport City,Secretary of State,,Dem,Susan Inman,45,22,0,23,0,0
Lonoke,02 - Caroline Twp,Secretary of State,,Dem,Susan Inman,109,30,0,79,0,0
Lonoke,03 - Austin City,Secretary of State,,Dem,Susan Inman,171,43,3,124,0,1
Lonoke,04 - Butler Twp,Secretary of State,,Dem,Susan Inman,110,30,1,78,0,1
Lonoke,05 - Cabot City W/1,Secretary of State,,Dem,Susan Inman,305,68,7,230,0,0
Lonoke,06 - Cabot City W/2,Secretary of State,,Dem,Susan Inman,478,98,9,371,0,0
Lonoke,07 - Cabot City W/3,Secretary of State,,Dem,Susan Inman,400,72,4,324,0,0
Lonoke,08 - Cabot City W/4,Secretary of State,,Dem,Susan Inman,292,78,2,212,0,0
Lonoke,09 - York Twp,Secretary of State,,Dem,Susan Inman,106,21,1,84,0,0
Lonoke,10 - Carlisle City Ward 1,Secretary of State,,Dem,Susan Inman,83,28,1,54,0,0
Lonoke,11 -Carlisle City Ward 2,Secretary of State,,Dem,Susan Inman,69,16,0,53,0,0
Lonoke,12 - Carlisle City Ward 3,Secretary of State,,Dem,Susan Inman,53,18,0,35,0,0
Lonoke,13 - Carlisle Twp.,Secretary of State,,Dem,Susan Inman,12,5,0,7,0,0
Lonoke,14 - Cleveland Twp,Secretary of State,,Dem,Susan Inman,18,6,1,11,0,0
Lonoke,15 - Dortch Twp,Secretary of State,,Dem,Susan Inman,20,10,3,7,0,0
Lonoke,16 - Eagle Twp,Secretary of State,,Dem,Susan Inman,84,28,3,53,0,0
Lonoke,17 - England City Ward 1,Secretary of State,,Dem,Susan Inman,75,21,0,54,0,0
Lonoke,18 - England City Ward 2,Secretary of State,,Dem,Susan Inman,55,21,0,34,0,0
Lonoke,19- England City Ward 3,Secretary of State,,Dem,Susan Inman,136,68,0,68,0,0
Lonoke,20 - England City Ward 4,Secretary of State,,Dem,Susan Inman,47,18,0,29,0,0
Lonoke,21 - Fletcher Twp,Secretary of State,,Dem,Susan Inman,5,1,0,4,0,0
Lonoke,22 - Furlow Twp,Secretary of State,,Dem,Susan Inman,104,27,1,76,0,0
Lonoke,23 - Goodrum Twp,Secretary of State,,Dem,Susan Inman,145,56,0,89,0,0
Lonoke,24 - Gray Twp,Secretary of State,,Dem,Susan Inman,266,111,0,155,0,0
Lonoke,25 - Gumwood Twp,Secretary of State,,Dem,Susan Inman,18,10,0,8,0,0
Lonoke,26 - Hamilton Twp,Secretary of State,,Dem,Susan Inman,6,5,0,1,0,0
Lonoke,27 - Crooked Creek Twp,Secretary of State,,Dem,Susan Inman,8,3,2,3,0,0
Lonoke,28 - Humnoke City,Secretary of State,,Dem,Susan Inman,14,7,0,7,0,0
Lonoke,29 - Indian Bayou Twp,Secretary of State,,Dem,Susan Inman,9,5,0,4,0,0
Lonoke,30 - Coy City,Secretary of State,,Dem,Susan Inman,4,3,0,1,0,0
Lonoke,31 - Isbell Twp,Secretary of State,,Dem,Susan Inman,5,2,0,3,0,0
Lonoke,32 - Lafayette Twp,Secretary of State,,Dem,Susan Inman,3,3,0,0,0,0
Lonoke,33 - Keo City,Secretary of State,,Dem,Susan Inman,29,21,1,7,0,0
Lonoke,34 - Lonoke City W/1,Secretary of State,,Dem,Susan Inman,74,24,2,48,0,0
Lonoke,35 - Lonoke City W/2,Secretary of State,,Dem,Susan Inman,41,4,1,36,0,0
Lonoke,36 - Lonoke City W/3,Secretary of State,,Dem,Susan Inman,73,29,4,40,0,0
Lonoke,37 - Lonoke City W/4,Secretary of State,,Dem,Susan Inman,65,16,1,48,0,0
Lonoke,38 - Lonoke Twp,Secretary of State,,Dem,Susan Inman,78,20,0,58,0,0
Lonoke,39 - Magness Twp,Secretary of State,,Dem,Susan Inman,146,46,4,96,0,0
Lonoke,40 - Oak Grove Twp,Secretary of State,,Dem,Susan Inman,260,74,3,183,0,0
Lonoke,41 - Pettus Twp,Secretary of State,,Dem,Susan Inman,13,6,0,7,0,0
Lonoke,42 - Prairie Twp.,Secretary of State,,Dem,Susan Inman,22,16,0,6,0,0
Lonoke,43 - Pulaski Twp,Secretary of State,,Dem,Susan Inman,114,94,1,19,0,0
Lonoke,44 - Richwood Twp,Secretary of State,,Dem,Susan Inman,15,8,0,7,0,0
Lonoke,45 - Totten Twp.,Secretary of State,,Dem,Susan Inman,18,7,0,11,0,0
Lonoke,46 - Walls Twp.,Secretary of State,,Dem,Susan Inman,7,4,0,3,0,0
Lonoke,47 - Ward City W/1,Secretary of State,,Dem,Susan Inman,69,15,1,53,0,0
Lonoke,48 - Ward City W/2,Secretary of State,,Dem,Susan Inman,75,18,2,55,0,0
Lonoke,49 - Ward City W/3,Secretary of State,,Dem,Susan Inman,105,28,1,76,0,0
Lonoke,50 - Ward Twp,Secretary of State,,Dem,Susan Inman,60,10,0,50,0,0
Lonoke,51 - Williams Twp.,Secretary of State,,Dem,Susan Inman,81,34,1,46,0,0
Lonoke,53 - Lonoke City W/5,Secretary of State,,Dem,Susan Inman,106,27,2,77,0,0
Lonoke,54 - Lonoke City W/6,Secretary of State,,Dem,Susan Inman,103,24,2,77,0,0
Lonoke,55 - Lonoke City W/7,Secretary of State,,Dem,Susan Inman,73,14,2,57,0,0
Lonoke,56 - Lonoke City W/8,Secretary of State,,Dem,Susan Inman,73,13,0,60,0,0
Lonoke,01- Allport City,State Treasurer,,Lib,Ashley Ewald,39,20,0,19,0,0
Lonoke,02 - Caroline Twp,State Treasurer,,Lib,Ashley Ewald,92,28,0,64,0,0
Lonoke,03 - Austin City,State Treasurer,,Lib,Ashley Ewald,147,36,2,108,0,1
Lonoke,04 - Butler Twp,State Treasurer,,Lib,Ashley Ewald,106,32,1,73,0,0
Lonoke,05 - Cabot City W/1,State Treasurer,,Lib,Ashley Ewald,278,72,5,201,0,0
Lonoke,06 - Cabot City W/2,State Treasurer,,Lib,Ashley Ewald,418,84,5,329,0,0
Lonoke,07 - Cabot City W/3,State Treasurer,,Lib,Ashley Ewald,311,68,2,241,0,0
Lonoke,08 - Cabot City W/4,State Treasurer,,Lib,Ashley Ewald,276,80,1,195,0,0
Lonoke,09 - York Twp,State Treasurer,,Lib,Ashley Ewald,82,19,1,62,0,0
Lonoke,10 - Carlisle City Ward 1,State Treasurer,,Lib,Ashley Ewald,54,15,0,39,0,0
Lonoke,11 -Carlisle City Ward 2,State Treasurer,,Lib,Ashley Ewald,53,15,0,38,0,0
Lonoke,12 - Carlisle City Ward 3,State Treasurer,,Lib,Ashley Ewald,37,13,0,24,0,0
Lonoke,13 - Carlisle Twp.,State Treasurer,,Lib,Ashley Ewald,9,3,0,6,0,0
Lonoke,14 - Cleveland Twp,State Treasurer,,Lib,Ashley Ewald,11,3,0,8,0,0
Lonoke,15 - Dortch Twp,State Treasurer,,Lib,Ashley Ewald,10,4,1,5,0,0
Lonoke,16 - Eagle Twp,State Treasurer,,Lib,Ashley Ewald,78,27,5,46,0,0
Lonoke,17 - England City Ward 1,State Treasurer,,Lib,Ashley Ewald,38,11,0,27,0,0
Lonoke,18 - England City Ward 2,State Treasurer,,Lib,Ashley Ewald,35,15,0,20,0,0
Lonoke,19- England City Ward 3,State Treasurer,,Lib,Ashley Ewald,107,49,0,58,0,0
Lonoke,20 - England City Ward 4,State Treasurer,,Lib,Ashley Ewald,39,16,0,23,0,0
Lonoke,21 - Fletcher Twp,State Treasurer,,Lib,Ashley Ewald,4,1,0,3,0,0
Lonoke,22 - Furlow Twp,State Treasurer,,Lib,Ashley Ewald,78,25,1,52,0,0
Lonoke,23 - Goodrum Twp,State Treasurer,,Lib,Ashley Ewald,130,52,2,76,0,0
Lonoke,24 - Gray Twp,State Treasurer,,Lib,Ashley Ewald,198,91,0,107,0,0
Lonoke,25 - Gumwood Twp,State Treasurer,,Lib,Ashley Ewald,8,6,0,2,0,0
Lonoke,26 - Hamilton Twp,State Treasurer,,Lib,Ashley Ewald,3,1,1,1,0,0
Lonoke,27 - Crooked Creek Twp,State Treasurer,,Lib,Ashley Ewald,7,2,1,4,0,0
Lonoke,28 - Humnoke City,State Treasurer,,Lib,Ashley Ewald,8,5,0,3,0,0
Lonoke,29 - Indian Bayou Twp,State Treasurer,,Lib,Ashley Ewald,5,2,0,3,0,0
Lonoke,30 - Coy City,State Treasurer,,Lib,Ashley Ewald,2,2,0,0,0,0
Lonoke,31 - Isbell Twp,State Treasurer,,Lib,Ashley Ewald,2,1,0,1,0,0
Lonoke,32 - Lafayette Twp,State Treasurer,,Lib,Ashley Ewald,3,3,0,0,0,0
Lonoke,33 - Keo City,State Treasurer,,Lib,Ashley Ewald,24,18,1,5,0,0
Lonoke,34 - Lonoke City W/1,State Treasurer,,Lib,Ashley Ewald,65,16,3,46,0,0
Lonoke,35 - Lonoke City W/2,State Treasurer,,Lib,Ashley Ewald,27,3,0,24,0,0
Lonoke,36 - Lonoke City W/3,State Treasurer,,Lib,Ashley Ewald,63,24,2,37,0,0
Lonoke,37 - Lonoke City W/4,State Treasurer,,Lib,Ashley Ewald,48,14,1,33,0,0
Lonoke,38 - Lonoke Twp,State Treasurer,,Lib,Ashley Ewald,60,18,0,42,0,0
Lonoke,39 - Magness Twp,State Treasurer,,Lib,Ashley Ewald,112,44,3,65,0,0
Lonoke,40 - Oak Grove Twp,State Treasurer,,Lib,Ashley Ewald,213,66,3,144,0,0
Lonoke,41 - Pettus Twp,State Treasurer,,Lib,Ashley Ewald,9,1,0,8,0,0
Lonoke,42 - Prairie Twp.,State Treasurer,,Lib,Ashley Ewald,16,11,0,5,0,0
Lonoke,43 - Pulaski Twp,State Treasurer,,Lib,Ashley Ewald,97,79,1,17,0,0
Lonoke,44 - Richwood Twp,State Treasurer,,Lib,Ashley Ewald,9,6,0,3,0,0
Lonoke,45 - Totten Twp.,State Treasurer,,Lib,Ashley Ewald,16,6,0,10,0,0
Lonoke,46 - Walls Twp.,State Treasurer,,Lib,Ashley Ewald,7,3,0,4,0,0
Lonoke,47 - Ward City W/1,State Treasurer,,Lib,Ashley Ewald,60,15,1,44,0,0
Lonoke,48 - Ward City W/2,State Treasurer,,Lib,Ashley Ewald,67,15,1,51,0,0
Lonoke,49 - Ward City W/3,State Treasurer,,Lib,Ashley Ewald,91,24,0,67,0,0
Lonoke,50 - Ward Twp,State Treasurer,,Lib,Ashley Ewald,55,9,0,46,0,0
Lonoke,51 - Williams Twp.,State Treasurer,,Lib,Ashley Ewald,69,28,1,40,0,0
Lonoke,53 - Lonoke City W/5,State Treasurer,,Lib,Ashley Ewald,82,23,3,56,0,0
Lonoke,54 - Lonoke City W/6,State Treasurer,,Lib,Ashley Ewald,80,23,1,56,0,0
Lonoke,55 - Lonoke City W/7,State Treasurer,,Lib,Ashley Ewald,55,11,1,43,0,0
Lonoke,56 - Lonoke City W/8,State Treasurer,,Lib,Ashley Ewald,52,7,0,45,0,0
Lonoke,01- Allport City,State Treasurer,,Rep,Treasurer of State Dennis Milligan,9,6,0,3,0,0
Lonoke,02 - Caroline Twp,State Treasurer,,Rep,Treasurer of State Dennis Milligan,587,159,2,426,0,0
Lonoke,03 - Austin City,State Treasurer,,Rep,Treasurer of State Dennis Milligan,654,218,2,434,0,0
Lonoke,04 - Butler Twp,State Treasurer,,Rep,Treasurer of State Dennis Milligan,636,247,7,381,0,1
Lonoke,05 - Cabot City W/1,State Treasurer,,Rep,Treasurer of State Dennis Milligan,980,253,11,716,0,0
Lonoke,06 - Cabot City W/2,State Treasurer,,Rep,Treasurer of State Dennis Milligan,1998,437,12,1549,0,0
Lonoke,07 - Cabot City W/3,State Treasurer,,Rep,Treasurer of State Dennis Milligan,1575,331,8,1236,0,0
Lonoke,08 - Cabot City W/4,State Treasurer,,Rep,Treasurer of State Dennis Milligan,1075,283,14,777,0,1
Lonoke,09 - York Twp,State Treasurer,,Rep,Treasurer of State Dennis Milligan,403,106,7,290,0,0
Lonoke,10 - Carlisle City Ward 1,State Treasurer,,Rep,Treasurer of State Dennis Milligan,258,91,1,166,0,0
Lonoke,11 -Carlisle City Ward 2,State Treasurer,,Rep,Treasurer of State Dennis Milligan,93,26,1,66,0,0
Lonoke,12 - Carlisle City Ward 3,State Treasurer,,Rep,Treasurer of State Dennis Milligan,127,42,0,85,0,0
Lonoke,13 - Carlisle Twp.,State Treasurer,,Rep,Treasurer of State Dennis Milligan,106,44,2,60,0,0
Lonoke,14 - Cleveland Twp,State Treasurer,,Rep,Treasurer of State Dennis Milligan,64,20,1,43,0,0
Lonoke,15 - Dortch Twp,State Treasurer,,Rep,Treasurer of State Dennis Milligan,51,31,5,15,0,0
Lonoke,16 - Eagle Twp,State Treasurer,,Rep,Treasurer of State Dennis Milligan,526,176,9,340,0,1
